VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;0.9;0.898751446;306;30;0.34;0.126033632;0
SAR1;0.9;0.864783377;31;30;0.034444444;0.580090741;1
SAR1;0.9;0.871738196;31;30;0.034444444;0.573038227;1
SAR1;0.9;0.918021435;500;30;0.555555556;0.056071979;0
SAR1;0.9;0.897375264;9;30;0.01;0.786085019;1
SAR1;0.9;0.887840953;53;30;0.058888889;0.42320883;1
SAR1;0.9;0.916600292;216;30;0.24;0.159658987;0
SAR1;0.9;0.912663035;422;30;0.468888889;0.079641529;0
SAR1;0.9;0.920066898;389;30;0.432222222;0.089440552;0
SAR1;0.9;0.904917802;28;30;0.031111111;0.563645693;1
SAR1;0.9;0.895777027;345;30;0.383333333;0.110900418;0
SAR1;0.9;0.917608251;278;30;0.308888889;0.131368983;0
SAR1;0.9;0.910432618;348;30;0.386666667;0.106141598;0
SAR1;0.9;0.900341479;386;30;0.428888889;0.094195358;0
SAR1;0.9;0.923297035;328;30;0.364444444;0.110313868;0
SAR1;0.9;0.909068082;316;30;0.351111111;0.118846835;0
SAR1;0.9;0.911104467;81;30;0.09;0.305779948;0
SAR1;0.9;0.896769368;32;30;0.035555556;0.539124277;1
SAR1;0.9;0.916942686;66;30;0.073333333;0.342374056;1
SAR1;0.9;0.910325808;24;30;0.026666667;0.595511997;1
SAR1;0.9;0.904516447;370;30;0.411111111;0.099258203;0
SAR1;0.9;0.873167343;34;30;0.037777778;0.548996208;1
SAR1;0.9;0.907471295;253;30;0.281111111;0.145968676;0
SAR1;0.9;0.912410876;483;30;0.536666667;0.061140748;0
SAR1;0.9;0.84547877;33;30;0.036666667;0.584497342;1
SAR1;0.9;0.896505297;400;30;0.444444444;0.089801265;0
SAR1;0.9;0.90561644;16;30;0.017777778;0.688727551;1
SAR1;0.9;0.866491447;20;30;0.022222222;0.676270262;1
SAR1;0.9;0.910358647;184;30;0.204444444;0.181067505;0
SAR1;0.9;0.89621578;321;30;0.356666667;0.12054083;0
SAR1;0.9;0.918153228;262;30;0.291111111;0.137821202;0
SAR1;0.9;0.920200158;411;30;0.456666667;0.0820872;0
SAR1;0.9;0.89731488;404;30;0.448888889;0.088224382;0
SAR1;0.9;0.879598238;21;30;0.023333333;0.654870785;1
SAR1;0.9;0.910268471;43;30;0.047777778;0.45019291;1
SAR1;0.9;0.909565053;292;30;0.324444444;0.128374668;0
SAR1;0.9;0.900997357;526;30;0.584444444;0.050641903;0
SAR1;0.9;0.90711826;330;30;0.366666667;0.113884284;0
SAR1;0.9;0.868171836;63;30;0.07;0.402970348;1
SAR1;0.9;0.888399811;13;30;0.014444444;0.738720523;1
SAR1;0.9;0.907377239;430;30;0.477777778;0.07778339;0
SAR1;0.9;0.896845772;56;30;0.062222222;0.400441478;1
SAR1;0.9;0.90252961;360;30;0.4;0.103449652;0
SAR1;0.9;0.89520562;22;30;0.024444444;0.630417445;1
SAR1;0.9;0.861351583;38;30;0.042222222;0.533939816;1
SAR1;0.9;0.920649919;184;30;0.204444444;0.175382636;0
SAR1;0.9;0.914746358;457;30;0.507777778;0.068417884;0
SAR1;0.9;0.876671481;17;30;0.018888889;0.699926513;1
SAR1;0.9;0.913692343;111;30;0.123333333;0.24755697;0
SAR1;0.9;0.923511295;434;30;0.482222222;0.074316638;0
SAR1;0.9;0.886148865;97;30;0.107777778;0.294015957;0
SAR1;0.9;0.890111617;25;30;0.027777778;0.605911774;1
SAR1;0.9;0.916835948;9;30;0.01;0.776029071;1
SAR1;0.9;0.885634933;33;30;0.036666667;0.543273722;1
SAR1;0.9;0.924954105;447;30;0.496666667;0.070204729;0
SAR1;0.9;0.913042741;385;30;0.427777778;0.092132871;0
SAR1;0.9;0.89875781;20;30;0.022222222;0.648279571;1
SAR1;0.9;0.916592449;549;30;0.61;0.044359031;0
SAR1;0.9;0.875713288;22;30;0.024444444;0.64831091;1
SAR1;0.9;0.91123256;379;30;0.421111111;0.094607393;0
SAR1;0.9;0.90155617;27;30;0.03;0.576028328;1
SAR1;0.9;0.850366467;115;30;0.127777778;0.293591744;0
SAR1;0.9;0.932096952;452;30;0.502222222;0.067901532;0
SAR1;0.9;0.923817201;62;30;0.068888889;0.349067765;1
SAR1;0.9;0.904127804;12;30;0.013333333;0.741337461;1
SAR1;0.9;0.884275013;151;30;0.167777778;0.222965368;0
