VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.7;-0.679945265;191;30;0.212222222;0.665010895;1
SAR1;-0.7;-0.733542142;374;30;0.415555556;0.319297714;1
SAR1;-0.7;-0.692553266;91;30;0.101111111;0.8135722;1
SAR1;-0.7;-0.679684805;18;30;0.02;0.885710771;1
SAR1;-0.7;-0.721742723;395;30;0.438888889;0.28395002;1
SAR1;-0.7;-0.695557782;115;30;0.127777778;0.783231255;1
SAR1;-0.7;-0.640926813;137;30;0.152222222;0.752027677;1
SAR1;-0.7;-0.676381782;155;30;0.172222222;0.724935704;1
SAR1;-0.7;-0.716956755;436;30;0.484444444;0.222205853;1
SAR1;-0.7;-0.704075033;395;30;0.438888889;0.28365537;1
SAR1;-0.7;-0.636166965;376;30;0.417777778;0.314086756;1
SAR1;-0.7;-0.708609019;484;30;0.537777778;0.162483021;1
SAR1;-0.7;-0.737841705;40;30;0.044444444;0.867044564;1
SAR1;-0.7;-0.705157312;195;30;0.216666667;0.658208322;1
SAR1;-0.7;-0.724545062;21;30;0.023333333;0.883319806;1
SAR1;-0.7;-0.675282634;198;30;0.22;0.65256614;1
SAR1;-0.7;-0.742465862;378;30;0.42;0.312567993;1
SAR1;-0.7;-0.616580461;511;30;0.567777778;0.133475864;1
SAR1;-0.7;-0.688482451;36;30;0.04;0.87058437;1
SAR1;-0.7;-0.717794302;285;30;0.316666667;0.486647957;1
SAR1;-0.7;-0.698834259;190;30;0.211111111;0.666948906;1
SAR1;-0.7;-0.713164834;149;30;0.165555556;0.73450858;1
SAR1;-0.7;-0.693557686;540;30;0.6;0.10936509;1
SAR1;-0.7;-0.701574358;149;30;0.165555556;0.734433426;1
SAR1;-0.7;-0.630584608;221;30;0.245555556;0.609804283;1
SAR1;-0.7;-0.700087129;541;30;0.601111111;0.108651067;1
SAR1;-0.7;-0.696625756;180;30;0.2;0.684181409;1
SAR1;-0.7;-0.719957783;221;30;0.245555556;0.610935356;1
SAR1;-0.7;-0.708944473;430;30;0.477777778;0.230490395;1
SAR1;-0.7;-0.736970733;619;30;0.687777778;0.060308549;1
SAR1;-0.7;-0.712743898;99;30;0.11;0.803907992;1
