VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;0.5;0.481971725;154;30;0.171111111;0.522118843;1
SAR1;0.5;0.531854196;151;30;0.167777778;0.4939195;1
SAR1;0.5;0.44238319;173;30;0.192222222;0.51073642;1
SAR1;0.5;0.486514742;339;30;0.376666667;0.235630832;1
SAR1;0.5;0.483930599;416;30;0.462222222;0.154897621;1
SAR1;0.5;0.541189826;110;30;0.122222222;0.571772343;1
SAR1;0.5;0.546224938;165;30;0.183333333;0.458171054;1
SAR1;0.5;0.519520326;392;30;0.435555556;0.170431523;1
SAR1;0.5;0.493247644;318;30;0.353333333;0.259410709;1
SAR1;0.5;0.401651839;108;30;0.12;0.66329548;1
SAR1;0.5;0.491326156;283;30;0.314444444;0.306655152;1
SAR1;0.5;0.539722469;111;30;0.123333333;0.570583738;1
SAR1;0.5;0.438861145;285;30;0.316666667;0.325021241;1
SAR1;0.5;0.528226823;226;30;0.251111111;0.370905511;1
SAR1;0.5;0.504037648;73;30;0.081111111;0.688636235;1
SAR1;0.5;0.550597247;112;30;0.124444444;0.560218592;1
SAR1;0.5;0.477687285;268;30;0.297777778;0.334004808;1
SAR1;0.5;0.485037708;240;30;0.266666667;0.372755239;1
SAR1;0.5;0.575679294;228;30;0.253333333;0.340860085;1
SAR1;0.5;0.478068753;155;30;0.172222222;0.522725352;1
SAR1;0.5;0.500259572;241;30;0.267777778;0.363419016;1
SAR1;0.5;0.515612947;377;30;0.418888889;0.185940574;1
SAR1;0.5;0.514104568;279;30;0.31;0.30243813;1
SAR1;0.5;0.518714314;286;30;0.317777778;0.291119985;1
SAR1;0.5;0.482025623;225;30;0.25;0.397987068;1
SAR1;0.5;0.507001506;342;30;0.38;0.226004997;1
SAR1;0.5;0.479851097;339;30;0.376666667;0.237614088;1
SAR1;0.5;0.477901934;314;30;0.348888889;0.269854462;1
SAR1;0.5;0.547286472;338;30;0.375555556;0.218248489;1
SAR1;0.5;0.55451229;145;30;0.161111111;0.488863775;1
SAR1;0.5;0.483716259;178;30;0.197777778;0.476584803;1
SAR1;0.5;0.513381235;13;30;0.014444444;0.86515853;1
SAR1;0.5;0.4969063;145;30;0.161111111;0.529680566;1
SAR1;0.5;0.465921674;260;30;0.288888889;0.351285724;1
SAR1;0.5;0.510221576;390;30;0.433333333;0.1742952;1
SAR1;0.5;0.504021917;224;30;0.248888889;0.387528598;1
SAR1;0.5;0.443831766;85;30;0.094444444;0.692318637;1
SAR1;0.5;0.4284962;375;30;0.416666667;0.208015529;1
SAR1;0.5;0.447933922;40;30;0.044444444;0.802516131;1
SAR1;0.5;0.486919876;25;30;0.027777778;0.833645582;1
SAR1;0.5;0.465330577;205;30;0.227777778;0.44036425;1
SAR1;0.5;0.479873077;262;30;0.291111111;0.341887204;1
SAR1;0.5;0.500575722;98;30;0.108888889;0.628096561;1
SAR1;0.5;0.452188155;489;30;0.543333333;0.101795539;1
SAR1;0.5;0.49624196;268;30;0.297777778;0.325670494;1
SAR1;0.5;0.511667639;133;30;0.147777778;0.543554579;1
SAR1;0.5;0.462241595;380;30;0.422222222;0.194917322;1
SAR1;0.5;0.52253922;45;30;0.05;0.759847115;1
SAR1;0.5;0.502783026;89;30;0.098888889;0.648396195;1
SAR1;0.5;0.455136672;270;30;0.3;0.340892653;1
SAR1;0.5;0.511884201;308;30;0.342222222;0.265427038;1
SAR1;0.5;0.463819185;331;30;0.367777778;0.25244305;1
SAR1;0.5;0.454242075;48;30;0.053333333;0.779392374;1
SAR1;0.5;0.514599544;327;30;0.363333333;0.241198945;1
SAR1;0.5;0.469186722;78;30;0.086666667;0.695573854;1
