VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.3;-0.287300387;464;30;0.515555556;0.174859547;1
SAR1;-0.3;-0.26324972;189;30;0.21;0.657313116;1
SAR1;-0.3;-0.266708655;461;30;0.512222222;0.177588522;1
SAR1;-0.3;-0.263848089;32;30;0.035555556;0.872866413;1
SAR1;-0.3;-0.35831282;436;30;0.484444444;0.213081725;1
SAR1;-0.3;-0.301838793;504;30;0.56;0.132984466;1
SAR1;-0.3;-0.288899948;372;30;0.413333333;0.308672032;1
SAR1;-0.3;-0.356120951;570;30;0.633333333;0.082699953;1
SAR1;-0.3;-0.278390308;309;30;0.343333333;0.424651869;1
SAR1;-0.3;-0.338638612;404;30;0.448888889;0.258824136;1
SAR1;-0.3;-0.250860968;75;30;0.083333333;0.827914368;1
SAR1;-0.3;-0.244646096;452;30;0.502222222;0.187577383;1
SAR1;-0.3;-0.291736976;239;30;0.265555556;0.5643177;1
SAR1;-0.3;-0.246850234;285;30;0.316666667;0.469951662;1
SAR1;-0.3;-0.306419799;368;30;0.408888889;0.316534149;1
SAR1;-0.3;-0.315336922;458;30;0.508888889;0.183111614;1
SAR1;-0.3;-0.32837989;162;30;0.18;0.707085244;1
SAR1;-0.3;-0.339816119;250;30;0.277777778;0.545241978;1
SAR1;-0.3;-0.262642474;232;30;0.257777778;0.576242347;1
SAR1;-0.3;-0.232310607;272;30;0.302222222;0.494836347;1
SAR1;-0.3;-0.353674398;252;30;0.28;0.541963029;1
SAR1;-0.3;-0.303811602;462;30;0.513333333;0.177858708;1
SAR1;-0.3;-0.255744182;244;30;0.271111111;0.552230184;1
SAR1;-0.3;-0.289218597;564;30;0.626666667;0.08524044;1
SAR1;-0.3;-0.291170851;119;30;0.132222222;0.772044936;1
SAR1;-0.3;-0.328092553;331;30;0.367777778;0.385139997;1
SAR1;-0.3;-0.303148437;574;30;0.637777778;0.079248824;1
SAR1;-0.3;-0.252470556;429;30;0.476666667;0.218110184;1
SAR1;-0.3;-0.285485596;162;30;0.18;0.70534089;1
SAR1;-0.3;-0.296248113;73;30;0.081111111;0.831108723;1
SAR1;-0.3;-0.329630682;181;30;0.201111111;0.674730521;1
SAR1;-0.3;-0.318890125;205;30;0.227777778;0.630878031;1
SAR1;-0.3;-0.369987593;107;30;0.118888889;0.790492791;1
SAR1;-0.3;-0.293944964;413;30;0.458888889;0.243100174;1
SAR1;-0.3;-0.257809988;355;30;0.394444444;0.336704007;1
SAR1;-0.3;-0.344077586;316;30;0.351111111;0.414767411;1
SAR1;-0.3;-0.276110277;409;30;0.454444444;0.248217072;1
SAR1;-0.3;-0.289199944;423;30;0.47;0.228299219;1
SAR1;-0.3;-0.324472901;111;30;0.123333333;0.784111414;1
SAR1;-0.3;-0.314046301;213;30;0.236666667;0.61565567;1
SAR1;-0.3;-0.311034037;326;30;0.362222222;0.393723551;1
SAR1;-0.3;-0.386616941;269;30;0.298888889;0.50971591;1
SAR1;-0.3;-0.283642009;380;30;0.422222222;0.29481543;1
SAR1;-0.3;-0.313260173;461;30;0.512222222;0.179408626;1
SAR1;-0.3;-0.357829001;476;30;0.528888889;0.163575353;1
SAR1;-0.3;-0.310480704;490;30;0.544444444;0.14706024;1
SAR1;-0.3;-0.272609809;425;30;0.472222222;0.224677712;1
SAR1;-0.3;-0.283345485;350;30;0.388888889;0.347292127;1
SAR1;-0.3;-0.198416139;380;30;0.422222222;0.289601331;1
SAR1;-0.3;-0.356395219;486;30;0.54;0.152662336;1
SAR1;-0.3;-0.272580024;124;30;0.137777778;0.764231548;1
SAR1;-0.3;-0.368233818;94;30;0.104444444;0.807217476;1
SAR1;-0.3;-0.29019491;487;30;0.541111111;0.149488551;1
SAR1;-0.3;-0.263788615;461;30;0.512222222;0.177468524;1
SAR1;-0.3;-0.326259073;481;30;0.534444444;0.157061241;1
SAR1;-0.3;-0.309827647;448;30;0.497777778;0.195375293;1
SAR1;-0.3;-0.21814744;179;30;0.198888889;0.672486762;1
SAR1;-0.3;-0.275945391;220;30;0.244444444;0.600269106;1
SAR1;-0.3;-0.352805981;60;30;0.066666667;0.846125383;1
SAR1;-0.3;-0.317604551;68;30;0.075555556;0.837065486;1
SAR1;-0.3;-0.347804864;337;30;0.374444444;0.374837661;1
SAR1;-0.3;-0.347097515;538;30;0.597777778;0.10496074;1
SAR1;-0.3;-0.344783128;550;30;0.611111111;0.095950758;1
SAR1;-0.3;-0.254275474;60;30;0.066666667;0.844841313;1
SAR1;-0.3;-0.288098002;29;30;0.032222222;0.875730841;1
SAR1;-0.3;-0.266990836;451;30;0.501111111;0.189805302;1
SAR1;-0.3;-0.287400888;404;30;0.448888889;0.256409092;1
SAR1;-0.3;-0.251643942;143;30;0.158888889;0.734603375;1
SAR1;-0.3;-0.286057484;317;30;0.352222222;0.409566559;1
SAR1;-0.3;-0.298267961;106;30;0.117777778;0.790195306;1
SAR1;-0.3;-0.281335395;135;30;0.15;0.74819684;1
SAR1;-0.3;-0.29819964;452;30;0.502222222;0.18985197;1
SAR1;-0.3;-0.333230439;336;30;0.373333333;0.375972014;1
SAR1;-0.3;-0.31093073;189;30;0.21;0.659731324;1
SAR1;-0.3;-0.350106902;356;30;0.395555556;0.339995826;1
SAR1;-0.3;-0.354500796;309;30;0.343333333;0.428936301;1
SAR1;-0.3;-0.325003229;227;30;0.252222222;0.58947054;1
SAR1;-0.3;-0.263284654;448;30;0.497777778;0.193423468;1
SAR1;-0.3;-0.259202219;44;30;0.048888889;0.861420558;1
SAR1;-0.3;-0.293452107;347;30;0.385555556;0.353361133;1
SAR1;-0.3;-0.251199293;254;30;0.282222222;0.532098181;1
SAR1;-0.3;-0.236364575;370;30;0.411111111;0.308989328;1
