VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.9;-0.85392688;13;10;0.13;0.781089139;1
SAR1;-0.9;-0.831171813;40;10;0.4;0.345239105;1
SAR1;-0.9;-0.905548763;59;10;0.59;0.119045604;1
SAR1;-0.9;-0.890291142;20;10;0.2;0.685354604;1
SAR1;-0.9;-0.918017855;64;10;0.64;0.085688079;1
SAR1;-0.9;-0.916337933;12;10;0.12;0.793029207;1
SAR1;-0.9;-0.87971538;15;10;0.15;0.756065622;1
SAR1;-0.9;-0.88858193;28;10;0.28;0.553113654;1
SAR1;-0.9;-0.876828404;25;10;0.25;0.604688204;1
SAR1;-0.9;-0.928979316;53;10;0.53;0.172947082;1
SAR1;-0.9;-0.936373376;14;10;0.14;0.768959787;1
SAR1;-0.9;-0.877629698;10;10;0.1;0.815173692;1
SAR1;-0.9;-0.901654256;3;10;0.03;0.878434831;1
SAR1;-0.9;-0.884586354;7;10;0.07;0.844963788;1
SAR1;-0.9;-0.921820206;35;10;0.35;0.430153553;1
SAR1;-0.9;-0.731706056;19;10;0.19;0.699555797;1
SAR1;-0.9;-0.889353841;14;10;0.14;0.768865806;1
SAR1;-0.9;-0.902297418;30;10;0.3;0.518036012;1
SAR1;-0.9;-0.860041777;25;10;0.25;0.604586847;1
SAR1;-0.9;-0.930919571;4;10;0.04;0.870714471;1
SAR1;-0.9;-0.909006301;10;10;0.1;0.815213907;1
SAR1;-0.9;-0.855367796;15;10;0.15;0.755998968;1
SAR1;-0.9;-0.895211591;5;10;0.05;0.862558469;1
SAR1;-0.9;-0.892140037;28;10;0.28;0.553136875;1
SAR1;-0.9;-0.917372857;42;10;0.42;0.314668482;1
SAR1;-0.9;-0.8580475;26;10;0.26;0.587553082;1
SAR1;-0.9;-0.938045805;58;10;0.58;0.12718756;1
SAR1;-0.9;-0.906115762;32;10;0.32;0.482696194;1
SAR1;-0.9;-0.90163542;31;10;0.31;0.500350785;1
SAR1;-0.9;-0.920349598;21;10;0.21;0.670053824;1
SAR1;-0.9;-0.940068682;34;10;0.34;0.447729636;1
SAR1;-0.9;-0.912007902;25;10;0.25;0.60488013;1
SAR1;-0.9;-0.795024259;42;10;0.42;0.313314916;1
SAR1;-0.9;-0.904526211;18;10;0.18;0.715020034;1
SAR1;-0.9;-0.893627934;53;10;0.53;0.172608551;1
SAR1;-0.9;-0.917529555;47;10;0.47;0.243239422;1
SAR1;-0.9;-0.869019867;9;10;0.09;0.825556178;1
SAR1;-0.9;-0.918343845;37;10;0.37;0.395768585;1
SAR1;-0.9;-0.855897578;30;10;0.3;0.517689252;1
SAR1;-0.9;-0.966681243;29;10;0.29;0.536041138;1
SAR1;-0.9;-0.879252799;16;10;0.16;0.742814703;1
SAR1;-0.9;-0.865635283;20;10;0.2;0.685252759;1
SAR1;-0.9;-0.926012547;7;10;0.07;0.844992826;1
SAR1;-0.9;-0.778471636;26;10;0.26;0.58693339;1
SAR1;-0.9;-0.889586069;7;10;0.07;0.844967617;1
SAR1;-0.9;-0.943779639;35;10;0.35;0.430317454;1
SAR1;-0.9;-0.919107374;12;10;0.12;0.793033421;1
SAR1;-0.9;-0.858447388;8;10;0.08;0.835472397;1
SAR1;-0.9;-0.821845732;14;10;0.14;0.768690281;1
