VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.7;-0.578283581;39;10;0.39;0.35714035;1
SAR1;-0.7;-0.678447802;26;10;0.26;0.585829492;1
SAR1;-0.7;-0.634022064;31;10;0.31;0.497135608;1
SAR1;-0.7;-0.736168565;9;10;0.09;0.825328114;1
SAR1;-0.7;-0.679081754;38;10;0.38;0.375892776;1
SAR1;-0.7;-0.781428311;18;10;0.18;0.714513767;1
SAR1;-0.7;-0.831156976;48;10;0.48;0.229382868;1
SAR1;-0.7;-0.730284173;4;10;0.04;0.870619635;1
SAR1;-0.7;-0.797731154;20;10;0.2;0.684910874;1
SAR1;-0.7;-0.711042542;8;10;0.08;0.835239556;1
SAR1;-0.7;-0.776895843;8;10;0.08;0.835364388;1
SAR1;-0.7;-0.723112122;4;10;0.04;0.870614108;1
SAR1;-0.7;-0.747543918;20;10;0.2;0.684587382;1
SAR1;-0.7;-0.706907556;44;10;0.44;0.282086721;1
SAR1;-0.7;-0.755143864;9;10;0.09;0.825370308;1
SAR1;-0.7;-0.67306087;31;10;0.31;0.4978144;1
SAR1;-0.7;-0.750448877;43;10;0.43;0.297526279;1
SAR1;-0.7;-0.74619569;29;10;0.29;0.534282287;1
SAR1;-0.7;-0.769672933;3;10;0.03;0.878395149;1
SAR1;-0.7;-0.672465305;5;10;0.05;0.862373605;1
SAR1;-0.7;-0.662359505;21;10;0.21;0.668326344;1
SAR1;-0.7;-0.722554296;42;10;0.42;0.312253967;1
SAR1;-0.7;-0.729236991;13;10;0.13;0.78069764;1
SAR1;-0.7;-0.721062234;26;10;0.26;0.586352135;1
SAR1;-0.7;-0.639810475;18;10;0.18;0.713477726;1
SAR1;-0.7;-0.811129472;46;10;0.46;0.255456175;1
SAR1;-0.7;-0.705952952;30;10;0.3;0.516071177;1
SAR1;-0.7;-0.637263975;11;10;0.11;0.803591561;1
SAR1;-0.7;-0.715190031;14;10;0.14;0.768275541;1
SAR1;-0.7;-0.65763461;9;10;0.09;0.825105782;1
SAR1;-0.7;-0.803320443;38;10;0.38;0.377752549;1
SAR1;-0.7;-0.579099324;45;10;0.45;0.26520838;1
SAR1;-0.7;-0.750523732;9;10;0.09;0.825360389;1
SAR1;-0.7;-0.698010585;45;10;0.45;0.267629151;1
SAR1;-0.7;-0.694180907;28;10;0.28;0.551234521;1
SAR1;-0.7;-0.743343373;9;10;0.09;0.825344525;1
SAR1;-0.7;-0.590148188;7;10;0.07;0.844447388;1
SAR1;-0.7;-0.697710175;58;10;0.58;0.124598263;1
SAR1;-0.7;-0.515441453;36;10;0.36;0.406111398;1
SAR1;-0.7;-0.64317126;8;10;0.08;0.835061039;1
SAR1;-0.7;-0.703675999;33;10;0.33;0.462809065;1
SAR1;-0.7;-0.651438264;2;10;0.02;0.885699126;1
SAR1;-0.7;-0.781293184;7;10;0.07;0.844859215;1
SAR1;-0.7;-0.603628207;18;10;0.18;0.713094862;1
SAR1;-0.7;-0.642459225;24;10;0.24;0.619321087;1
SAR1;-0.7;-0.775515145;23;10;0.23;0.637276748;1
SAR1;-0.7;-0.705461461;38;10;0.38;0.37635034;1
SAR1;-0.7;-0.710936156;34;10;0.34;0.445288165;1
