VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;0.5;0.199195464;7;10;0.07;0.812737063;1
SAR1;0.5;0.427566079;13;10;0.13;0.630383881;1
SAR1;0.5;0.448880612;9;10;0.09;0.699105876;1
SAR1;0.5;0.416650508;16;10;0.16;0.581402268;1
SAR1;0.5;0.378703227;9;10;0.09;0.731447196;1
SAR1;0.5;0.598972015;25;10;0.25;0.331270458;1
SAR1;0.5;0.414520192;22;10;0.22;0.480471992;1
SAR1;0.5;0.402512079;22;10;0.22;0.486730256;1
SAR1;0.5;0.25811297;39;10;0.39;0.277631885;1
SAR1;0.5;0.648611995;18;10;0.18;0.387186387;1
SAR1;0.5;0.462589733;35;10;0.35;0.273785247;1
SAR1;0.5;0.519576028;20;10;0.2;0.450122102;1
SAR1;0.5;0.409474125;31;10;0.31;0.345708609;1
SAR1;0.5;0.437960964;22;10;0.22;0.467837646;1
SAR1;0.5;0.538366067;14;10;0.14;0.53888833;1
SAR1;0.5;0.267473576;23;10;0.23;0.529417238;1
SAR1;0.5;0.552285977;10;10;0.1;0.611911574;1
SAR1;0.5;0.622362219;16;10;0.16;0.438260109;1
SAR1;0.5;0.359620802;16;10;0.16;0.611274143;1
SAR1;0.5;0.342351656;17;10;0.17;0.601867568;1
SAR1;0.5;0.521128055;25;10;0.25;0.376418488;1
SAR1;0.5;0.292910166;13;10;0.13;0.692426531;1
SAR1;0.5;0.507179213;16;10;0.16;0.52465142;1
SAR1;0.5;0.545270531;22;10;0.22;0.403742605;1
SAR1;0.5;0.444655603;7;10;0.07;0.744930789;1
SAR1;0.5;0.331020179;26;10;0.26;0.454047226;1
SAR1;0.5;0.298149465;18;10;0.18;0.60375446;1
SAR1;0.5;0.478840731;11;10;0.11;0.63963737;1
SAR1;0.5;0.440928176;17;10;0.17;0.549615938;1
SAR1;0.5;0.342115968;14;10;0.14;0.654962663;1
SAR1;0.5;0.329045796;24;10;0.24;0.488008985;1
SAR1;0.5;0.704116536;19;10;0.19;0.331764414;1
SAR1;0.5;0.353368662;17;10;0.17;0.596677669;1
SAR1;0.5;0.314971336;8;10;0.08;0.771858376;1
SAR1;0.5;0.581006195;9;10;0.09;0.614572762;1
SAR1;0.5;0.41706815;10;10;0.1;0.694536516;1
SAR1;0.5;0.499345837;19;10;0.19;0.479202733;1
SAR1;0.5;0.217778065;15;10;0.15;0.683484938;1
SAR1;0.5;0.39337401;19;10;0.19;0.541782756;1
SAR1;0.5;0.408293361;6;10;0.06;0.780720105;1
SAR1;0.5;0.433468499;14;10;0.14;0.608192601;1
SAR1;0.5;0.331020179;26;10;0.26;0.454047226;1
SAR1;0.5;0.298149465;18;10;0.18;0.60375446;1
SAR1;0.5;0.478840731;11;10;0.11;0.63963737;1
SAR1;0.5;0.440928176;17;10;0.17;0.549615938;1
SAR1;0.5;0.621636947;11;10;0.11;0.5339377;1
SAR1;0.5;0.387517895;3;10;0.03;0.847446064;1
SAR1;0.5;0.350181517;30;10;0.3;0.383008471;1
SAR1;0.5;0.583280717;24;10;0.24;0.353037695;1
SAR1;0.5;0.42944913;23;10;0.23;0.456527949;1
SAR1;0.5;0.287540141;8;10;0.08;0.779345571;1
SAR1;0.5;0.476949123;17;10;0.17;0.527283284;1
SAR1;0.5;0.376153833;7;10;0.07;0.771252136;1
SAR1;0.5;0.249188646;20;10;0.2;0.587911594;1
SAR1;0.5;0.575046412;4;10;0.04;0.766319755;1
SAR1;0.5;0.528497537;8;10;0.08;0.676423866;1
SAR1;0.5;0.489137027;16;10;0.16;0.536843844;1
SAR1;0.5;0.430122416;28;10;0.28;0.380148645;1
SAR1;0.5;0.528020179;10;10;0.1;0.629136606;1
SAR1;0.5;0.450037261;25;10;0.25;0.414884005;1
SAR1;0.5;0.294757328;10;10;0.1;0.743397574;1
SAR1;0.5;0.421094947;11;10;0.11;0.672615226;1
SAR1;0.5;0.612728671;10;10;0.1;0.564612483;1
SAR1;0.5;0.327693001;16;10;0.16;0.626019682;1
SAR1;0.5;0.26655472;6;10;0.06;0.816391974;1
SAR1;0.5;0.41953221;13;10;0.13;0.634858467;1
SAR1;0.5;0.580800804;6;10;0.06;0.698277529;1
SAR1;0.5;0.472265773;4;10;0.04;0.805899992;1
SAR1;0.5;0.427299585;17;10;0.17;0.557620904;1
SAR1;0.5;0.416648951;17;10;0.17;0.563703362;1
SAR1;0.5;0.414587854;7;10;0.07;0.757361483;1
SAR1;0.5;0.142297796;15;10;0.15;0.703088147;1
SAR1;0.5;0.470381154;6;10;0.06;0.756977447;1
SAR1;0.5;0.417139087;29;10;0.29;0.371289488;1
SAR1;0.5;0.284206588;23;10;0.23;0.523104626;1
SAR1;0.5;0.557724859;11;10;0.11;0.585327893;1
SAR1;0.5;0.520386548;32;10;0.32;0.287794458;1
SAR1;0.5;0.313201075;10;10;0.1;0.737381524;1
SAR1;0.5;0.398025717;4;10;0.04;0.825356285;1
SAR1;0.5;0.427013904;9;10;0.09;0.710055074;1
SAR1;0.5;0.44119635;23;10;0.23;0.450245321;1
SAR1;0.5;0.517389175;23;10;0.23;0.40668468;1
SAR1;0.5;0.147036502;39;10;0.39;0.298835215;1
SAR1;0.5;0.396301475;27;10;0.27;0.410319375;1
SAR1;0.5;0.493431632;21;10;0.21;0.451223687;1
SAR1;0.5;0.516983568;5;10;0.05;0.76236961;1
SAR1;0.5;0.426851174;44;10;0.44;0.184934283;0
SAR1;0.5;0.482425991;9;10;0.09;0.680679425;1
SAR1;0.5;0.474298387;31;10;0.31;0.31945109;1
SAR1;0.5;0.455204462;17;10;0.17;0.540966409;1
SAR1;0.5;0.614027437;29;10;0.29;0.278306628;1
SAR1;0.5;0.470226521;14;10;0.14;0.585782959;1
SAR1;0.5;0.5034819;23;10;0.23;0.414968006;1
SAR1;0.5;0.391218944;10;10;0.1;0.706736461;1
SAR1;0.5;0.296078396;18;10;0.18;0.60460069;1
SAR1;0.5;0.427814313;13;10;0.13;0.630243985;1
SAR1;0.5;0.532537576;9;10;0.09;0.649328474;1
SAR1;0.5;0.427372796;3;10;0.03;0.840636474;1
SAR1;0.5;0.481648183;20;10;0.2;0.474296711;1
SAR1;0.5;0.615001137;12;10;0.12;0.517960297;1
SAR1;0.5;0.417521037;41;10;0.41;0.217591911;0
SAR1;0.5;0.536099388;18;10;0.18;0.470632194;1
SAR1;0.5;0.428115053;10;10;0.1;0.688987223;1
SAR1;0.5;0.55659943;7;10;0.07;0.684730267;1
SAR1;0.5;0.322016501;23;10;0.23;0.507809566;1
SAR1;0.5;0.513791367;6;10;0.06;0.736616832;1
SAR1;0.5;0.411623641;21;10;0.21;0.498405707;1
SAR1;0.5;0.314970443;23;10;0.23;0.510769124;1
SAR1;0.5;0.440216482;22;10;0.22;0.46659345;1
SAR1;0.5;0.433576811;16;10;0.16;0.571651529;1
SAR1;0.5;0.358222365;9;10;0.09;0.739426994;1
SAR1;0.5;0.296997581;7;10;0.07;0.793766202;1
SAR1;0.5;0.59663177;11;10;0.11;0.554763975;1
SAR1;0.5;0.357153068;16;10;0.16;0.612463722;1
SAR1;0.5;0.246809736;18;10;0.18;0.623226044;1
SAR1;0.5;0.514873344;14;10;0.14;0.5558142;1
SAR1;0.5;0.605898901;8;10;0.08;0.621770255;1
SAR1;0.5;0.255643784;20;10;0.2;0.585589954;1
SAR1;0.5;0.330820163;24;10;0.24;0.48725734;1
SAR1;0.5;0.55293664;3;10;0.03;0.808711235;1
SAR1;0.5;0.522356508;15;10;0.15;0.531948782;1
SAR1;0.5;0.468676427;26;10;0.26;0.39057067;1
SAR1;0.5;0.422977205;12;10;0.12;0.652086999;1
SAR1;0.5;0.515860124;14;10;0.14;0.555118829;1
SAR1;0.5;0.471374516;8;10;0.08;0.709433611;1
SAR1;0.5;0.416324469;19;10;0.19;0.52935172;1
SAR1;0.5;0.596682558;4;10;0.04;0.75569125;1
SAR1;0.5;0.219624985;21;10;0.21;0.580687679;1
SAR1;0.5;0.511797814;30;10;0.3;0.315793313;1
SAR1;0.5;0.453676677;10;10;0.1;0.675350794;1
SAR1;0.5;0.402051248;25;10;0.25;0.438769333;1
SAR1;0.5;0.417810068;27;10;0.27;0.40058054;1
SAR1;0.5;0.47702845;2;10;0.02;0.855630164;1
SAR1;0.5;0.42368746;12;10;0.12;0.651700989;1
SAR1;0.5;0.461254783;3;10;0.03;0.833745716;1
SAR1;0.5;0.565681203;16;10;0.16;0.482419484;1
SAR1;0.5;0.516123286;7;10;0.07;0.709194725;1
SAR1;0.5;0.388657018;16;10;0.16;0.596638364;1
SAR1;0.5;0.377159278;7;10;0.07;0.770915522;1
SAR1;0.5;0.594488937;8;10;0.08;0.630546859;1
SAR1;0.5;0.580548425;8;10;0.08;0.64093552;1
SAR1;0.5;0.367834247;22;10;0.22;0.503963867;1
SAR1;0.5;0.365172497;4;10;0.04;0.832080006;1
SAR1;0.5;0.369015279;25;10;0.25;0.454096401;1
SAR1;0.5;0.571878043;14;10;0.14;0.513472347;1
SAR1;0.5;0.438132917;27;10;0.27;0.391078164;1
SAR1;0.5;0.451334027;13;10;0.13;0.616541872;1
SAR1;0.5;0.413372758;7;10;0.07;0.757833976;1
SAR1;0.5;0.608250774;3;10;0.03;0.787946351;1
SAR1;0.5;0.513181139;17;10;0.17;0.503178637;1
SAR1;0.5;0.451488762;5;10;0.05;0.788253052;1
SAR1;0.5;0.335312916;14;10;0.14;0.65795299;1
SAR1;0.5;0.19883882;33;10;0.33;0.381492227;1
SAR1;0.5;0.34679825;31;10;0.31;0.369002916;1
SAR1;0.5;0.363032971;25;10;0.25;0.456769846;1
SAR1;0.5;0.478137158;38;10;0.38;0.234481611;0
SAR1;0.5;0.277804446;12;10;0.12;0.714806375;1
SAR1;0.5;0.458338483;4;10;0.04;0.810056735;1
SAR1;0.5;0.513075238;12;10;0.12;0.596447424;1
SAR1;0.5;0.434013783;12;10;0.12;0.645995391;1
SAR1;0.5;0.405349275;14;10;0.14;0.623931989;1
SAR1;0.5;0.330286189;26;10;0.26;0.454344476;1
SAR1;0.5;0.4198982;14;10;0.14;0.615940132;1
SAR1;0.5;0.292080541;11;10;0.11;0.727128116;1
SAR1;0.5;0.467203224;3;10;0.03;0.83241923;1
SAR1;0.5;0.37572964;24;10;0.24;0.467232621;1
SAR1;0.5;0.314568368;33;10;0.33;0.349495273;1
SAR1;0.5;0.250027865;17;10;0.17;0.639248308;1
SAR1;0.5;0.536820715;8;10;0.08;0.671099774;1
