VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.5;-0.472895423;16;10;0.16;0.739530043;1
SAR1;-0.5;-0.440270777;7;10;0.07;0.843707225;1
SAR1;-0.5;-0.537437901;15;10;0.15;0.753958106;1
SAR1;-0.5;-0.541663082;20;10;0.2;0.682248466;1
SAR1;-0.5;-0.359347423;29;10;0.29;0.524387567;1
SAR1;-0.5;-0.325288847;17;10;0.17;0.721666337;1
SAR1;-0.5;-0.414157493;15;10;0.15;0.75197697;1
SAR1;-0.5;-0.612353906;12;10;0.12;0.792001213;1
SAR1;-0.5;-0.492494589;20;10;0.2;0.681323219;1
SAR1;-0.5;-0.599638794;13;10;0.13;0.77996578;1
SAR1;-0.5;-0.493482768;29;10;0.29;0.529437592;1
SAR1;-0.5;-0.453920866;16;10;0.16;0.739185541;1
SAR1;-0.5;-0.425869299;50;10;0.5;0.196887583;1
SAR1;-0.5;-0.672289286;62;10;0.62;0.095520558;0
SAR1;-0.5;-0.491126491;45;10;0.45;0.262857705;1
SAR1;-0.5;-0.503935106;39;10;0.39;0.355077949;1
SAR1;-0.5;-0.444824329;18;10;0.18;0.710492253;1
SAR1;-0.5;-0.591020384;30;10;0.3;0.51408027;1
SAR1;-0.5;-0.687701206;5;10;0.05;0.862393905;1
SAR1;-0.5;-0.459503458;8;10;0.08;0.834141309;1
SAR1;-0.5;-0.496086338;26;10;0.26;0.582320454;1
SAR1;-0.5;-0.518437785;4;10;0.04;0.8703302;1
SAR1;-0.5;-0.53096756;18;10;0.18;0.712120053;1
SAR1;-0.5;-0.380467566;7;10;0.07;0.843220823;1
SAR1;-0.5;-0.639227628;6;10;0.06;0.853680782;1
SAR1;-0.5;-0.565108161;43;10;0.43;0.293873302;1
SAR1;-0.5;-0.46534624;17;10;0.17;0.725393297;1
SAR1;-0.5;-0.572892054;25;10;0.25;0.601276417;1
SAR1;-0.5;-0.369494118;15;10;0.15;0.75094477;1
SAR1;-0.5;-0.592567995;21;10;0.21;0.667444196;1
