VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;0.3;0.184630888;44;10;0.44;0.225481504;1
SAR1;0.3;0.139377438;24;10;0.24;0.551506892;1
SAR1;0.3;0.18557968;5;10;0.05;0.841999249;1
SAR1;0.3;0.114519678;11;10;0.11;0.769247973;1
SAR1;0.3;0.076732625;20;10;0.2;0.635022099;1
SAR1;0.3;0.317330043;10;10;0.1;0.735974572;1
SAR1;0.3;0.247073729;20;10;0.2;0.588662487;1
SAR1;0.3;0.438826818;9;10;0.09;0.704241864;1
SAR1;0.3;0.123936119;18;10;0.18;0.65839231;1
SAR1;0.3;0.220755878;18;10;0.18;0.631957023;1
SAR1;0.3;0.323469631;5;10;0.05;0.822095933;1
SAR1;0.3;0.196330275;25;10;0.25;0.518350653;1
SAR1;0.3;0.372726182;14;10;0.14;0.640682344;1
SAR1;0.3;0.157879393;3;10;0.03;0.868794574;1
SAR1;0.3;0.224314148;13;10;0.13;0.714565387;1
SAR1;0.3;0.348126505;22;10;0.22;0.513192005;1
SAR1;0.3;0.268593733;15;10;0.15;0.666889038;1
SAR1;0.3;0.379253154;16;10;0.16;0.601507954;1
SAR1;0.3;0.28559169;7;10;0.07;0.796426063;1
SAR1;0.3;0.229722816;36;10;0.36;0.327035144;1
SAR1;0.3;0.364794615;30;10;0.3;0.377538334;1
SAR1;0.3;0.263353488;31;10;0.31;0.396363484;1
SAR1;0.3;0.204932956;21;10;0.21;0.585368053;1
SAR1;0.3;0.133419333;14;10;0.14;0.720781905;1
SAR1;0.3;0.271395323;15;10;0.15;0.665885327;1
SAR1;0.3;0.227770138;10;10;0.1;0.761870802;1
SAR1;0.3;0.297755776;10;10;0.1;0.742448854;1
SAR1;0.3;0.116763965;15;10;0.15;0.708539787;1
SAR1;0.3;0.301134719;33;10;0.33;0.353584362;1
SAR1;0.3;0.188262661;6;10;0.06;0.828261501;1
SAR1;0.3;0.015443082;20;10;0.2;0.646034467;1
SAR1;0.3;0.472830469;14;10;0.14;0.584116972;1
SAR1;0.3;0.085162736;50;10;0.5;0.16922658;0
SAR1;0.3;0.247469327;7;10;0.07;0.804405583;1
SAR1;0.3;0.190644607;17;10;0.17;0.658006993;1
SAR1;0.3;0.132860287;14;10;0.14;0.720897862;1
SAR1;0.3;0.268202156;18;10;0.18;0.615488375;1
SAR1;0.3;0.368975678;17;10;0.17;0.589047814;1
SAR1;0.3;0.157879393;3;10;0.03;0.868794574;1
SAR1;0.3;0.224314148;13;10;0.13;0.714565387;1
SAR1;0.3;0.27643191;7;10;0.07;0.798467922;1
SAR1;0.3;0.265656314;23;10;0.23;0.530086169;1
SAR1;0.3;0.281702122;16;10;0.16;0.644877243;1
SAR1;0.3;0.243410647;4;10;0.04;0.849601652;1
SAR1;0.3;0.081332686;11;10;0.11;0.774197438;1
SAR1;0.3;0.119928052;11;10;0.11;0.768371784;1
SAR1;0.3;0.221633729;35;10;0.35;0.344207319;1
SAR1;0.3;0.108044601;13;10;0.13;0.740971461;1
SAR1;0.3;0.235001027;10;10;0.1;0.760111118;1
SAR1;0.3;0.399140699;18;10;0.18;0.555925086;1
SAR1;0.3;0.028489319;26;10;0.26;0.539719641;1
SAR1;0.3;0.348366914;7;10;0.07;0.780023566;1
SAR1;0.3;0.096845072;11;10;0.11;0.771972614;1
SAR1;0.3;0.27228087;2;10;0.02;0.875227366;1
SAR1;0.3;0.297438358;30;10;0.3;0.401597882;1
SAR1;0.3;0.06555615;9;10;0.09;0.803078453;1
SAR1;0.3;0.279220111;28;10;0.28;0.440401684;1
SAR1;0.3;0.516795181;14;10;0.14;0.554458626;1
SAR1;0.3;0.316300571;18;10;0.18;0.596112233;1
SAR1;0.3;0.233040543;18;10;0.18;0.627932919;1
SAR1;0.3;0.305239364;6;10;0.06;0.808751562;1
SAR1;0.3;0.269518803;11;10;0.11;0.734290844;1
SAR1;0.3;0.354490297;11;10;0.11;0.703834483;1
SAR1;0.3;0.280421356;11;10;0.11;0.730907485;1
SAR1;0.3;0.268593733;15;10;0.15;0.666889038;1
SAR1;0.3;0.034759104;17;10;0.17;0.691768482;1
SAR1;0.3;0.199757757;18;10;0.18;0.638465075;1
SAR1;0.3;0.408500653;5;10;0.05;0.801790292;1
SAR1;0.3;0.391333969;10;10;0.1;0.706684557;1
SAR1;0.3;0.219177176;23;10;0.23;0.546110729;1
SAR1;0.3;0.283848825;32;10;0.32;0.374242706;1
SAR1;0.3;0.340566587;20;10;0.2;0.55070016;1
SAR1;0.3;0.35918003;20;10;0.2;0.541936933;1
SAR1;0.3;0.18795381;8;10;0.08;0.800178313;1
SAR1;0.3;0.34114799;3;10;0.03;0.853886874;1
SAR1;0.3;0.198422542;13;10;0.13;0.721540726;1
SAR1;0.3;0.312070651;10;10;0.1;0.737762817;1
