VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;0.9;0.820218637;8;10;0.08;0.421352545;1
SAR1;0.9;0.831729066;8;10;0.08;0.409570121;1
SAR1;0.9;0.903577251;7;10;0.07;0.366219417;1
SAR1;0.9;0.856735813;4;10;0.04;0.552061625;1
SAR1;0.9;0.840000608;11;10;0.11;0.331848259;1
SAR1;0.9;0.923624723;26;10;0.26;0.147841811;0
SAR1;0.9;0.733813367;8;10;0.08;0.508351817;1
SAR1;0.9;0.602890907;5;10;0.05;0.716901799;1
SAR1;0.9;0.773559215;7;10;0.07;0.501104925;1
SAR1;0.9;0.876756181;5;10;0.05;0.475384434;1
SAR1;0.9;0.879184018;9;10;0.09;0.336100742;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.895760911;12;10;0.12;0.266594146;1
SAR1;0.9;0.937018998;4;10;0.04;0.465372959;1
SAR1;0.9;0.784460753;8;10;0.08;0.457836327;1
SAR1;0.9;0.879184018;9;10;0.09;0.336100742;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.895760911;12;10;0.12;0.266594146;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.895760911;12;10;0.12;0.266594146;1
SAR1;0.9;0.937018998;4;10;0.04;0.465372959;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.937018998;4;10;0.04;0.465372959;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.895760911;12;10;0.12;0.266594146;1
SAR1;0.9;0.937018998;4;10;0.04;0.465372959;1
SAR1;0.9;0.879184018;9;10;0.09;0.336100742;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.895760911;12;10;0.12;0.266594146;1
SAR1;0.9;0.937018998;4;10;0.04;0.465372959;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.895760911;12;10;0.12;0.266594146;1
SAR1;0.9;0.937018998;4;10;0.04;0.465372959;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.895760911;12;10;0.12;0.266594146;1
SAR1;0.9;0.937018998;4;10;0.04;0.465372959;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.763491558;3;10;0.03;0.698985821;1
SAR1;0.9;0.784460753;8;10;0.08;0.457836327;1
SAR1;0.9;0.879184018;9;10;0.09;0.336100742;1
SAR1;0.9;0.83940193;4;10;0.04;0.569787331;1
SAR1;0.9;0.787990494;14;10;0.14;0.329341662;1
SAR1;0.9;0.881003023;17;10;0.17;0.223308016;0
SAR1;0.9;0.889024257;15;10;0.15;0.236065006;0
SAR1;0.9;0.837039764;9;10;0.09;0.377429636;1
SAR1;0.9;0.837039764;9;10;0.09;0.377429636;1
SAR1;0.9;0.837039764;9;10;0.09;0.377429636;1
SAR1;0.9;0.934951289;7;10;0.07;0.334345128;1
SAR1;0.9;0.645561112;15;10;0.15;0.435849969;1
SAR1;0.9;0.868511743;12;10;0.12;0.289595486;1
SAR1;0.9;0.837039764;9;10;0.09;0.377429636;1
