VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;30;0.5;0.526949254;580;0.644444444;30;0.051077628;0
SAR;30;0.5;0.502547228;568;0.631111111;30;0.056387607;0
SAR;30;0.5;0.480298138;614;0.682222222;30;0.041808018;0
SAR;30;0.5;0.478990913;862;0.957777778;30;0.007119927;0
SAR;30;0.5;0.518082205;650;0.722222222;30;0.031876739;0
SAR;30;0.5;0.471505717;714;0.793333333;30;0.020729523;0
SAR;30;0.5;0.490932773;554;0.615555556;30;0.062506186;0
SAR;30;0.5;0.530792048;660;0.733333333;30;0.029551453;0
SAR;30;0.5;0.535613301;688;0.764444444;30;0.024287771;0
SAR;30;0.5;0.4900429;598;0.664444444;30;0.046398606;0
SAR;30;0.5;0.519664767;696;0.773333333;30;0.023123905;0
SAR;30;0.5;0.536997465;762;0.846666667;30;0.014464694;0
SAR;30;0.5;0.46070258;768;0.853333333;30;0.014097737;0
SAR;30;0.5;0.528008291;754;0.837777778;30;0.015337756;0
SAR;30;0.5;0.52240353;764;0.848888889;30;0.014310247;0
SAR;30;0.5;0.487780841;820;0.911111111;30;0.009642952;0
SAR;30;0.5;0.500543509;738;0.82;30;0.017307586;0
SAR;30;0.5;0.503459114;768;0.853333333;30;0.013968144;0
SAR;30;0.5;0.468853503;740;0.822222222;30;0.017217703;0
SAR;30;0.5;0.513214953;642;0.713333333;30;0.033779692;0
SAR;30;0.5;0.521667625;602;0.668888889;30;0.044202344;0
SAR;30;0.5;0.511400087;716;0.795555556;30;0.020154819;0
SAR;30;0.5;0.488898806;576;0.64;30;0.053964266;0
SAR;30;0.5;0.503684363;670;0.744444444;30;0.027935497;0
SAR;30;0.5;0.489638894;578;0.642222222;30;0.053207172;0
SAR;30;0.5;0.496969203;758;0.842222222;30;0.015023638;0
SAR;30;0.5;0.479642796;560;0.622222222;30;0.060561451;0
SAR;30;0.5;0.509810107;560;0.622222222;30;0.059157898;0
SAR;30;0.5;0.519197299;614;0.682222222;30;0.040801766;0
SAR;30;0.5;0.515617691;836;0.928888889;30;0.008576642;0
SAR;30;0.5;0.524233356;592;0.657777778;30;0.047212548;0
SAR;30;0.5;0.469218109;782;0.868888889;30;0.012719111;0
SAR;30;0.5;0.462629119;608;0.675555556;30;0.044067839;0
SAR;30;0.5;0.451056609;684;0.76;30;0.025896993;0
SAR;30;0.5;0.493296405;632;0.702222222;30;0.036612575;0
SAR;30;0.5;0.495469991;662;0.735555556;30;0.029662321;0
SAR;30;0.5;0.467256885;592;0.657777778;30;0.04909575;0
SAR;30;0.5;0.523738515;506;0.562222222;30;0.083147082;0
SAR;30;0.5;0.464604977;776;0.862222222;30;0.013294489;0
SAR;30;0.5;0.479382593;818;0.908888889;30;0.009791328;0
