VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;30;-0.7;-0.728013224;769;0.854444444;30;0.017079827;0
SAR;30;-0.7;-0.697068036;815;0.905555556;30;0.011193225;0
SAR;30;-0.7;-0.697435554;787;0.874444444;30;0.014467832;0
SAR;30;-0.7;-0.671675356;748;0.831111111;30;0.020419849;0
SAR;30;-0.7;-0.683394152;728;0.808888889;30;0.02435285;0
SAR;30;-0.7;-0.727222849;756;0.84;30;0.019176565;0
SAR;30;-0.7;-0.688711961;682;0.757777778;30;0.036043634;1
SAR;30;-0.7;-0.732024768;813;0.903333333;30;0.011436548;0
SAR;30;-0.7;-0.702341573;795;0.883333333;30;0.013459759;0
SAR;30;-0.7;-0.720432298;758;0.842222222;30;0.018821931;0
SAR;30;-0.7;-0.666723847;878;0.975555556;30;0.006159977;0
SAR;30;-0.7;-0.735222494;871;0.967777778;30;0.006584883;0
SAR;30;-0.7;-0.718312445;859;0.954444444;30;0.007396512;0
SAR;30;-0.7;-0.749330047;751;0.834444444;30;0.02010528;0
SAR;30;-0.7;-0.662892021;708;0.786666667;30;0.028823559;1
SAR;30;-0.7;-0.671528159;884;0.982222222;30;0.005811329;0
SAR;30;-0.7;-0.707283434;767;0.852222222;30;0.017341862;0
SAR;30;-0.7;-0.678123759;799;0.887777778;30;0.012944343;0
SAR;30;-0.7;-0.732797263;816;0.906666667;30;0.011122461;0
SAR;30;-0.7;-0.688086595;847;0.941111111;30;0.008288575;0
SAR;30;-0.7;-0.652773889;778;0.864444444;30;0.015606985;0
SAR;30;-0.7;-0.712539506;744;0.826666667;30;0.021274418;0
SAR;30;-0.7;-0.675727063;808;0.897777778;30;0.011917436;0
SAR;30;-0.7;-0.726198644;792;0.88;30;0.013868916;0
SAR;30;-0.7;-0.712572495;740;0.822222222;30;0.022033429;0
SAR;30;-0.7;-0.709757288;800;0.888888889;30;0.012867859;0
SAR;30;-0.7;-0.717953842;846;0.94;30;0.008376752;0
SAR;30;-0.7;-0.690429447;852;0.946666667;30;0.007904657;0
SAR;30;-0.7;-0.650435772;882;0.98;30;0.005929559;0
SAR;30;-0.7;-0.709912312;759;0.843333333;30;0.018629051;0
SAR;30;-0.7;-0.669801326;800;0.888888889;30;0.012815794;0
SAR;30;-0.7;-0.702270348;734;0.815555556;30;0.023182732;0
SAR;30;-0.7;-0.720612276;870;0.966666667;30;0.006650229;0
SAR;30;-0.7;-0.718348917;872;0.968888889;30;0.006522354;0
SAR;30;-0.7;-0.687669652;779;0.865555556;30;0.015534089;0
SAR;30;-0.7;-0.704747045;769;0.854444444;30;0.017028972;0
SAR;30;-0.7;-0.748100195;785;0.872222222;30;0.014818479;0
SAR;30;-0.7;-0.685799829;793;0.881111111;30;0.013682876;0
SAR;30;-0.7;-0.691706228;847;0.941111111;30;0.008289635;0
SAR;30;-0.7;-0.66981285;863;0.958888889;30;0.007114787;0
SAR;30;-0.7;-0.693177253;853;0.947777778;30;0.007830264;0
SAR;30;-0.7;-0.711224776;778;0.864444444;30;0.015719668;0
SAR;30;-0.7;-0.684733643;774;0.86;30;0.016241775;0
SAR;30;-0.7;-0.695455506;785;0.872222222;30;0.014728933;0
SAR;30;-0.7;-0.725127694;825;0.916666667;30;0.010219304;0
SAR;30;-0.7;-0.714368136;877;0.974444444;30;0.006212752;0
SAR;30;-0.7;-0.704364842;807;0.896666667;30;0.012059632;0
