VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;30;-0.5;-0.50028998;802;0.891111111;30;0.01236742;0
SAR;30;-0.5;-0.457629547;718;0.797777778;30;0.025549819;0
SAR;30;-0.5;-0.523515232;857;0.952222222;30;0.007514803;0
SAR;30;-0.5;-0.537662113;763;0.847777778;30;0.017554221;0
SAR;30;-0.5;-0.507020103;842;0.935555556;30;0.008620738;0
SAR;30;-0.5;-0.486261205;827;0.918888889;30;0.009867369;0
SAR;30;-0.5;-0.490248251;804;0.893333333;30;0.012135781;0
SAR;30;-0.5;-0.464365629;839;0.932222222;30;0.008841246;0
SAR;30;-0.5;-0.490969549;851;0.945555556;30;0.007935061;0
SAR;30;-0.5;-0.515775429;877;0.974444444;30;0.006241822;0
SAR;30;-0.5;-0.491546897;678;0.753333333;30;0.035989509;1
SAR;30;-0.5;-0.469687439;802;0.891111111;30;0.012327622;0
SAR;30;-0.5;-0.47406209;771;0.856666667;30;0.016216694;0
SAR;30;-0.5;-0.53926612;745;0.827777778;30;0.020546648;0
SAR;30;-0.5;-0.548955134;785;0.872222222;30;0.014473163;0
SAR;30;-0.5;-0.519965557;839;0.932222222;30;0.008865809;0
SAR;30;-0.5;-0.541737957;808;0.897777778;30;0.011767828;0
SAR;30;-0.5;-0.493085742;771;0.856666667;30;0.016260154;0
SAR;30;-0.5;-0.548547726;778;0.864444444;30;0.015401275;0
SAR;30;-0.5;-0.503653674;735;0.816666667;30;0.02227241;0
SAR;30;-0.5;-0.481198158;789;0.876666667;30;0.013852969;0
SAR;30;-0.5;-0.514534473;746;0.828888889;30;0.020289271;0
SAR;30;-0.5;-0.525425637;877;0.974444444;30;0.006240412;0
SAR;30;-0.5;-0.500929844;847;0.941111111;30;0.008233498;0
SAR;30;-0.5;-0.522877196;879;0.976666667;30;0.006125259;0
SAR;30;-0.5;-0.545652749;829;0.921111111;30;0.009728748;0
SAR;30;-0.5;-0.488126077;857;0.952222222;30;0.007510188;0
SAR;30;-0.5;-0.524546129;818;0.908888889;30;0.010734968;0
SAR;30;-0.5;-0.50404548;882;0.98;30;0.005959605;0
SAR;30;-0.5;-0.522358242;721;0.801111111;30;0.025194885;0
SAR;30;-0.5;-0.474512551;833;0.925555556;30;0.009339523;0
SAR;30;-0.5;-0.52553689;832;0.924444444;30;0.009453912;0
SAR;30;-0.5;-0.497321634;690;0.766666667;30;0.0325991;1
SAR;30;-0.5;-0.493238462;785;0.872222222;30;0.014373368;0
SAR;30;-0.5;-0.540864503;752;0.835555556;30;0.01933708;0
SAR;30;-0.5;-0.47847771;827;0.918888889;30;0.009862025;0
SAR;30;-0.5;-0.488076192;762;0.846666667;30;0.017580279;0
SAR;30;-0.5;-0.515904572;768;0.853333333;30;0.016747935;0
SAR;30;-0.5;-0.539986298;794;0.882222222;30;0.013341993;0
SAR;30;-0.5;-0.499123722;869;0.965555556;30;0.006724793;0
SAR;30;-0.5;-0.535397951;815;0.905555556;30;0.01104042;0
SAR;30;-0.5;-0.501816842;832;0.924444444;30;0.009440168;0
SAR;30;-0.5;-0.519619483;811;0.901111111;30;0.011430109;0
SAR;30;-0.5;-0.479067356;723;0.803333333;30;0.024580096;0
SAR;30;-0.5;-0.466289066;743;0.825555556;30;0.020659401;0
SAR;30;-0.5;-0.526210156;876;0.973333333;30;0.006298868;0
SAR;30;-0.5;-0.490403183;822;0.913333333;30;0.010325895;0
SAR;30;-0.5;-0.532376442;801;0.89;30;0.012520754;0
SAR;30;-0.5;-0.481941743;860;0.955555556;30;0.007305688;0
SAR;30;-0.5;-0.455311816;872;0.968888889;30;0.006544278;0
SAR;30;-0.5;-0.452017227;847;0.941111111;30;0.008219029;0
SAR;30;-0.5;-0.527544242;780;0.866666667;30;0.015089562;0
SAR;30;-0.5;-0.475700422;838;0.931111111;30;0.008926829;0
SAR;30;-0.5;-0.481247375;721;0.801111111;30;0.025012719;0
SAR;30;-0.5;-0.497881958;806;0.895555556;30;0.011929909;0
SAR;30;-0.5;-0.535822372;770;0.855555556;30;0.016501714;0
SAR;30;-0.5;-0.520569544;799;0.887777778;30;0.012731063;0
SAR;30;-0.5;-0.526154243;868;0.964444444;30;0.006786449;0
SAR;30;-0.5;-0.527656047;685;0.761111111;30;0.034185436;1
SAR;30;-0.5;-0.508448789;744;0.826666667;30;0.020623765;0
SAR;30;-0.5;-0.531918425;796;0.884444444;30;0.013093599;0
SAR;30;-0.5;-0.472675554;815;0.905555556;30;0.010980197;0
SAR;30;-0.5;-0.485714421;757;0.841111111;30;0.018356887;0
SAR;30;-0.5;-0.46535844;774;0.86;30;0.015776757;0
SAR;30;-0.5;-0.4886297;739;0.821111111;30;0.021463984;0
SAR;30;-0.5;-0.536189146;871;0.967777778;30;0.006598879;0
SAR;30;-0.5;-0.508498124;835;0.927777778;30;0.009189766;0
SAR;30;-0.5;-0.473348456;865;0.961111111;30;0.00697768;0
SAR;30;-0.5;-0.531405678;882;0.98;30;0.005954;0
SAR;30;-0.5;-0.507077012;889;0.987777778;30;0.005581712;0
SAR;30;-0.5;-0.508860778;874;0.971111111;30;0.006419458;0
SAR;30;-0.5;-0.459560049;761;0.845555556;30;0.01765828;0
SAR;30;-0.5;-0.491935058;840;0.933333333;30;0.008773249;0
SAR;30;-0.5;-0.498821443;729;0.81;30;0.023431373;0
SAR;30;-0.5;-0.498589552;744;0.826666667;30;0.020590839;0
SAR;30;-0.5;-0.50546808;813;0.903333333;30;0.011211738;0
SAR;30;-0.5;-0.466171347;865;0.961111111;30;0.006977597;0
SAR;30;-0.5;-0.536304989;757;0.841111111;30;0.018498053;0
SAR;30;-0.5;-0.504154066;772;0.857777778;30;0.016142788;0
SAR;30;-0.5;-0.54318989;760;0.844444444;30;0.018036837;0
SAR;30;-0.5;-0.546330059;807;0.896666667;30;0.011879706;0
SAR;30;-0.5;-0.51674029;727;0.807777778;30;0.023910234;0
SAR;30;-0.5;-0.482396282;848;0.942222222;30;0.008153335;0
SAR;30;-0.5;-0.497104201;786;0.873333333;30;0.014253608;0
SAR;30;-0.5;-0.549708396;872;0.968888889;30;0.006536418;0
SAR;30;-0.5;-0.462055381;757;0.841111111;30;0.018289975;0
SAR;30;-0.5;-0.516324712;794;0.882222222;30;0.013306134;0
SAR;30;-0.5;-0.545482694;746;0.828888889;30;0.020388837;0
SAR;30;-0.5;-0.486728752;824;0.915555556;30;0.010138527;0
SAR;30;-0.5;-0.515511592;800;0.888888889;30;0.012610837;0
SAR;30;-0.5;-0.518034245;809;0.898888889;30;0.011635941;0
SAR;30;-0.5;-0.486081433;792;0.88;30;0.01349749;0
SAR;30;-0.5;-0.45009774;810;0.9;30;0.011457843;0
SAR;30;-0.5;-0.536011352;843;0.936666667;30;0.00855294;0
SAR;30;-0.5;-0.483313097;874;0.971111111;30;0.006422239;0
SAR;30;-0.5;-0.454109436;777;0.863333333;30;0.015343571;0
SAR;30;-0.5;-0.496841876;867;0.963333333;30;0.006850317;0
SAR;30;-0.5;-0.472926675;833;0.925555556;30;0.009338633;0
SAR;30;-0.5;-0.544125545;841;0.934444444;30;0.008714801;0
SAR;30;-0.5;-0.461988518;788;0.875555556;30;0.013943089;0
SAR;30;-0.5;-0.462241767;800;0.888888889;30;0.012538647;0
SAR;30;-0.5;-0.543425591;835;0.927777778;30;0.009207873;0
SAR;30;-0.5;-0.531291213;765;0.85;30;0.017232843;0
SAR;30;-0.5;-0.489309125;841;0.934444444;30;0.008692686;0
SAR;30;-0.5;-0.471665404;855;0.95;30;0.007646487;0
SAR;30;-0.5;-0.505144105;733;0.814444444;30;0.022664678;0
SAR;30;-0.5;-0.534715855;879;0.976666667;30;0.006123245;0
SAR;30;-0.5;-0.495537666;790;0.877777778;30;0.013754523;0
SAR;30;-0.5;-0.489892364;714;0.793333333;30;0.026589309;1
SAR;30;-0.5;-0.515367012;780;0.866666667;30;0.015065794;0
SAR;30;-0.5;-0.52041438;877;0.974444444;30;0.006241144;0
SAR;30;-0.5;-0.457749615;830;0.922222222;30;0.009585634;0
SAR;30;-0.5;-0.527228556;818;0.908888889;30;0.010737344;0
SAR;30;-0.5;-0.502779981;860;0.955555556;30;0.007307449;0
SAR;30;-0.5;-0.523125511;725;0.805555556;30;0.024350327;0
SAR;30;-0.5;-0.465976703;813;0.903333333;30;0.011171778;0
SAR;30;-0.5;-0.503024316;725;0.805555556;30;0.024265805;0
SAR;30;-0.5;-0.45319036;675;0.75;30;0.036616379;1
SAR;30;-0.5;-0.527705175;839;0.932222222;30;0.008869222;0
SAR;30;-0.5;-0.502887168;889;0.987777778;30;0.005582887;0
SAR;30;-0.5;-0.490514217;885;0.983333333;30;0.005798379;0
SAR;30;-0.5;-0.524562373;864;0.96;30;0.007043325;0
SAR;30;-0.5;-0.451136863;719;0.798888889;30;0.025303388;0
SAR;30;-0.5;-0.467585365;840;0.933333333;30;0.008762946;0
