"","Var","N","RhoRef","RhoEst","k","Theta","Contador","SMAUP","Smaup_New","Rechazos"
"441","SAR0_0.9",30,0.9,0.905770754501,558,0.62,30,0.0779511624433,0.0408057970769531,0
"442","SAR1_0.9",30,0.9,0.89308725274,854,0.948888888889,30,0.154599470301,0.0074692790044044,0
"443","SAR0_0.9",30,0.9,0.911696958177,512,0.568888888889,30,0.0686913061932,0.0507183562796967,0
"444","SAR1_0.9",30,0.9,0.911132156165,196,0.217777777778,30,0.0384261120498,0.164336036339152,0
"445","SAR0_0.9",30,0.9,0.888640777042,590,0.655555555556,30,0.0859740830362,0.035213070048288,0
"446","SAR1_0.9",30,0.9,0.890201833547,206,0.228888888889,30,0.0409250729463,0.169261527839668,0
"447","SAR0_0.9",30,0.9,0.89216799435,692,0.768888888889,30,0.109712238926,0.0199761881537245,0
"448","SAR1_0.9",30,0.9,0.876490514202,428,0.475555555556,30,0.0590767983797,0.0786203576936705,0
"449","SAR0_0.9",30,0.9,0.900141465397,782,0.868888888889,30,0.133764943307,0.0116914968981288,0
"450","SAR1_0.9",30,0.9,0.899310208845,514,0.571111111111,30,0.0701868289173,0.0511056727535922,0
"451","SAR0_0.9",30,0.9,0.870573390853,292,0.324444444444,30,0.046321566681,0.134354401512285,0
"452","SAR1_0.9",30,0.9,0.900474880813,588,0.653333333333,30,0.0846149598759,0.0351752465924001,0
"453","SAR0_0.9",30,0.9,0.893104683209,814,0.904444444444,30,0.143027050123,0.00961116323218866,0
"454","SAR1_0.9",30,0.9,0.887551903934,612,0.68,30,0.0908429305182,0.0313297208928228,0
"455","SAR0_0.9",30,0.9,0.899047039073,880,0.977777777778,30,0.162232035001,0.00632161229003524,0
"456","SAR1_0.9",30,0.9,0.88302844265,594,0.66,30,0.0872650308921,0.0346574377617519,0
"457","SAR0_0.9",30,0.9,0.891592963869,140,0.155555555556,30,0.0429159909487,0.217902697633418,0
"458","SAR1_0.9",30,0.9,0.887291476627,758,0.842222222222,30,0.12743021311,0.0135644591582464,0
"459","SAR0_0.9",30,0.9,0.911572383764,136,0.151111111111,30,0.0406194156237,0.208252346404243,0
"460","SAR1_0.9",30,0.9,0.910389853957,556,0.617777777778,30,0.0771577159168,0.0409989598668339,0
"461","SAR0_0.9",30,0.9,0.893555918124,714,0.793333333333,30,0.115354794233,0.0175738667275747,0
"462","SAR1_0.9",30,0.9,0.863142625517,870,0.966666666667,30,0.159160322924,0.00674006972597691,0
"463","SAR0_0.9",30,0.9,0.865111889298,872,0.968888888889,30,0.159735706665,0.00665323203977808,0
"464","SAR1_0.9",30,0.9,0.884193845608,264,0.293333333333,30,0.0432153849489,0.142316588107352,0
"465","SAR0_0.9",30,0.9,0.890867954742,180,0.2,30,0.0410431943813,0.185210613139176,0
"466","SAR1_0.9",30,0.9,0.860769169928,606,0.673333333333,30,0.0915292733356,0.0331378570375639,0
"467","SAR0_0.9",30,0.9,0.914749704792,698,0.775555555556,30,0.110114350455,0.0190805855148153,0
"468","SAR1_0.9",30,0.9,0.90669050825,696,0.773333333333,30,0.10999728984,0.0193781360307251,0
"469","SAR0_0.9",30,0.9,0.880633189771,860,0.955555555556,30,0.156340350454,0.00718952752896717,0
"470","SAR1_0.9",30,0.9,0.87261429208,666,0.74,30,0.104355443429,0.0234484443080066,0
"471","SAR0_0.9",30,0.9,0.895479109934,408,0.453333333333,30,0.0545362298409,0.0825154264981449,0
"472","SAR1_0.9",30,0.9,0.909691792853,676,0.751111111111,30,0.104673269197,0.0216651089169253,0
"473","SAR0_0.9",30,0.9,0.90941399348,108,0.12,30,0.0442614296087,0.243734475661446,0
"474","SAR1_0.9",30,0.9,0.925138656762,354,0.393333333333,30,0.0454338250534,0.0950077576613449,0
"475","SAR0_0.9",30,0.9,0.880103047963,818,0.908888888889,30,0.144335699206,0.00938767604217145,0
"476","SAR1_0.9",30,0.9,0.893414444488,372,0.413333333333,30,0.0505987837648,0.0955090166022677,0
"477","SAR0_0.9",30,0.9,0.86551653844,440,0.488888888889,30,0.0618338486581,0.0760299623986383,0
"478","SAR1_0.9",30,0.9,0.904197121287,714,0.793333333333,30,0.114870609235,0.017492241782016,0
"479","SAR0_0.9",30,0.9,0.889638692809,802,0.891111111111,30,0.139656286913,0.0103597916362952,0
"480","SAR1_0.9",30,0.9,0.899981205312,700,0.777777777778,30,0.111379402124,0.0190025171131813,0
"481","SAR0_0.9",30,0.9,0.915395543147,166,0.184444444444,30,0.0384192267389,0.180823525359156,0
"482","SAR1_0.9",30,0.9,0.897137335051,128,0.142222222222,30,0.0433021337224,0.226934262297176,0
"483","SAR0_0.9",30,0.9,0.87783989661,504,0.56,30,0.0704496876376,0.0552626478072011,0
"484","SAR1_0.9",30,0.9,0.898740526381,248,0.275555555556,30,0.0408716700443,0.143924124034747,0
"485","SAR0_0.9",30,0.9,0.91456837712,624,0.693333333333,30,0.0916332926353,0.0287082544365149,0
"486","SAR1_0.9",30,0.9,0.873004659435,730,0.811111111111,30,0.120440614825,0.0161228414304111,0
"487","SAR0_0.9",30,0.9,0.905310355192,546,0.606666666667,30,0.0756158392326,0.0433573053354572,0
"488","SAR1_0.9",30,0.9,0.914749679491,874,0.971111111111,30,0.160541335742,0.00657259590602683,0
"489","SAR0_0.9",30,0.9,0.889609887713,408,0.453333333333,30,0.0551453554792,0.083466827169002,0
"490","SAR1_0.9",30,0.9,0.903712079454,96,0.106666666667,30,0.0473122839013,0.268160686882174,0
"491","SAR0_0.9",30,0.9,0.917978347275,764,0.848888888889,30,0.128166902512,0.0129754464681368,0
"492","SAR1_0.9",30,0.9,0.921800782591,844,0.937777777778,30,0.151570123458,0.00794892112499112,0
"493","SAR0_0.9",30,0.9,0.897389081936,198,0.22,30,0.0400489202605,0.170236858653883,0
"494","SAR1_0.9",30,0.9,0.924742958648,754,0.837777777778,30,0.125103400888,0.0137413971381234,0
"495","SAR0_0.9",30,0.9,0.893539324054,272,0.302222222222,30,0.0425536329441,0.135204142358266,0
"496","SAR1_0.9",30,0.9,0.900574242868,402,0.446666666667,30,0.0532703292815,0.08369188189908,0
"497","SAR0_0.9",30,0.9,0.877716891559,370,0.411111111111,30,0.0520707875401,0.0995474822694818,0
"498","SAR1_0.9",30,0.9,0.895452876105,196,0.217777777778,30,0.0402862849412,0.172434025247517,0
"499","SAR0_0.9",30,0.9,0.902341674368,54,0.06,30,0.0625165547545,0.388956966353431,1
"500","SAR1_0.9",30,0.9,0.886625126928,138,0.153333333333,30,0.0437534124411,0.223428598031178,0
"501","SAR0_0.9",30,0.9,0.880769027857,457,0.507777777778,30,0.0627032415819,0.0686193581187592,0
"502","SAR1_0.9",30,0.9,0.887171800628,605,0.672222222222,30,0.0893261017823,0.0325469237649232,0
"503","SAR2_0.9",30,0.9,0.894601861395,615,0.683333333333,30,0.0909979817162,0.0306394271916897,0
"504","SAR3_0.9",30,0.9,0.918262872396,565,0.627777777778,30,0.0783294327042,0.0388405618466575,0
"505","SAR4_0.9",30,0.9,0.88892249229,883,0.981111111111,30,0.163040724968,0.00619814476155719,0
"506","SAR0_0.9",30,0.9,0.91363927793,729,0.81,30,0.118520603412,0.0159698363273034,0
"507","SAR1_0.9",30,0.9,0.870220338658,89,0.0988888888889,30,0.0540486437815,0.312020623445828,0
"508","SAR2_0.9",30,0.9,0.910439119696,415,0.461111111111,30,0.0538906632572,0.0778952110170582,0
"509","SAR3_0.9",30,0.9,0.900996917428,627,0.696666666667,30,0.0932863378316,0.0285621188790786,0
"510","SAR4_0.9",30,0.9,0.875694758122,465,0.516666666667,30,0.0644035806642,0.0667060111212553,0
"511","SAR0_0.9",30,0.9,0.889545445217,625,0.694444444444,30,0.0936295265103,0.0291421869109444,0
"512","SAR1_0.9",30,0.9,0.896236942135,723,0.803333333333,30,0.117623861252,0.0166537391631789,0
"513","SAR2_0.9",30,0.9,0.885163255095,643,0.714444444444,30,0.0980992762202,0.026475750425908,0
"514","SAR3_0.9",30,0.9,0.910944254082,215,0.238888888889,30,0.0385870995466,0.154351798277196,0
"515","SAR4_0.9",30,0.9,0.892531216211,261,0.29,30,0.0421237246246,0.140471333751277,0
"516","SAR0_0.9",30,0.9,0.876862042733,781,0.867777777778,30,0.134044137434,0.0118208566470446,0
"517","SAR1_0.9",30,0.9,0.890713422073,587,0.652222222222,30,0.0851737933837,0.0357034376673872,0
"518","SAR2_0.9",30,0.9,0.914302301537,185,0.205555555556,30,0.0381240204182,0.169081316579054,0
"519","SAR3_0.9",30,0.9,0.873769036543,205,0.227777777778,30,0.0429246718803,0.178320223981645,0
"520","SAR4_0.9",30,0.9,0.91394614495,727,0.807777777778,30,0.117959769719,0.0161549140885107,0
"521","SAR0_0.9",30,0.9,0.899714606363,879,0.976666666667,30,0.161941832058,0.00636266412847423,0
"522","SAR1_0.9",30,0.9,0.918059420667,543,0.603333333333,30,0.073922625307,0.043323554523738,0
"523","SAR2_0.9",30,0.9,0.904641038048,875,0.972222222222,30,0.160788901007,0.00652942186756115,0
"524","SAR3_0.9",30,0.9,0.884217296299,109,0.121111111111,30,0.0476988006207,0.262427316935996,0
"525","SAR4_0.9",30,0.9,0.889684278543,449,0.498888888889,30,0.0606407161364,0.0700576465150394,0
"526","SAR0_0.9",30,0.9,0.881759134219,213,0.236666666667,30,0.0419945441841,0.169472935891457,0
"527","SAR1_0.9",30,0.9,0.899102033134,193,0.214444444444,30,0.0398619206861,0.172318859696022,0
"528","SAR2_0.9",30,0.9,0.890171527077,671,0.745555555556,30,0.104540975365,0.0225464399438948,0
"529","SAR3_0.9",30,0.9,0.90007417145,367,0.407777777778,30,0.0493673951126,0.0959264040237459,0
"530","SAR4_0.9",30,0.9,0.911286670358,575,0.638888888889,30,0.0809880932552,0.0372054476579211,0
"531","SAR0_0.9",30,0.9,0.895133120381,725,0.805555555556,30,0.118205058826,0.0164666411510397,0
"532","SAR1_0.9",30,0.9,0.864235791362,557,0.618888888889,30,0.0812969335481,0.0429883577959128,0
"533","SAR2_0.9",30,0.9,0.901685420847,669,0.743333333333,30,0.10337021963,0.0226422871945054,0
"534","SAR3_0.9",30,0.9,0.882251477028,859,0.954444444444,30,0.156052973866,0.00723568276699569,0
"535","SAR4_0.9",30,0.9,0.900975179905,133,0.147777777778,30,0.0422822205609,0.218647883134095,0
"536","SAR0_0.9",30,0.9,0.850978926197,549,0.61,30,0.0809314283656,0.0455117381291896,0
"537","SAR1_0.9",30,0.9,0.876730804304,797,0.885555555556,30,0.138484527725,0.0107079221399145,0
"538","SAR2_0.9",30,0.9,0.891658907821,491,0.545555555556,30,0.0669549887112,0.0576475165433309,0
"539","SAR3_0.9",30,0.9,0.900164410578,777,0.863333333333,30,0.132349484577,0.0120521519598565,0
"540","SAR4_0.9",30,0.9,0.864309469345,835,0.927777777778,30,0.149281374327,0.00844210876668198,0
"541","SAR0_0.9",30,0.9,0.898992881751,319,0.354444444444,30,0.0450726511974,0.114122492168595,0
"542","SAR1_0.9",30,0.9,0.90749423341,877,0.974444444444,30,0.161396714566,0.00644636190627951,0
"543","SAR2_0.9",30,0.9,0.904095126096,521,0.578888888889,30,0.0710098887622,0.049089363426738,0
"544","SAR3_0.9",30,0.9,0.91872759075,35,0.0388888888889,30,0.0738764283318,0.478402819700112,1
"545","SAR4_0.9",30,0.9,0.879333003058,317,0.352222222222,30,0.0470797177031,0.120576532119774,0
"546","SAR0_0.9",30,0.9,0.912229373089,159,0.176666666667,30,0.0390802161027,0.187834683869978,0
"547","SAR1_0.9",30,0.9,0.910392795859,123,0.136666666667,30,0.0420673583442,0.223156409772049,0
"548","SAR2_0.9",30,0.9,0.85718425732,337,0.374444444444,30,0.0512040328066,0.11813904718124,0
"549","SAR3_0.9",30,0.9,0.922144880561,543,0.603333333333,30,0.0735678215437,0.043105042896629,0
"550","SAR4_0.9",30,0.9,0.888967045634,291,0.323333333333,30,0.0441727833858,0.128597777797197,0
"551","SAR0_0.9",30,0.9,0.891133322672,783,0.87,30,0.134260604994,0.0116420869549733,0
"552","SAR1_0.9",30,0.9,0.911407999669,561,0.623333333333,30,0.0780820948946,0.0399363559423037,0
"553","SAR2_0.9",30,0.9,0.87760652612,629,0.698888888889,30,0.0953763474483,0.0287793750328842,0
"554","SAR3_0.9",30,0.9,0.905797272451,529,0.587777777778,30,0.0723310726905,0.0471144085558941,0
"555","SAR4_0.9",30,0.9,0.913803096823,819,0.91,30,0.144214498701,0.00929538481271229,0
"556","SAR0_0.9",30,0.9,0.896728887445,523,0.581111111111,30,0.072043404304,0.0490936860038983,0
"557","SAR1_0.9",30,0.9,0.906145717431,843,0.936666666667,30,0.151341459764,0.0080050907361974,0
"558","SAR2_0.9",30,0.9,0.877313524873,853,0.947777777778,30,0.154331142699,0.00752022341398421,0
"559","SAR3_0.9",30,0.9,0.867940981827,247,0.274444444444,30,0.0444235473113,0.157346251678606,0
"560","SAR4_0.9",30,0.9,0.910450177688,201,0.223333333333,30,0.0385111113904,0.161908712119118,0
"561","SAR0_0.9",30,0.9,0.900628434386,231,0.256666666667,30,0.0401051495678,0.151137447710849,0
"562","SAR1_0.9",30,0.9,0.857525172313,295,0.327777777778,30,0.0480219162831,0.13740328354278,0
"563","SAR2_0.9",30,0.9,0.909592161353,193,0.214444444444,30,0.038614952497,0.166836160595879,0
"564","SAR3_0.9",30,0.9,0.915001203433,695,0.772222222222,30,0.109309735295,0.0194060161235096,0
"565","SAR4_0.9",30,0.9,0.903233744407,587,0.652222222222,30,0.0841826949935,0.035262640013418,0
"566","SAR0_0.9",30,0.9,0.913173153189,273,0.303333333333,30,0.040436094641,0.127765147702987,0
"567","SAR1_0.9",30,0.9,0.890477418654,207,0.23,30,0.0408974716243,0.168548392109367,0
"568","SAR2_0.9",30,0.9,0.919116529452,359,0.398888888889,30,0.0465548324011,0.094646849232022,0
"569","SAR3_0.9",30,0.9,0.900904117047,621,0.69,30,0.0919078535947,0.0295063721842617,0
"570","SAR4_0.9",30,0.9,0.919570532648,71,0.0788888888889,30,0.0519344265809,0.311078543124167,0
"571","SAR0_0.9",30,0.9,0.895359854331,695,0.772222222222,30,0.110317044311,0.0196022629237546,0
"572","SAR1_0.9",30,0.9,0.910561468711,785,0.872222222222,30,0.134377495462,0.0114557703767526,0
"573","SAR2_0.9",30,0.9,0.898271636367,543,0.603333333333,30,0.0756488947062,0.0443879716333186,0
"574","SAR3_0.9",30,0.9,0.895154126883,569,0.632222222222,30,0.081069344488,0.0390383129816556,0
"575","SAR4_0.9",30,0.9,0.904582988497,729,0.81,30,0.118890873935,0.0160255285922816,0
"576","SAR0_0.9",30,0.9,0.8854276317,275,0.305555555556,30,0.0436310407655,0.136831978227731,0
"577","SAR1_0.9",30,0.9,0.86371894584,357,0.396666666667,30,0.0522982178217,0.107900088051289,0
"578","SAR2_0.9",30,0.9,0.871138543057,241,0.267777777778,30,0.0438464406076,0.159103349647809,0
"579","SAR3_0.9",30,0.9,0.89854899127,211,0.234444444444,30,0.0399723331735,0.162331608763345,0
"580","SAR4_0.9",30,0.9,0.907787777551,495,0.55,30,0.0660946756654,0.0552378181738719,0
"581","SAR0_0.9",30,0.9,0.90630754922,759,0.843333333333,30,0.127109393596,0.0134111934410011,0
"582","SAR1_0.9",30,0.9,0.919327072719,279,0.31,30,0.0401121341736,0.123299318270193,0
"583","SAR2_0.9",30,0.9,0.8971119768,521,0.578888888889,30,0.071645292038,0.0495496693123484,0
"584","SAR3_0.9",30,0.9,0.892697269265,565,0.627777777778,30,0.0804618281336,0.0399580966653297,0
"585","SAR4_0.9",30,0.9,0.871366005855,671,0.745555555556,30,0.105635029069,0.0228030430668341,0
"586","SAR0_0.9",30,0.9,0.886256689379,573,0.636666666667,30,0.0826210231694,0.0386009838319698,0
"587","SAR1_0.9",30,0.9,0.881214924942,349,0.387777777778,30,0.0496099291399,0.106977089433672,0
"588","SAR2_0.9",30,0.9,0.880590670143,821,0.912222222222,30,0.145180726357,0.00921193690327713,0
"589","SAR3_0.9",30,0.9,0.9023525476,765,0.85,30,0.128911689577,0.0129512911653164,0
"590","SAR4_0.9",30,0.9,0.888262265678,147,0.163333333333,30,0.0428262702763,0.213322482338569,0
"591","SAR0_0.9",30,0.9,0.917972746828,181,0.201111111111,30,0.0377458057066,0.169544812125892,0
"592","SAR1_0.9",30,0.9,0.876212478083,445,0.494444444444,30,0.06143303484,0.0729860098025769,0
"593","SAR2_0.9",30,0.9,0.902021051279,735,0.816666666667,30,0.120625086975,0.0154852094823699,0
"594","SAR3_0.9",30,0.9,0.91309896426,715,0.794444444444,30,0.114734747365,0.017323752799148,0
"595","SAR4_0.9",30,0.9,0.876113576661,739,0.821111111111,30,0.12269229384,0.0152601601910849,0
"596","SAR0_0.9",30,0.9,0.880044925042,123,0.136666666667,30,0.046253623114,0.245800774670369,0
"597","SAR1_0.9",30,0.9,0.90145239811,99,0.11,30,0.0470235810578,0.264695492519789,0
"598","SAR2_0.9",30,0.9,0.904812588055,863,0.958888888889,30,0.157241991325,0.00705121342501823,0
"599","SAR3_0.9",30,0.9,0.910723141123,579,0.643333333333,30,0.0818785268858,0.0364728570331473,0
"600","SAR4_0.9",30,0.9,0.87820205024,795,0.883333333333,30,0.137898323794,0.0108389669236984,0
"601","SAR0_0.9",30,0.9,0.881443696321,801,0.89,30,0.139517805761,0.0104373074050279,0
"602","SAR1_0.9",30,0.9,0.896576255083,181,0.201111111111,30,0.040318150046,0.181302500630947,0
"603","SAR2_0.9",30,0.9,0.900117769546,651,0.723333333333,30,0.0990382713997,0.0250582660899871,0
"604","SAR3_0.9",30,0.9,0.888431113796,781,0.867777777778,30,0.133764744438,0.0117920502358765,0
"605","SAR4_0.9",30,0.9,0.917914424719,685,0.761111111111,30,0.106535593918,0.0205009007579773,0
"606","SAR0_0.9",30,0.9,0.895988543655,691,0.767777777778,30,0.109256532027,0.0200510918265598,0
"607","SAR1_0.9",30,0.9,0.884687960856,401,0.445555555556,30,0.0548055403685,0.0867299700347128,0
"608","SAR2_0.9",30,0.9,0.883460565732,291,0.323333333333,30,0.0447913867176,0.130439497487365,0
"609","SAR3_0.9",30,0.9,0.892199875982,539,0.598888888889,30,0.0754202825358,0.0456226780577279,0
"610","SAR4_0.9",30,0.9,0.904972369025,555,0.616666666667,30,0.0774187330861,0.0414650927141117,0
"611","SAR0_0.9",30,0.9,0.853867983797,157,0.174444444444,30,0.0468063393053,0.22704273548053,0
"612","SAR1_0.9",30,0.9,0.909010694145,613,0.681111111111,30,0.0894921283443,0.030585909574068,0
"613","SAR2_0.9",30,0.9,0.895586240582,497,0.552222222222,30,0.0675850415993,0.0557155741230233,0
"614","SAR3_0.9",30,0.9,0.88765471696,661,0.734444444444,30,0.102240543068,0.023895294809095,0
"615","SAR4_0.9",30,0.9,0.888702984493,763,0.847777777778,30,0.128760606934,0.0131557732249734,0
"616","SAR0_0.9",30,0.9,0.909044426068,163,0.181111111111,30,0.0393060796834,0.186730627065002,0
"617","SAR1_0.9",30,0.9,0.883287029252,841,0.934444444444,30,0.150869956518,0.00811657331734537,0
"618","SAR2_0.9",30,0.9,0.91594851742,557,0.618888888889,30,0.0768879749135,0.0405324657923516,0
"619","SAR3_0.9",30,0.9,0.89664788478,579,0.643333333333,30,0.0830145521566,0.0370091184359435,0
"620","SAR4_0.9",30,0.9,0.896178425253,833,0.925555555556,30,0.148478337033,0.00853073350942246,0
"621","SAR0_0.9",30,0.9,0.886368201809,619,0.687777777778,30,0.0924950981149,0.0301909820687661,0
"622","SAR1_0.9",30,0.9,0.895054150163,129,0.143333333333,30,0.0434789473737,0.227294466185577,0
"623","SAR2_0.9",30,0.9,0.886511605456,873,0.97,30,0.160115991143,0.00661216231032037,0
"624","SAR3_0.9",30,0.9,0.890414522779,747,0.83,30,0.124322698427,0.014477462456221,0
"625","SAR4_0.9",30,0.9,0.891892010479,173,0.192222222222,30,0.0410944007284,0.18955651843985,0
"626","SAR0_0.9",30,0.9,0.897197641481,847,0.941111111111,30,0.152548952471,0.00780823523200262,0
"627","SAR1_0.9",30,0.9,0.906801619122,449,0.498888888889,30,0.0589322617924,0.0680123712821892,0
"628","SAR2_0.9",30,0.9,0.914218642387,783,0.87,30,0.133716700995,0.0115867860303311,0
"629","SAR3_0.9",30,0.9,0.899425654074,661,0.734444444444,30,0.101522352896,0.0237135557836662,0
"630","SAR4_0.9",30,0.9,0.915288280345,217,0.241111111111,30,0.0381259039598,0.151359935364297,0
"631","SAR0_0.9",30,0.9,0.903342996432,637,0.707777777778,30,0.0954716572283,0.027000150601299,0
"632","SAR1_0.9",30,0.9,0.883470658184,417,0.463333333333,30,0.0569180965993,0.0813494536385103,0
"633","SAR2_0.9",30,0.9,0.905480946295,799,0.887777777778,30,0.138514146001,0.0105271814686328,0
"634","SAR3_0.9",30,0.9,0.908223269124,147,0.163333333333,30,0.0402330125112,0.200183051966173,0
"635","SAR4_0.9",30,0.9,0.900518220538,673,0.747777777778,30,0.104439825355,0.022154391372928,0
"636","SAR0_0.9",30,0.9,0.886367647214,469,0.521111111111,30,0.0639548312248,0.0643762939198789,0
"637","SAR1_0.9",30,0.9,0.89906989668,123,0.136666666667,30,0.0436043385544,0.231459472506429,0
"638","SAR2_0.9",30,0.9,0.89666114958,507,0.563333333333,30,0.0691997666571,0.0530466890501076,0
"639","SAR3_0.9",30,0.9,0.90170698097,595,0.661111111111,30,0.0860312284661,0.0338663246124988,0
"640","SAR4_0.9",30,0.9,0.88495848379,203,0.225555555556,30,0.0415489521066,0.173708446271814,0
"641","SAR0_0.9",30,0.9,0.867045121251,705,0.783333333333,30,0.11427398492,0.0187493584523461,0
"642","SAR1_0.9",30,0.9,0.886920138147,383,0.425555555556,30,0.0524856670231,0.0927965624482665,0
"643","SAR2_0.9",30,0.9,0.899011422226,687,0.763333333333,30,0.108071854045,0.0204817875952328,0
"644","SAR3_0.9",30,0.9,0.877705602633,487,0.541111111111,30,0.0676431134999,0.0599842805877668,0
"645","SAR4_0.9",30,0.9,0.870703157783,641,0.712222222222,30,0.0985903425724,0.0270555299671938,0
"646","SAR0_0.9",30,0.9,0.888931818867,739,0.821111111111,30,0.122210267715,0.0151928327409614,0
"647","SAR1_0.9",30,0.9,0.913214598092,605,0.672222222222,30,0.0873687919738,0.0317874139605249,0
"648","SAR2_0.9",30,0.9,0.91207862854,181,0.201111111111,30,0.0384437179542,0.172731917174384,0
"649","SAR3_0.9",30,0.9,0.916291256652,103,0.114444444444,30,0.0441411152529,0.245908733404384,0
"650","SAR4_0.9",30,0.9,0.898937781303,725,0.805555555556,30,0.118044956473,0.0164418091121828,0
"651","SAR0_0.9",30,0.9,0.897637765094,617,0.685555555556,30,0.0912297694044,0.030232477708386,0
"652","SAR1_0.9",30,0.9,0.892244320544,771,0.856666666667,30,0.1308758047,0.0125220931394534,0
"653","SAR2_0.9",30,0.9,0.872718372965,845,0.938888888889,30,0.152060392255,0.00791645175034057,0
"654","SAR3_0.9",30,0.9,0.908093580362,651,0.723333333333,30,0.0985298944058,0.0249194648413425,0
"655","SAR4_0.9",30,0.9,0.910663317337,751,0.834444444444,30,0.12472753925,0.0140472446303467,0
"656","SAR0_0.9",30,0.9,0.896773257342,435,0.483333333333,30,0.057948093545,0.0735324404739829,0
"657","SAR1_0.9",30,0.9,0.911821485938,707,0.785555555556,30,0.112648259356,0.018150138268242,0
"658","SAR2_0.9",30,0.9,0.896883806566,147,0.163333333333,30,0.0416946092174,0.207584531950568,0
"659","SAR3_0.9",30,0.9,0.87918568249,771,0.856666666667,30,0.131233355218,0.0125616118930766,0
"660","SAR4_0.9",30,0.9,0.9007681727,157,0.174444444444,30,0.0406093028426,0.196448521252354,0
"661","SAR0_0.9",30,0.9,0.876450247313,257,0.285555555556,30,0.0438003097704,0.148718745371182,0
"662","SAR1_0.9",30,0.9,0.881191508129,821,0.912222222222,30,0.145173901359,0.0092113751797406,0
"663","SAR2_0.9",30,0.9,0.889414920989,863,0.958888888889,30,0.157218193003,0.00705183795674521,0
"664","SAR3_0.9",30,0.9,0.908428363244,667,0.741111111111,30,0.102471080209,0.0228009961512718,0
"665","SAR4_0.9",30,0.9,0.884611573849,451,0.501111111111,30,0.0614401750329,0.0700424878076341,0
"666","SAR0_0.9",30,0.9,0.910783131772,679,0.754444444444,30,0.105378244404,0.0212896644871462,0
"667","SAR1_0.9",30,0.9,0.880484394525,537,0.596666666667,30,0.0760848652789,0.0467539144157417,0
"668","SAR2_0.9",30,0.9,0.850639335061,881,0.978888888889,30,0.162197287882,0.00627195055237312,0
"669","SAR3_0.9",30,0.9,0.893774659738,785,0.872222222222,30,0.134762136528,0.0114943562923506,0
"670","SAR4_0.9",30,0.9,0.923612361198,819,0.91,30,0.144096541122,0.00928560958186975,0
"671","SAR0_0.9",30,0.9,0.895107949562,151,0.167777777778,30,0.0416679969011,0.205143933291675,0
"672","SAR1_0.9",30,0.9,0.908437708454,845,0.938888888889,30,0.151921447656,0.00790388779334728,0
"673","SAR2_0.9",30,0.9,0.893228929124,369,0.41,30,0.0503019007918,0.0966428128739582,0
"674","SAR3_0.9",30,0.9,0.880226198148,463,0.514444444444,30,0.0636507356655,0.0668297995798411,0
"675","SAR4_0.9",30,0.9,0.894606463488,685,0.761111111111,30,0.107799704386,0.0207667643120778,0
"676","SAR0_0.9",30,0.9,0.896176389628,705,0.783333333333,30,0.112870822723,0.0184957927641502,0
"677","SAR1_0.9",30,0.9,0.912229737618,867,0.963333333333,30,0.158444126851,0.00687333969675153,0
"678","SAR2_0.9",30,0.9,0.915434789643,851,0.945555555556,30,0.153679934973,0.00760810220022597,0
"679","SAR3_0.9",30,0.9,0.884874011596,143,0.158888888889,30,0.0435739165812,0.219515762155768,0
"680","SAR4_0.9",30,0.9,0.865082255697,661,0.734444444444,30,0.103616908439,0.0242439921500007,0
"681","SAR0_0.9",30,0.9,0.888178029258,471,0.523333333333,30,0.0640858206412,0.0636040755643612,0
"682","SAR1_0.9",30,0.9,0.865236195271,481,0.534444444444,30,0.0679033918224,0.062892409250643,0
"683","SAR2_0.9",30,0.9,0.894928011139,765,0.85,30,0.129129663834,0.0129764277175248,0
"684","SAR3_0.9",30,0.9,0.907546368149,605,0.672222222222,30,0.0877942462028,0.0319523617894822,0
"685","SAR4_0.9",30,0.9,0.908308266683,243,0.27,30,0.0396086502298,0.142280771663206,0
"686","SAR0_0.9",30,0.9,0.901607975223,673,0.747777777778,30,0.104376977442,0.0221398943448991,0
"687","SAR1_0.9",30,0.9,0.897681945851,885,0.983333333333,30,0.163693351984,0.00612018242228118,0
"688","SAR2_0.9",30,0.9,0.916101306012,675,0.75,30,0.104052476872,0.0217038172570788,0
"689","SAR3_0.9",30,0.9,0.875956267321,559,0.621111111111,30,0.0806828383065,0.0419891329308355,0
"690","SAR4_0.9",30,0.9,0.896416917797,419,0.465555555556,30,0.0558394096452,0.0787185044378437,0
"691","SAR0_0.9",30,0.9,0.893341193029,643,0.714444444444,30,0.0975606498737,0.0263192189730982,0
"692","SAR1_0.9",30,0.9,0.905960983987,587,0.652222222222,30,0.0839671135357,0.0351668247644668,0
"693","SAR2_0.9",30,0.9,0.916510293973,873,0.97,30,0.16025051317,0.00661498618842671,0
"694","SAR3_0.9",30,0.9,0.903381700891,615,0.683333333333,30,0.0903584336203,0.0304094005785036,0
"695","SAR4_0.9",30,0.9,0.893303803754,629,0.698888888889,30,0.0942857674931,0.0284264807025756,0
"696","SAR0_0.9",30,0.9,0.897006626381,803,0.892222222222,30,0.139814222319,0.0102845159806935,0
"697","SAR1_0.9",30,0.9,0.924240161538,407,0.452222222222,30,0.0514771966308,0.0782485794604114,0
"698","SAR2_0.9",30,0.9,0.873386753913,187,0.207777777778,30,0.0431033871201,0.190343581322697,0
