"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR0_0.3";25;0.3;0.278756031229;453;0.7248;30;0.0351708223306758
"2";"SAR1_0.3";25;0.3;0.273938943014;372;0.5952;30;0.0828914229609495
"3";"SAR0_0.3";25;0.3;0.315287057678;525;0.84;30;0.0159099404508183
"4";"SAR1_0.3";25;0.3;0.264919800456;554;0.8864;30;0.0116832394548043
"5";"SAR0_0.3";25;0.3;0.327111115146;612;0.9792;30;0.0061610474187457
"6";"SAR1_0.3";25;0.3;0.311674133767;403;0.6448;30;0.0588036362700432
"7";"SAR0_0.3";25;0.3;0.331582999836;492;0.7872;30;0.0226336651859753
"8";"SAR1_0.3";25;0.3;0.306636751001;444;0.7104;30;0.0382551715688695
"9";"SAR0_0.3";25;0.3;0.263682660646;570;0.912;30;0.00978977837898433
"10";"SAR1_0.3";25;0.3;0.279407359031;548;0.8768;30;0.0124559443915901
"11";"SAR0_0.3";25;0.3;0.347055784972;410;0.656;30;0.053551700452581
"12";"SAR1_0.3";25;0.3;0.347222601544;400;0.64;30;0.0593683688279485
"13";"SAR0_0.3";25;0.3;0.331007514667;582;0.9312;30;0.00853957876752069
"14";"SAR1_0.3";25;0.3;0.326431766549;506;0.8096;30;0.0194928411747153
"15";"SAR0_0.3";25;0.3;0.250918767337;595;0.952;30;0.0074245448753488
"16";"SAR1_0.3";25;0.3;0.336139692285;511;0.8176;30;0.0184183165641138
"17";"SAR0_0.3";25;0.3;0.312033659053;486;0.7776;30;0.0243066717871033
"18";"SAR1_0.3";25;0.3;0.296549626928;421;0.6736;30;0.0490936461740955
"19";"SAR0_0.3";25;0.3;0.30827657429;597;0.9552;30;0.0072561841599491
"20";"SAR1_0.3";25;0.3;0.340210444578;496;0.7936;30;0.0216199999105085
"21";"SAR0_0.3";25;0.3;0.274078798856;498;0.7968;30;0.0215957023549511
"22";"SAR1_0.3";25;0.3;0.333382846845;424;0.6784;30;0.0466394531079752
"23";"SAR0_0.3";25;0.3;0.310600241602;403;0.6448;30;0.0588407395050633
"24";"SAR1_0.3";25;0.3;0.282538569533;430;0.688;30;0.044938927337261
"25";"SAR0_0.3";25;0.3;0.265802807678;554;0.8864;30;0.0116818152206677
"26";"SAR1_0.3";25;0.3;0.26911504514;538;0.8608;30;0.0139309203791618
"27";"SAR0_0.3";25;0.3;0.299279134578;596;0.9536;30;0.00733705192952885
"28";"SAR1_0.3";25;0.3;0.343233509618;598;0.9568;30;0.00717480867640029
"29";"SAR0_0.3";25;0.3;0.281638549896;453;0.7248;30;0.0351270914962107
"30";"SAR1_0.3";25;0.3;0.326718783396;461;0.7376;30;0.0316191174659022
"31";"SAR0_0.3";25;0.3;0.288056698591;496;0.7936;30;0.0219784974533419
"32";"SAR1_0.3";25;0.3;0.281344364176;460;0.736;30;0.032573884146371
"33";"SAR0_0.3";25;0.3;0.337045393881;484;0.7744;30;0.0246185268508741
"34";"SAR1_0.3";25;0.3;0.256383293558;404;0.6464;30;0.0600456985340262
"35";"SAR0_0.3";25;0.3;0.338615116194;481;0.7696;30;0.0254084721193736
"36";"SAR1_0.3";25;0.3;0.301496284907;536;0.8576;30;0.0141532132626368
"37";"SAR0_0.3";25;0.3;0.332691330904;489;0.7824;30;0.0233671924198399
"38";"SAR1_0.3";25;0.3;0.260500238122;530;0.848;30;0.015242234388012
"39";"SAR0_0.3";25;0.3;0.297694797978;565;0.904;30;0.010309336778505
