"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR0_0";25;0;-0.0177645595281;507;0.8112;30;0.0210733704313389
"2";"SAR1_0";25;0;0.00780835423023;522;0.8352;30;0.0175885727609417
"3";"SAR0_0";25;0;0.0197779909634;520;0.832;30;0.0179589230399628
"4";"SAR1_0";25;0;0.0181310077262;589;0.9424;30;0.00800211977860752
"5";"SAR0_0";25;0;-0.0330687153397;615;0.984;30;0.00587702289431515
"6";"SAR1_0";25;0;-0.00250551758925;446;0.7136;30;0.0423808856377016
"7";"SAR0_0";25;0;-0.0173188867168;613;0.9808;30;0.00602256053730309
"8";"SAR1_0";25;0;0.0240118546385;454;0.7264;30;0.038354149691307
"9";"SAR0_0";25;0;-0.0108447705657;614;0.9824;30;0.0059527218808489
"10";"SAR1_0";25;0;0.0344261685884;554;0.8864;30;0.0120487187569004
"11";"SAR0_0";25;0;0.0122879043811;544;0.8704;30;0.0135868537289172
"12";"SAR1_0";25;0;0.0404292445004;448;0.7168;30;0.0408175386959709
"13";"SAR0_0";25;0;0.0347366142916;403;0.6448;30;0.0675068552929449
"14";"SAR1_0";25;0;-0.0342154567898;605;0.968;30;0.00662304598525285
"15";"SAR0_0";25;0;0.00289131290737;515;0.824;30;0.0191053762782174
"16";"SAR1_0";25;0;0.0373130082903;562;0.8992;30;0.0109695808858407
"17";"SAR0_0";25;0;0.00902189756539;503;0.8048;30;0.0219373534916576
"18";"SAR1_0";25;0;-0.0392490551632;567;0.9072;30;0.0104219691767212
"19";"SAR0_0";25;0;0.046293793996;496;0.7936;30;0.0235610546309597
"20";"SAR1_0";25;0;-0.0128847292646;608;0.9728;30;0.00639250741150111
"21";"SAR0_0";25;0;0.0310311681114;471;0.7536;30;0.0315273226854076
"22";"SAR1_0";25;0;-0.0189756485197;582;0.9312;30;0.00870712115089117
"23";"SAR0_0";25;0;-0.0218108539223;488;0.7808;30;0.0263188989695536
"24";"SAR1_0";25;0;0.00744727362001;515;0.824;30;0.0190863113709791
"25";"SAR0_0";25;0;0.00722386381221;589;0.9424;30;0.00800518505767054
"26";"SAR1_0";25;0;0.0333216556314;426;0.6816;30;0.0523863894855717
"27";"SAR0_0";25;0;-0.0191297540213;562;0.8992;30;0.0110366233079167
"28";"SAR1_0";25;0;0.00608959508855;476;0.7616;30;0.0299966983058309
"29";"SAR0_0";25;0;0.0256199030837;460;0.736;30;0.035805580158299
"30";"SAR1_0";25;0;0.0299921756398;495;0.792;30;0.0239373619482636
"31";"SAR0_0";25;0;-0.0362464283843;389;0.6224;30;0.0809194778425574
"32";"SAR1_0";25;0;0.000489609335335;569;0.9104;30;0.0101408910105337
"33";"SAR0_0";25;0;-0.0041243145049;583;0.9328;30;0.00859776169012962
"34";"SAR1_0";25;0;-0.0370310262021;612;0.9792;30;0.00609088415085695
"35";"SAR0_0";25;0;-0.00533596102863;585;0.936;30;0.00839714846038701
"36";"SAR1_0";25;0;0.00489967898388;446;0.7136;30;0.0422732516950563
"37";"SAR0_0";25;0;-0.0282468178879;563;0.9008;30;0.010917170467145
"38";"SAR1_0";25;0;-0.0220355575331;595;0.952;30;0.00746143452459637
"39";"SAR0_0";25;0;-0.0493845945661;573;0.9168;30;0.00971133401906152
"40";"SAR1_0";25;0;0.0227533465829;590;0.944;30;0.00790724282044017
"41";"SAR0_0";25;0;-0.00099748125823;481;0.7696;30;0.0283759691850928
"42";"SAR1_0";25;0;0.0244098153693;403;0.6448;30;0.0677948414085876
"43";"SAR0_0";25;0;0.0401189881605;557;0.8912;30;0.0116255889573139
"44";"SAR1_0";25;0;-0.0477680158911;466;0.7456;30;0.0342042119042998
"45";"SAR0_0";25;0;0.0159132646021;492;0.7872;30;0.0248742134383744
"46";"SAR1_0";25;0;-0.0258384218998;558;0.8928;30;0.0115805549157996
"47";"SAR0_0";25;0;0.0354717142179;453;0.7248;30;0.0386401314463585
"48";"SAR1_0";25;0;-0.0343866862383;415;0.664;30;0.0607472467339906
"49";"SAR0_0";25;0;-0.0119472214479;548;0.8768;30;0.0130094074475679
"50";"SAR1_0";25;0;-0.0410790373289;569;0.9104;30;0.0101785385247658
"51";"SAR0_0";25;0;0.041291899649;445;0.712;30;0.0422095746246933
"52";"SAR1_0";25;0;0.0108553303298;570;0.912;30;0.0100129261770312
"53";"SAR0_0";25;0;0.0205202145552;473;0.7568;30;0.0309136569919783
"54";"SAR1_0";25;0;0.0107964278662;461;0.7376;30;0.0355712484937392
"55";"SAR0_0";25;0;-0.000628634684793;593;0.9488;30;0.00763722263763668
"56";"SAR1_0";25;0;0.0136618102502;453;0.7248;30;0.0389282170064458
"57";"SAR0_0";25;0;0.0139597678565;486;0.7776;30;0.0266724962959621
"58";"SAR1_0";25;0;0.020834991694;468;0.7488;30;0.0327318773521388
"59";"SAR0_0";25;0;-0.0197130129862;613;0.9808;30;0.00602205886619541
"60";"SAR1_0";25;0;0.0250214543136;606;0.9696;30;0.00654976130502369
"61";"SAR0_0";25;0;-0.0152121513553;552;0.8832;30;0.0124154442652865
"62";"SAR1_0";25;0;-0.00737697516411;415;0.664;30;0.0601379850737614
"63";"SAR0_0";25;0;-0.0350544263279;605;0.968;30;0.00662298518826875
"64";"SAR1_0";25;0;0.0128077530302;432;0.6912;30;0.0493653394310097
"65";"SAR0_0";25;0;-0.0250807551743;487;0.7792;30;0.026649668839201
"66";"SAR1_0";25;0;0.00567119846071;559;0.8944;30;0.0114027758036654
"67";"SAR0_0";25;0;0.00300218642756;491;0.7856;30;0.0252507599647869
"68";"SAR1_0";25;0;0.0178132166701;604;0.9664;30;0.00670543974830126
"69";"SAR0_0";25;0;-0.00235109873573;442;0.7072;30;0.0443435605703381
"70";"SAR1_0";25;0;-0.0023991789249;567;0.9072;30;0.0103858019452658
"71";"SAR0_0";25;0;-0.0423540740524;456;0.7296;30;0.0383101150118169
"72";"SAR1_0";25;0;-0.0251402262128;403;0.6448;30;0.0691380418696422
"73";"SAR0_0";25;0;-0.0374849317246;484;0.7744;30;0.0276875014804947
"74";"SAR1_0";25;0;0.0145288882068;503;0.8048;30;0.0219077381000561
"75";"SAR0_0";25;0;-0.0409444594383;455;0.728;30;0.0387345514188345
"76";"SAR1_0";25;0;0.0259156109077;409;0.6544;30;0.0634320698901797
"77";"SAR0_0";25;0;-0.023941700535;544;0.8704;30;0.0136619958005536
"78";"SAR1_0";25;0;0.00575816753907;550;0.88;30;0.0126753049947725
"79";"SAR0_0";25;0;-0.0186513003943;451;0.7216;30;0.0402557543966398
"80";"SAR1_0";25;0;0.0368446418526;538;0.8608;30;0.0145157996522055
"81";"SAR0_0";25;0;-0.0432349136839;499;0.7984;30;0.0232801236545113
"82";"SAR1_0";25;0;0.0197616741769;533;0.8528;30;0.0154332830637926
"83";"SAR0_0";25;0;-0.0108709072586;389;0.6224;30;0.0801120611800073
"84";"SAR1_0";25;0;0.0347569976698;523;0.8368;30;0.017289476407618
"85";"SAR0_0";25;0;0.00458308713896;492;0.7872;30;0.02494960737796
"86";"SAR1_0";25;0;-0.0187922268401;548;0.8768;30;0.0130220689436266
