VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;0;-0.025029743;31;20;0.0775;0.825713206;1
SAR1;0;-0.022604814;30;20;0.075;0.828424569;1
SAR1;0;-0.067490176;173;20;0.4325;0.264395361;1
SAR1;0;-0.00814665;160;20;0.4;0.306010695;1
SAR1;0;0.103995512;129;20;0.3225;0.415111941;1
SAR1;0;-0.005600912;120;20;0.3;0.473933832;1
SAR1;0;-0.044158093;136;20;0.34;0.408838214;1
SAR1;0;0.022601855;201;20;0.5025;0.171587214;1
SAR1;0;0.023165619;120;20;0.3;0.469318353;1
SAR1;0;-0.027836779;208;20;0.52;0.157512837;1
SAR1;0;-0.069294819;20;20;0.05;0.856873198;1
SAR1;0;0.051423298;108;20;0.27;0.517722513;1
SAR1;0;-0.155045115;117;20;0.2925;0.505785334;1
SAR1;0;0.019112343;162;20;0.405;0.29520885;1
SAR1;0;0.043615774;188;20;0.47;0.205667194;1
SAR1;0;-0.071140991;117;20;0.2925;0.496515432;1
SAR1;0;-0.04096825;62;20;0.155;0.724853756;1
SAR1;0;-0.080556906;58;20;0.145;0.74326282;1
SAR1;0;0.126612282;111;20;0.2775;0.488558628;1
SAR1;0;0.013321084;94;20;0.235;0.586477516;1
SAR1;0;-0.069728355;145;20;0.3625;0.373456009;1
SAR1;0;-0.063194554;161;20;0.4025;0.30819284;1
SAR1;0;0.113604042;190;20;0.475;0.193124293;1
SAR1;0;-0.024060618;200;20;0.5;0.177543372;1
SAR1;0;-0.09454638;15;20;0.0375;0.869214606;1
SAR1;0;-0.110460567;169;20;0.4225;0.282508497;1
SAR1;0;0.06536466;58;20;0.145;0.725603535;1
SAR1;0;-0.010532384;114;20;0.285;0.5015065;1
SAR1;0;0.117426887;161;20;0.4025;0.285418754;1
SAR1;0;0.016932424;101;20;0.2525;0.555043883;1
SAR1;0;0.00293006;101;20;0.2525;0.557371328;1
SAR1;0;-0.107661341;226;20;0.565;0.122044809;1
SAR1;0;-0.039156788;133;20;0.3325;0.421244265;1
SAR1;0;-0.093769082;99;20;0.2475;0.579552939;1
SAR1;0;0.03121617;36;20;0.09;0.806480171;1
SAR1;0;0.137871086;139;20;0.3475;0.366525361;1
SAR1;0;-0.057505574;153;20;0.3825;0.339110532;1
SAR1;0;-0.129458422;48;20;0.12;0.780580665;1
SAR1;0;0.037570285;46;20;0.115;0.772901442;1
SAR1;0;0.014154119;108;20;0.27;0.524363944;1
SAR1;0;0.004306555;79;20;0.1975;0.651934454;1
SAR1;0;0.095578116;140;20;0.35;0.370463629;1
SAR1;0;-0.071264608;109;20;0.2725;0.532413536;1
SAR1;0;0.000512563;122;20;0.305;0.46408628;1
SAR1;0;-0.026296642;58;20;0.145;0.737922397;1
SAR1;0;0.003061498;49;20;0.1225;0.76651319;1
SAR1;0;0.037333145;157;20;0.3925;0.311783626;1
SAR1;0;0.017330081;127;20;0.3175;0.439332495;1
SAR1;0;0.138344666;118;20;0.295;0.45517283;1
SAR1;0;-0.067809442;189;20;0.4725;0.211967929;1
SAR1;0;-0.052371913;132;20;0.33;0.427338688;1
SAR1;0;-0.076790608;75;20;0.1875;0.678707634;1
SAR1;0;-0.207747563;46;20;0.115;0.790620755;1
SAR1;0;0.040340001;28;20;0.07;0.830069502;1
SAR1;0;-0.019133033;94;20;0.235;0.591600398;1
SAR1;0;0.006912358;210;20;0.525;0.150623456;1
SAR1;0;0.061791462;82;20;0.205;0.629485151;1
SAR1;0;-0.025867989;112;20;0.28;0.512767914;1
SAR1;0;0.018357002;9;20;0.0225;0.880717526;1
SAR1;0;-0.013873044;178;20;0.445;0.242362592;1
SAR1;0;-0.012103405;145;20;0.3625;0.366407606;1
SAR1;0;-0.096139911;9;20;0.0225;0.882188929;1
SAR1;0;-0.003347996;153;20;0.3825;0.332709343;1
SAR1;0;0.03878842;81;20;0.2025;0.637929021;1
SAR1;0;0.001737879;136;20;0.34;0.402568518;1
SAR1;0;-0.008942207;65;20;0.1625;0.709726797;1
SAR1;0;-0.086196428;163;20;0.4075;0.302790821;1
SAR1;0;0.101978862;149;20;0.3725;0.333122524;1
SAR1;0;-0.017305211;129;20;0.3225;0.435779241;1
SAR1;0;0.030293793;169;20;0.4225;0.268497413;1
SAR1;0;-0.066972146;105;20;0.2625;0.549724138;1
SAR1;0;0.043984401;95;20;0.2375;0.576696014;1
SAR1;0;0.010483529;136;20;0.34;0.401281589;1
SAR1;0;0.042639714;154;20;0.385;0.322655945;1
SAR1;0;0.115286389;97;20;0.2425;0.552974598;1
SAR1;0;0.0406165;11;20;0.0275;0.875592216;1
SAR1;0;-0.052906253;128;20;0.32;0.445047478;1
SAR1;0;-0.083063015;63;20;0.1575;0.725402302;1
SAR1;0;0.052509222;107;20;0.2675;0.521968754;1
