VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.3;-0.315848717;43;20;0.1075;0.802736779;1
SAR1;-0.3;-0.329680152;99;20;0.2475;0.59787371;1
SAR1;-0.3;-0.186381624;63;20;0.1575;0.733165537;1
SAR1;-0.3;-0.251838994;26;20;0.065;0.846414574;1
SAR1;-0.3;-0.322939195;217;20;0.5425;0.149266631;1
SAR1;-0.3;-0.196672525;57;20;0.1425;0.754648315;1
SAR1;-0.3;-0.271654445;9;20;0.0225;0.883270996;1
SAR1;-0.3;-0.245041353;67;20;0.1675;0.721925594;1
SAR1;-0.3;-0.319885593;213;20;0.5325;0.158750822;1
SAR1;-0.3;-0.225914943;77;20;0.1925;0.683064101;1
SAR1;-0.3;-0.287663971;127;20;0.3175;0.471160876;1
SAR1;-0.3;-0.308671266;50;20;0.125;0.781646033;1
SAR1;-0.3;-0.278629512;11;20;0.0275;0.879431293;1
SAR1;-0.3;-0.301530338;8;20;0.02;0.885254832;1
SAR1;-0.3;-0.350075515;238;20;0.595;0.106984002;1
SAR1;-0.3;-0.283317581;22;20;0.055;0.856202529;1
SAR1;-0.3;-0.338800943;220;20;0.55;0.14286368;1
SAR1;-0.3;-0.254193026;97;20;0.2425;0.602289033;1
SAR1;-0.3;-0.214075132;59;20;0.1475;0.748702533;1
SAR1;-0.3;-0.328065779;109;20;0.2725;0.554018419;1
SAR1;-0.3;-0.311302368;243;20;0.6075;0.097569585;1
SAR1;-0.3;-0.28095335;169;20;0.4225;0.29424946;1
SAR1;-0.3;-0.329573948;179;20;0.4475;0.260357305;1
SAR1;-0.3;-0.353346459;8;20;0.02;0.88538049;1
SAR1;-0.3;-0.355325153;163;20;0.4075;0.321151833;1
SAR1;-0.3;-0.301661451;177;20;0.4425;0.266079259;1
SAR1;-0.3;-0.32207146;84;20;0.21;0.660232558;1
SAR1;-0.3;-0.427088856;170;20;0.425;0.297133495;1
SAR1;-0.3;-0.346424981;129;20;0.3225;0.465519367;1
SAR1;-0.3;-0.276631498;137;20;0.3425;0.426006822;1
SAR1;-0.3;-0.337624896;155;20;0.3875;0.352541469;1
SAR1;-0.3;-0.164308782;89;20;0.2225;0.629732393;1
SAR1;-0.3;-0.394943108;72;20;0.18;0.709236122;1
SAR1;-0.3;-0.324314213;54;20;0.135;0.769463551;1
SAR1;-0.3;-0.207794188;134;20;0.335;0.434342422;1
SAR1;-0.3;-0.352827121;216;20;0.54;0.152554211;1
SAR1;-0.3;-0.325361542;154;20;0.385;0.356036448;1
SAR1;-0.3;-0.302582016;147;20;0.3675;0.384201263;1
SAR1;-0.3;-0.297256998;187;20;0.4675;0.231899821;1
SAR1;-0.3;-0.277870554;151;20;0.3775;0.365830028;1
