VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.7;-0.719660948;106;20;0.265;0.577711835;1
SAR1;-0.7;-0.786765446;236;20;0.59;0.117870168;1
SAR1;-0.7;-0.649877581;177;20;0.4425;0.277423339;1
SAR1;-0.7;-0.780152869;161;20;0.4025;0.340584945;1
SAR1;-0.7;-0.791906806;268;20;0.67;0.068824327;1
SAR1;-0.7;-0.722556955;106;20;0.265;0.577745267;1
SAR1;-0.7;-0.616612668;60;20;0.15;0.75476125;1
SAR1;-0.7;-0.679612539;40;20;0.1;0.814718237;1
SAR1;-0.7;-0.745606497;194;20;0.485;0.221955202;1
SAR1;-0.7;-0.699975019;70;20;0.175;0.721172798;1
SAR1;-0.7;-0.752007726;41;20;0.1025;0.812255007;1
SAR1;-0.7;-0.693116631;166;20;0.415;0.319488319;1
SAR1;-0.7;-0.70443594;236;20;0.59;0.11688953;1
SAR1;-0.7;-0.681650312;35;20;0.0875;0.827723447;1
SAR1;-0.7;-0.693550547;131;20;0.3275;0.46707511;1
SAR1;-0.7;-0.694355013;225;20;0.5625;0.139218879;1
SAR1;-0.7;-0.747830962;82;20;0.205;0.676899055;1
SAR1;-0.7;-0.76222068;123;20;0.3075;0.503488135;1
SAR1;-0.7;-0.696649609;178;20;0.445;0.274702141;1
SAR1;-0.7;-0.662145056;46;20;0.115;0.7980558;1
SAR1;-0.7;-0.729620713;48;20;0.12;0.792572829;1
SAR1;-0.7;-0.707386557;99;20;0.2475;0.607517204;1
SAR1;-0.7;-0.749195497;11;20;0.0275;0.880260466;1
SAR1;-0.7;-0.712459922;133;20;0.3325;0.4585247;1
SAR1;-0.7;-0.662367883;5;20;0.0125;0.890968866;1
SAR1;-0.7;-0.687061741;13;20;0.0325;0.876448781;1
SAR1;-0.7;-0.688553944;35;20;0.0875;0.827743203;1
SAR1;-0.7;-0.678612271;96;20;0.24;0.61979091;1
SAR1;-0.7;-0.612315749;38;20;0.095;0.819744102;1
SAR1;-0.7;-0.737395792;104;20;0.26;0.586530798;1
SAR1;-0.7;-0.647465782;161;20;0.4025;0.338377535;1
SAR1;-0.7;-0.704790973;135;20;0.3375;0.449591074;1
SAR1;-0.7;-0.714154782;190;20;0.475;0.234144218;1
SAR1;-0.7;-0.737146174;46;20;0.115;0.798354304;1
SAR1;-0.7;-0.679642451;33;20;0.0825;0.832711192;1
SAR1;-0.7;-0.756180222;155;20;0.3875;0.364659864;1
SAR1;-0.7;-0.611093648;37;20;0.0925;0.822348177;1
SAR1;-0.7;-0.618846775;46;20;0.115;0.797829129;1
SAR1;-0.7;-0.728770799;229;20;0.5725;0.131136782;1
SAR1;-0.7;-0.690514602;129;20;0.3225;0.47588896;1
SAR1;-0.7;-0.680148844;177;20;0.4425;0.277998412;1
SAR1;-0.7;-0.713925125;180;20;0.45;0.267898453;1
SAR1;-0.7;-0.61952435;30;20;0.075;0.839818647;1
SAR1;-0.7;-0.670173453;120;20;0.3;0.515537135;1
SAR1;-0.7;-0.61824459;105;20;0.2625;0.58060794;1
SAR1;-0.7;-0.716262926;68;20;0.17;0.728347261;1
SAR1;-0.7;-0.694720937;222;20;0.555;0.145922618;1
SAR1;-0.7;-0.691400095;87;20;0.2175;0.656743206;1
SAR1;-0.7;-0.664587929;141;20;0.3525;0.422646284;1
SAR1;-0.7;-0.731240706;197;20;0.4925;0.212545637;1
SAR1;-0.7;-0.698605911;33;20;0.0825;0.832760128;1
SAR1;-0.7;-0.683895605;51;20;0.1275;0.783508916;1
SAR1;-0.7;-0.727620528;60;20;0.15;0.755500054;1
SAR1;-0.7;-0.634373556;209;20;0.5225;0.176921515;1
