VarName;RhoReference;RhoEstimated;k;N;k_N;Smaup;reject
SAR1;-0.5;-0.44633603;159;20;0.3975;0.340897687;1
SAR1;-0.5;-0.48075661;79;20;0.1975;0.684935167;1
SAR1;-0.5;-0.400346263;69;20;0.1725;0.720343239;1
SAR1;-0.5;-0.526829861;80;20;0.2;0.681989044;1
SAR1;-0.5;-0.59089692;22;20;0.055;0.857954884;1
SAR1;-0.5;-0.489444726;65;20;0.1625;0.73635826;1
SAR1;-0.5;-0.479809013;206;20;0.515;0.181609231;1
SAR1;-0.5;-0.540332793;111;20;0.2775;0.55282105;1
SAR1;-0.5;-0.544590288;130;20;0.325;0.468448195;1
SAR1;-0.5;-0.480427262;184;20;0.46;0.248755123;1
SAR1;-0.5;-0.551799325;44;20;0.11;0.803067003;1
SAR1;-0.5;-0.497900308;15;20;0.0375;0.872288162;1
SAR1;-0.5;-0.484809723;87;20;0.2175;0.653456319;1
SAR1;-0.5;-0.53721997;29;20;0.0725;0.841885744;1
SAR1;-0.5;-0.502677932;114;20;0.285;0.538584026;1
SAR1;-0.5;-0.492662949;88;20;0.22;0.649590805;1
SAR1;-0.5;-0.626481653;165;20;0.4125;0.322093291;1
SAR1;-0.5;-0.485987785;211;20;0.5275;0.168568712;1
SAR1;-0.5;-0.586010153;165;20;0.4125;0.321173176;1
SAR1;-0.5;-0.517167348;69;20;0.1725;0.722735101;1
SAR1;-0.5;-0.411610347;191;20;0.4775;0.223630034;1
SAR1;-0.5;-0.544340978;139;20;0.3475;0.428687638;1
SAR1;-0.5;-0.45998303;27;20;0.0675;0.846189213;1
SAR1;-0.5;-0.476946055;45;20;0.1125;0.799545776;1
SAR1;-0.5;-0.461977771;120;20;0.3;0.510614924;1
SAR1;-0.5;-0.477286851;106;20;0.265;0.57309064;1
SAR1;-0.5;-0.558842736;164;20;0.41;0.32441793;1
SAR1;-0.5;-0.485644399;95;20;0.2375;0.620502018;1
SAR1;-0.5;-0.49233695;43;20;0.1075;0.805372113;1
SAR1;-0.5;-0.526066814;73;20;0.1825;0.708377469;1
SAR1;-0.5;-0.489892156;234;20;0.585;0.11731387;1
SAR1;-0.5;-0.524151967;223;20;0.5575;0.14072297;1
SAR1;-0.5;-0.522247771;41;20;0.1025;0.811165596;1
SAR1;-0.5;-0.483304567;131;20;0.3275;0.462213184;1
SAR1;-0.5;-0.541174318;180;20;0.45;0.26426108;1
SAR1;-0.5;-0.398091581;154;20;0.385;0.359483898;1
SAR1;-0.5;-0.47571863;124;20;0.31;0.493192145;1
SAR1;-0.5;-0.379982101;112;20;0.28;0.543157224;1
SAR1;-0.5;-0.531678457;184;20;0.46;0.250202671;1
SAR1;-0.5;-0.57606852;45;20;0.1125;0.800411695;1
