"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR1_0";20;0.5;0.568066516186;253;0.6325;30;0.0531170103783343
"2";"SAR1_0";20;0.5;0.563259115827;268;0.67;30;0.0426707257982645
"3";"SAR1_0";20;0.5;0.542414212841;225;0.5625;30;0.081513551286932
"4";"SAR1_0";20;0.5;0.522756359517;369;0.9225;30;0.00893228774946229
"5";"SAR1_0";20;0.5;0.552929276472;352;0.88;30;0.0116735243829365
"6";"SAR1_0";20;0.5;0.42762399796;390;0.975;30;0.00635472327250125
"7";"SAR1_0";20;0.5;0.487064252448;356;0.89;30;0.0110585549897887
"8";"SAR1_0";20;0.5;0.470983219385;247;0.6175;30;0.0627423931878314
"9";"SAR1_0";20;0.5;0.322347828876;214;0.535;30;0.116454721298185
"10";"SAR1_0";20;0.5;0.487655422411;252;0.63;30;0.0574119941770526
"11";"SAR1_0";20;0.5;0.459625115277;312;0.78;30;0.0226863967080237
"12";"SAR1_0";20;0.5;0.501838157459;223;0.5575;30;0.0872523968942246
"13";"SAR1_0";20;0.5;0.39918380806;350;0.875;30;0.0123677604925775
"14";"SAR1_0";20;0.5;0.565147575432;343;0.8575;30;0.0134234483278211
"15";"SAR1_0";20;0.5;0.504225749305;385;0.9625;30;0.00690389021119037
"16";"SAR1_0";20;0.5;0.41523225353;264;0.66;30;0.0500726127004328
"17";"SAR1_0";20;0.5;0.490729117109;380;0.95;30;0.00748875882437797
"18";"SAR1_0";20;0.5;0.481206397567;365;0.9125;30;0.00956233420521989
"19";"SAR1_0";20;0.5;0.465882651831;270;0.675;30;0.0441320450913376
"20";"SAR1_0";20;0.5;0.564851136215;236;0.59;30;0.06817821976716
"21";"SAR1_0";20;0.5;0.504468779335;304;0.76;30;0.0253146768125008
"22";"SAR1_0";20;0.5;0.487094209624;366;0.915;30;0.00940317404362654
"23";"SAR1_0";20;0.5;0.472918473372;337;0.8425;30;0.015083546957588
"24";"SAR1_0";20;0.5;0.573894016985;366;0.915;30;0.00933014743003722
"25";"SAR1_0";20;0.5;0.576808897297;257;0.6425;30;0.0497366096790049
"26";"SAR1_0";20;0.5;0.551745400594;280;0.7;30;0.03586088913717
"27";"SAR1_0";20;0.5;0.507438766094;246;0.615;30;0.0618933678281966
"28";"SAR1_0";20;0.5;0.462593859995;374;0.935;30;0.00826737508650475
"29";"SAR1_0";20;0.5;0.532267301604;229;0.5725;30;0.0777405988434155
"30";"SAR1_0";20;0.5;0.538250516468;361;0.9025;30;0.010138114434887
"31";"SAR1_0";20;0.5;0.520522436805;295;0.7375;30;0.0289430321891694
"32";"SAR1_0";20;0.5;0.582667878576;296;0.74;30;0.027622870727277
"33";"SAR1_0";20;0.5;0.475529062938;230;0.575;30;0.0806863270724086
"34";"SAR1_0";20;0.5;0.447399958112;296;0.74;30;0.0295024387858344
"35";"SAR1_0";20;0.5;0.558819967076;334;0.835;30;0.0154848017994592
"36";"SAR1_0";20;0.5;0.433510920255;201;0.5025;30;0.12769813483764
"37";"SAR1_0";20;0.5;0.469326118868;218;0.545;30;0.096731228820587
"38";"SAR1_0";20;0.5;0.554825658052;311;0.7775;30;0.022210239945517
"39";"SAR1_0";20;0.5;0.481579032239;379;0.9475;30;0.00761336547424022
"40";"SAR1_0";20;0.5;0.425127051432;240;0.6;30;0.0723328443089921
"41";"SAR1_0";20;0.5;0.534066288281;225;0.5625;30;0.0821854332583948
"42";"SAR1_0";20;0.5;0.545886651519;305;0.7625;30;0.0244742294637692
"43";"SAR1_0";20;0.5;0.376777994641;324;0.81;30;0.0191582552584776
"44";"SAR1_0";20;0.5;0.578375801437;362;0.905;30;0.00993342193743334
"45";"SAR1_0";20;0.5;0.486431310451;302;0.755;30;0.0263366064455073
"46";"SAR1_0";20;0.5;0.522176121228;252;0.63;30;0.055914629784429
"47";"SAR1_0";20;0.5;0.347230769842;327;0.8175;30;0.0183748109930134
"48";"SAR1_0";20;0.5;0.531794507865;317;0.7925;30;0.0203993389238505
"49";"SAR1_0";20;0.5;0.547167952621;296;0.74;30;0.0281222349736175
"50";"SAR1_0";20;0.5;0.505386510603;393;0.9825;30;0.00606379450318492
"51";"SAR1_0";20;0.5;0.563028694101;334;0.835;30;0.0154675514149046
"52";"SAR1_0";20;0.5;0.431993663464;304;0.76;30;0.0261027638481024
"53";"SAR1_0";20;0.5;0.39334070484;234;0.585;30;0.0812716717165427
"54";"SAR1_0";20;0.5;0.461052743751;263;0.6575;30;0.0493841255027007
"55";"SAR1_0";20;0.5;0.475971354741;345;0.8625;30;0.0132410011200009
"56";"SAR1_0";20;0.5;0.563611086341;359;0.8975;30;0.0104333746575117
"57";"SAR1_0";20;0.5;0.546748566249;207;0.5175;30;0.104256822165478
"58";"SAR1_0";20;0.5;0.522091932351;378;0.945;30;0.00772859154200834
"59";"SAR1_0";20;0.5;0.635763917437;214;0.535;30;0.0856034584696359
"60";"SAR1_0";20;0.5;0.421464110265;253;0.6325;30;0.059299275347892
"61";"SAR1_0";20;0.5;0.423888882646;290;0.725;30;0.0328608114017412
"62";"SAR1_0";20;0.5;0.462884549595;214;0.535;30;0.103112292548032
"63";"SAR1_0";20;0.5;0.45700475651;254;0.635;30;0.0569428887375334
"64";"SAR1_0";20;0.5;0.513195452866;237;0.5925;30;0.070402773029286
"65";"SAR1_0";20;0.5;0.502951456519;239;0.5975;30;0.0689569161447541
"66";"SAR1_0";20;0.5;0.424388908802;352;0.88;30;0.0119162136208558
"67";"SAR1_0";20;0.5;0.543070990745;246;0.615;30;0.0601039179674831
"68";"SAR1_0";20;0.5;0.465239576536;306;0.765;30;0.0249303772756535
"69";"SAR1_0";20;0.5;0.498995351534;353;0.8825;30;0.0115875303232886
"70";"SAR1_0";20;0.5;0.460516143731;348;0.87;30;0.0126472843396211
"71";"SAR1_0";20;0.5;0.363448172472;391;0.9775;30;0.00623911166669069
"72";"SAR1_0";20;0.5;0.359171333229;340;0.85;30;0.0147276684532944
"73";"SAR1_0";20;0.5;0.424097816527;207;0.5175;30;0.118318231018098
"74";"SAR1_0";20;0.5;0.428812003477;377;0.9425;30;0.00788056975139738
"75";"SAR1_0";20;0.5;0.514532397129;194;0.485;30;0.128904477407689
"76";"SAR1_0";20;0.5;0.431162624133;344;0.86;30;0.0135783275525852
"77";"SAR1_0";20;0.5;0.521501825904;307;0.7675;30;0.0239706002997631
"78";"SAR1_0";20;0.5;0.416389524901;339;0.8475;30;0.0147897376124291
"79";"SAR1_0";20;0.5;0.5617082967;267;0.6675;30;0.043361979066621
"80";"SAR1_0";20;0.5;0.507272700791;248;0.62;30;0.0600732440234221
"81";"SAR1_0";20;0.5;0.494727600634;304;0.76;30;0.0254214872784184
"82";"SAR1_0";20;0.5;0.543571302487;260;0.65;30;0.0487937356753223
"83";"SAR1_0";20;0.5;0.47678236265;386;0.965;30;0.0067918515166119
"84";"SAR1_0";20;0.5;0.461154655258;196;0.49;30;0.133092525413543
"85";"SAR1_0";20;0.5;0.481625345162;364;0.91;30;0.0097186532251332
"86";"SAR1_0";20;0.5;0.372422858571;366;0.915;30;0.00949885601101689
"87";"SAR1_0";20;0.5;0.445360847279;300;0.75;30;0.0276887558547686
"88";"SAR1_0";20;0.5;0.517822527193;285;0.7125;30;0.0338683365824142
"89";"SAR1_0";20;0.5;0.548837817709;279;0.6975;30;0.0364763115561758
"90";"SAR1_0";20;0.5;0.448779116846;348;0.87;30;0.0126738821581848
"91";"SAR1_0";20;0.5;0.392058592249;248;0.62;30;0.0654528390147392
"92";"SAR1_0";20;0.5;0.490467091464;366;0.915;30;0.00940034591860625
