"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR1_0";20;-0.7;-0.644490211769;375;0.9375;30;0.00853231483257982
"2";"SAR1_0";20;-0.7;-0.728547111549;325;0.8125;30;0.0238362111935402
"3";"SAR1_0";20;-0.7;-0.686956664701;376;0.94;30;0.00836713956032186
"4";"SAR1_0";20;-0.7;-0.680899543067;364;0.91;30;0.0107718109111497
"5";"SAR1_0";20;-0.7;-0.711574065621;379;0.9475;30;0.00785257036192512
"6";"SAR1_0";20;-0.7;-0.689579683964;357;0.8925;30;0.0124649842384518
"7";"SAR1_0";20;-0.7;-0.718667818552;350;0.875;30;0.014437126655373
"8";"SAR1_0";20;-0.7;-0.70184485421;363;0.9075;30;0.0110173936473977
"9";"SAR1_0";20;-0.7;-0.676243651959;303;0.7575;30;0.0360464728109426
"10";"SAR1_0";20;-0.7;-0.656941672283;359;0.8975;30;0.011923948277971
"11";"SAR1_0";20;-0.7;-0.690387469651;290;0.725;30;0.0459943585498487
"12";"SAR1_0";20;-0.7;-0.709790843414;370;0.925;30;0.00951485740213866
"13";"SAR1_0";20;-0.7;-0.72458568058;380;0.95;30;0.00768734639099922
"14";"SAR1_0";20;-0.7;-0.700635575764;392;0.98;30;0.00591922487971929
"15";"SAR1_0";20;-0.7;-0.716064693278;386;0.965;30;0.00674795400954039
"16";"SAR1_0";20;-0.7;-0.657965067142;292;0.73;30;0.0441019447871401
"17";"SAR1_0";20;-0.7;-0.681664120789;353;0.8825;30;0.0135220895374099
"18";"SAR1_0";20;-0.7;-0.766503692239;344;0.86;30;0.0164072618887097
"19";"SAR1_0";20;-0.7;-0.673256098376;283;0.7075;30;0.0521135726203686
"20";"SAR1_0";20;-0.7;-0.689257300765;359;0.8975;30;0.0119598411993383
"21";"SAR1_0";20;-0.7;-0.696987758217;358;0.895;30;0.01221881026745
"22";"SAR1_0";20;-0.7;-0.759383624078;393;0.9825;30;0.00577688651406732
"23";"SAR1_0";20;-0.7;-0.628463350346;359;0.8975;30;0.0118921535082387
