"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR1_0";20;-0.3;-0.237022416081;311;0.7775;30;0.0284527974660159
"2";"SAR1_0";20;-0.3;-0.304304153137;327;0.8175;30;0.0213552997626588
"3";"SAR1_0";20;-0.3;-0.290565927996;333;0.8325;30;0.0189992768936149
"4";"SAR1_0";20;-0.3;-0.234961164392;359;0.8975;30;0.0114374292097351
"5";"SAR1_0";20;-0.3;-0.245724763349;365;0.9125;30;0.010193908908501
"6";"SAR1_0";20;-0.3;-0.249259403647;304;0.76;30;0.0324940175638138
"7";"SAR1_0";20;-0.3;-0.381239221117;340;0.85;30;0.016853457603423
"8";"SAR1_0";20;-0.3;-0.366587297175;331;0.8275;30;0.0200081231621407
"9";"SAR1_0";20;-0.3;-0.36086755834;385;0.9625;30;0.00689873054662688
"10";"SAR1_0";20;-0.3;-0.2385803165;306;0.765;30;0.0312327439441347
"11";"SAR1_0";20;-0.3;-0.378796650963;382;0.955;30;0.00732976544471434
"12";"SAR1_0";20;-0.3;-0.239010710539;267;0.6675;30;0.0633006308583017
"13";"SAR1_0";20;-0.3;-0.319601611443;378;0.945;30;0.00793093833387463
"14";"SAR1_0";20;-0.3;-0.388638627437;337;0.8425;30;0.0178850260884391
"15";"SAR1_0";20;-0.3;-0.337643572691;324;0.81;30;0.0227543517643325
"16";"SAR1_0";20;-0.3;-0.29491402123;361;0.9025;30;0.0110679281236475
"17";"SAR1_0";20;-0.3;-0.392674812035;362;0.905;30;0.0109509196729383
"18";"SAR1_0";20;-0.3;-0.305776095772;385;0.9625;30;0.00689905924717927
"19";"SAR1_0";20;-0.3;-0.24985621217;337;0.8425;30;0.0174785816629716
"20";"SAR1_0";20;-0.3;-0.274098826256;369;0.9225;30;0.00944955224424336
"21";"SAR1_0";20;-0.3;-0.283873853921;335;0.8375;30;0.0182655208170938
"22";"SAR1_0";20;-0.3;-0.210126366194;308;0.77;30;0.0298921056968856
"23";"SAR1_0";20;-0.3;-0.338305357192;395;0.9875;30;0.00564155205200275
"24";"SAR1_0";20;-0.3;-0.300382051006;329;0.8225;30;0.0205422910550679
"25";"SAR1_0";20;-0.3;-0.254720007027;384;0.96;30;0.00703635558817235
"26";"SAR1_0";20;-0.3;-0.195846440336;365;0.9125;30;0.0101520436218067
"27";"SAR1_0";20;-0.3;-0.255775837795;288;0.72;30;0.0436510735536067
"28";"SAR1_0";20;-0.3;-0.350826909767;342;0.855;30;0.0161365698694665
"29";"SAR1_0";20;-0.3;-0.184682202047;278;0.695;30;0.0512660084606842
"30";"SAR1_0";20;-0.3;-0.319666313711;324;0.81;30;0.022675618283183
"31";"SAR1_0";20;-0.3;-0.298982410253;322;0.805;30;0.0234562935571013
"32";"SAR1_0";20;-0.3;-0.405648073646;376;0.94;30;0.00827926041103254
"33";"SAR1_0";20;-0.3;-0.406435234195;366;0.915;30;0.0101227743363224
"34";"SAR1_0";20;-0.3;-0.243310093602;383;0.9575;30;0.00717532095790189
"35";"SAR1_0";20;-0.3;-0.220740157941;285;0.7125;30;0.0456648867170123
"36";"SAR1_0";20;-0.3;-0.27705119155;387;0.9675;30;0.00663162476046093
"37";"SAR1_0";20;-0.3;-0.332176986315;350;0.875;30;0.0137758366420114
"38";"SAR1_0";20;-0.3;-0.232206784972;283;0.7075;30;0.0474913015025734
"39";"SAR1_0";20;-0.3;-0.284714599383;297;0.7425;30;0.0372932339361748
"40";"SAR1_0";20;-0.3;-0.336664217273;376;0.94;30;0.00825753497598133
"41";"SAR1_0";20;-0.3;-0.280511982802;330;0.825;30;0.0200806059284798
"42";"SAR1_0";20;-0.3;-0.347804435124;369;0.9225;30;0.00949574102038918
"43";"SAR1_0";20;-0.3;-0.417815923892;371;0.9275;30;0.00916301534556909
"44";"SAR1_0";20;-0.3;-0.386327865256;267;0.6675;30;0.0657012742072641
"45";"SAR1_0";20;-0.3;-0.332233485109;352;0.88;30;0.0132489721476611
"46";"SAR1_0";20;-0.3;-0.276254370017;292;0.73;30;0.0407919499550492
"47";"SAR1_0";20;-0.3;-0.322342515257;387;0.9675;30;0.00662859948039352
"48";"SAR1_0";20;-0.3;-0.253382268378;383;0.9575;30;0.00717591131971482
"49";"SAR1_0";20;-0.3;-0.255489884888;386;0.965;30;0.00676493803825718
"50";"SAR1_0";20;-0.3;-0.179910237696;363;0.9075;30;0.0105343860098289
"51";"SAR1_0";20;-0.3;-0.307815289895;284;0.71;30;0.04755975022985
"52";"SAR1_0";20;-0.3;-0.339135448668;346;0.865;30;0.0149051410273488
"53";"SAR1_0";20;-0.3;-0.263496427068;373;0.9325;30;0.00873276369173265
"54";"SAR1_0";20;-0.3;-0.258391877134;290;0.725;30;0.042118910289504
"55";"SAR1_0";20;-0.3;-0.342801940082;305;0.7625;30;0.0325880969766831
"56";"SAR1_0";20;-0.3;-0.295976089303;307;0.7675;30;0.0310694380692561
"57";"SAR1_0";20;-0.3;-0.27836401801;313;0.7825;30;0.0276664262980327
"58";"SAR1_0";20;-0.3;-0.310148332841;305;0.7625;30;0.0323519073565803
"59";"SAR1_0";20;-0.3;-0.332038262924;284;0.71;30;0.0478410273631072
"60";"SAR1_0";20;-0.3;-0.228662511839;267;0.6675;30;0.0631168769215353
"61";"SAR1_0";20;-0.3;-0.317898934886;290;0.725;30;0.0427439748317905
"62";"SAR1_0";20;-0.3;-0.353867223282;269;0.6725;30;0.0629392805372724
"63";"SAR1_0";20;-0.3;-0.215461724426;363;0.9075;30;0.0105683112143819
"64";"SAR1_0";20;-0.3;-0.302024687291;367;0.9175;30;0.00984666348512487
"65";"SAR1_0";20;-0.3;-0.311411171528;285;0.7125;30;0.0467462449581355
"66";"SAR1_0";20;-0.3;-0.222261735293;357;0.8925;30;0.0118703825499279
"67";"SAR1_0";20;-0.3;-0.318372664794;311;0.7775;30;0.0289745092919105
"68";"SAR1_0";20;-0.3;-0.390885838433;267;0.6675;30;0.0657693052092729
"69";"SAR1_0";20;-0.3;-0.314564447299;287;0.7175;30;0.0451120121809146
"70";"SAR1_0";20;-0.3;-0.199991029971;352;0.88;30;0.0130289582260039
"71";"SAR1_0";20;-0.3;-0.235724302295;372;0.93;30;0.00889171758394205
"72";"SAR1_0";20;-0.3;-0.190449552913;272;0.68;30;0.0571424647895038
"73";"SAR1_0";20;-0.3;-0.287741764906;356;0.89;30;0.0121913743607304
"74";"SAR1_0";20;-0.3;-0.228351500172;329;0.8225;30;0.0202632828151643
"75";"SAR1_0";20;-0.3;-0.336279205876;336;0.84;30;0.0180788237979826
"76";"SAR1_0";20;-0.3;-0.276205600461;281;0.7025;30;0.0498108720146749
"77";"SAR1_0";20;-0.3;-0.315403909794;334;0.835;30;0.0187205851330132
"78";"SAR1_0";20;-0.3;-0.233965665639;361;0.9025;30;0.0110031191361639
"79";"SAR1_0";20;-0.3;-0.289609632963;375;0.9375;30;0.00840672122613073
"80";"SAR1_0";20;-0.3;-0.265157709889;337;0.8425;30;0.0175243035908989
"81";"SAR1_0";20;-0.3;-0.316855090204;395;0.9875;30;0.00564747165742514
"82";"SAR1_0";20;-0.3;-0.361828557031;372;0.93;30;0.00895310955272556
"83";"SAR1_0";20;-0.3;-0.261926180585;267;0.6675;30;0.063700347808954
"84";"SAR1_0";20;-0.3;-0.313371371071;285;0.7125;30;0.0467686907789305
"85";"SAR1_0";20;-0.3;-0.344010828736;358;0.895;30;0.0117959333986104
"86";"SAR1_0";20;-0.3;-0.397334840203;352;0.88;30;0.0133551221877845
"87";"SAR1_0";20;-0.3;-0.318295368984;377;0.9425;30;0.00808964721048027
"88";"SAR1_0";20;-0.3;-0.266753569221;310;0.775;30;0.0291857490509315
"89";"SAR1_0";20;-0.3;-0.332130367062;343;0.8575;30;0.0157824329970098
"90";"SAR1_0";20;-0.3;-0.265295500373;360;0.9;30;0.011252943361859
"91";"SAR1_0";20;-0.3;-0.321217283778;320;0.8;30;0.0244703031973806
"92";"SAR1_0";20;-0.3;-0.282574845701;359;0.8975;30;0.0114939477164136
"93";"SAR1_0";20;-0.3;-0.281077703313;345;0.8625;30;0.0150698572117294
"94";"SAR1_0";20;-0.3;-0.115441581193;322;0.805;30;0.0225565183471228
"95";"SAR1_0";20;-0.3;-0.294317274376;298;0.745;30;0.0366966971839115
"96";"SAR1_0";20;-0.3;-0.390822028279;325;0.8125;30;0.0225477272518786
"97";"SAR1_0";20;-0.3;-0.386796673209;388;0.97;30;0.00649110126282837
"98";"SAR1_0";20;-0.3;-0.336603843743;377;0.9425;30;0.00809469562818577
"99";"SAR1_0";20;-0.3;-0.252235649187;375;0.9375;30;0.00839336036760221
"100";"SAR1_0";20;-0.3;-0.356444929183;369;0.9225;30;0.00950113644707682
"101";"SAR1_0";20;-0.3;-0.299191443323;394;0.985;30;0.00576645759388092
"102";"SAR1_0";20;-0.3;-0.249434311182;353;0.8825;30;0.0128617094205884
