"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR1_0";30;0.7;0.760053579287;598;0.664444444444;30;0.0378365814439018
"2";"SAR1_0";30;0.7;0.611620168475;837;0.93;30;0.00846613186013164
"3";"SAR1_0";30;0.7;0.647021191773;415;0.461111111111;30;0.122335278466527
"4";"SAR1_0";30;0.7;0.735635076278;398;0.442222222222;30;0.115821320352548
"5";"SAR1_0";30;0.7;0.669036534424;373;0.414444444444;30;0.146471857254208
"6";"SAR1_0";30;0.7;0.693175462925;564;0.626666666667;30;0.0492289667718456
"7";"SAR1_0";30;0.7;0.693850180929;330;0.366666666667;30;0.171253708298652
"8";"SAR1_0";30;0.7;0.690621436786;475;0.527777777778;30;0.0829656407119136
"9";"SAR1_0";30;0.7;0.677083946759;481;0.534444444444;30;0.0816094388847156
"10";"SAR1_0";30;0.7;0.745158125574;674;0.748888888889;30;0.0240672424428523
"11";"SAR1_0";30;0.7;0.735458089885;444;0.493333333333;30;0.0920568353684378
"12";"SAR1_0";30;0.7;0.653951140026;444;0.493333333333;30;0.103503771147446
"13";"SAR1_0";30;0.7;0.684641884759;763;0.847777777778;30;0.0138632384606046
"14";"SAR1_0";30;0.7;0.701222331161;420;0.466666666667;30;0.109795728470287
"15";"SAR1_0";30;0.7;0.690178392481;579;0.643333333333;30;0.0450540284812607
"16";"SAR1_0";30;0.7;0.717162067488;662;0.735555555556;30;0.02635900005795
"17";"SAR1_0";30;0.7;0.649644059965;862;0.957777777778;30;0.00711049269706044
"18";"SAR1_0";30;0.7;0.707768020016;434;0.482222222222;30;0.101093791121513
"19";"SAR1_0";30;0.7;0.658237593934;779;0.865555555556;30;0.0125266029533081
"20";"SAR1_0";30;0.7;0.743337926158;851;0.945555555556;30;0.00764887039155366
"21";"SAR1_0";30;0.7;0.698705035913;772;0.857777777778;30;0.0130153811287088
"22";"SAR1_0";30;0.7;0.729095735815;454;0.504444444444;30;0.0881978326117058
"23";"SAR1_0";30;0.7;0.671225438507;383;0.425555555556;30;0.13891495685575
"24";"SAR1_0";30;0.7;0.67696691252;482;0.535555555556;30;0.0811590581111393
"25";"SAR1_0";30;0.7;0.709987342631;336;0.373333333333;30;0.161677346373726
"26";"SAR1_0";30;0.7;0.727388711253;500;0.555555555556;30;0.0688634262525683
"27";"SAR1_0";30;0.7;0.676024840805;583;0.647777777778;30;0.044495379213713
"28";"SAR1_0";30;0.7;0.652352585805;360;0.4;30;0.160498715596337
"29";"SAR1_0";30;0.7;0.686945084074;648;0.72;30;0.0293280665237097
"30";"SAR1_0";30;0.7;0.708380630731;493;0.547777777778;30;0.0733300272127226
"31";"SAR1_0";30;0.7;0.686532248567;605;0.672222222222;30;0.0384786113896105
"32";"SAR1_0";30;0.7;0.650627202856;742;0.824444444444;30;0.016101497081615
"33";"SAR1_0";30;0.7;0.728143992272;880;0.977777777778;30;0.00629173275499137
"34";"SAR1_0";30;0.7;0.716078448024;698;0.775555555556;30;0.0209758509915112
"35";"SAR1_0";30;0.7;0.698654340546;729;0.81;30;0.0172788740245295
"36";"SAR1_0";30;0.7;0.696239130581;566;0.628888888889;30;0.0484982983281073
"37";"SAR1_0";30;0.7;0.752923063577;812;0.902222222222;30;0.00990089603522208
"38";"SAR1_0";30;0.7;0.703873835374;519;0.576666666667;30;0.0635608670045038
"39";"SAR1_0";30;0.7;0.698587900925;829;0.921111111111;30;0.00888867053831591
"40";"SAR1_0";30;0.7;0.742020519169;606;0.673333333333;30;0.0366113946968431
"41";"SAR1_0";30;0.7;0.676659728587;868;0.964444444444;30;0.00682254013623199
"42";"SAR1_0";30;0.7;0.697083524921;505;0.561111111111;30;0.0694451967696198
"43";"SAR1_0";30;0.7;0.764147155914;372;0.413333333333;30;0.124151020388539
"44";"SAR1_0";30;0.7;0.685400524796;549;0.61;30;0.054296070106615
"45";"SAR1_0";30;0.7;0.666743091002;829;0.921111111111;30;0.00891118521535737
"46";"SAR1_0";30;0.7;0.686597257808;747;0.83;30;0.0154081376414351
"47";"SAR1_0";30;0.7;0.721922931064;849;0.943333333333;30;0.00775770224547984
"48";"SAR1_0";30;0.7;0.715839393749;781;0.867777777778;30;0.0122181275241235
"49";"SAR1_0";30;0.7;0.741470013552;823;0.914444444444;30;0.00921827386168699
"50";"SAR1_0";30;0.7;0.654346601803;438;0.486666666667;30;0.10691594152815
"51";"SAR1_0";30;0.7;0.707684170222;554;0.615555555556;30;0.0515486688900929
"52";"SAR1_0";30;0.7;0.695112681603;768;0.853333333333;30;0.0133764343711085
"53";"SAR1_0";30;0.7;0.671439573201;816;0.906666666667;30;0.00973076017095161
"54";"SAR1_0";30;0.7;0.670067501249;764;0.848888888889;30;0.0138202185664142
"55";"SAR1_0";30;0.7;0.659648071561;387;0.43;30;0.138744080679385
"56";"SAR1_0";30;0.7;0.656281740359;369;0.41;30;0.152593474639527
"57";"SAR1_0";30;0.7;0.671957157095;539;0.598888888889;30;0.0584453772239752
"58";"SAR1_0";30;0.7;0.688172907754;631;0.701111111111;30;0.0326438846189009
"59";"SAR1_0";30;0.7;0.707854134459;641;0.712222222222;30;0.0302549888452081
"60";"SAR1_0";30;0.7;0.689066668042;732;0.813333333333;30;0.0169978546738082
"61";"SAR1_0";30;0.7;0.686390792191;703;0.781111111111;30;0.0205745799987259
"62";"SAR1_0";30;0.7;0.663697094608;539;0.598888888889;30;0.0589352519298541
"63";"SAR1_0";30;0.7;0.704992140325;574;0.637777777778;30;0.0458387176268909
"64";"SAR1_0";30;0.7;0.743396608704;884;0.982222222222;30;0.00612659757023909
"65";"SAR1_0";30;0.7;0.655764664012;820;0.911111111111;30;0.0094849202385682
"66";"SAR1_0";30;0.7;0.697189363092;704;0.782222222222;30;0.0203472804141793
"67";"SAR1_0";30;0.7;0.705831278073;409;0.454444444444;30;0.115277873762644
"68";"SAR1_0";30;0.7;0.684835329397;559;0.621111111111;30;0.0511423923799968
"69";"SAR1_0";30;0.7;0.704041265151;652;0.724444444444;30;0.0282962037433747
"70";"SAR1_0";30;0.7;0.703563318402;884;0.982222222222;30;0.0061179533992101
"71";"SAR1_0";30;0.7;0.704424910983;510;0.566666666667;30;0.0669014680814279
"72";"SAR1_0";30;0.7;0.685190858609;720;0.8;30;0.0184177388666918
"73";"SAR1_0";30;0.7;0.687973379337;399;0.443333333333;30;0.124773876294416
"74";"SAR1_0";30;0.7;0.714702710144;861;0.956666666667;30;0.00715517728445906
"75";"SAR1_0";30;0.7;0.719686819478;756;0.84;30;0.0143876609483549
"76";"SAR1_0";30;0.7;0.724526561597;850;0.944444444444;30;0.00770498659668323
"77";"SAR1_0";30;0.7;0.696088856286;640;0.711111111111;30;0.0306786309898773
"78";"SAR1_0";30;0.7;0.706779444797;541;0.601111111111;30;0.0557223249226058
"79";"SAR1_0";30;0.7;0.677130805572;876;0.973333333333;30;0.00645795180143245
"80";"SAR1_0";30;0.7;0.718904860167;669;0.743333333333;30;0.025194391117583
"81";"SAR1_0";30;0.7;0.665841534206;561;0.623333333333;30;0.0514271785193449
"82";"SAR1_0";30;0.7;0.680158502551;749;0.832222222222;30;0.0152335577448926
"83";"SAR1_0";30;0.7;0.650105968919;465;0.516666666667;30;0.0924871645532048
"84";"SAR1_0";30;0.7;0.673318703843;497;0.552222222222;30;0.0747978057308887
"85";"SAR1_0";30;0.7;0.726080436315;430;0.477777777778;30;0.100357022303608
"86";"SAR1_0";30;0.7;0.716401240545;640;0.711111111111;30;0.0302759610714278
"87";"SAR1_0";30;0.7;0.663715344723;535;0.594444444444;30;0.060376229442383
"88";"SAR1_0";30;0.7;0.72049210596;548;0.608888888889;30;0.0527239506396561
"89";"SAR1_0";30;0.7;0.715889056864;440;0.488888888889;30;0.0967886890582582
"90";"SAR1_0";30;0.7;0.691297990676;805;0.894444444444;30;0.010455434128587
"91";"SAR1_0";30;0.7;0.678738617688;342;0.38;30;0.166838253541394
"92";"SAR1_0";30;0.7;0.712995008282;375;0.416666666667;30;0.134476610340132
"93";"SAR1_0";30;0.7;0.686012755802;800;0.888888888889;30;0.0108208817447092
"94";"SAR1_0";30;0.7;0.710390461052;441;0.49;30;0.0970710654764337
"95";"SAR1_0";30;0.7;0.659498404491;474;0.526666666667;30;0.0868254694424397
"96";"SAR1_0";30;0.7;0.721062488217;643;0.714444444444;30;0.0296245037362861
"97";"SAR1_0";30;0.7;0.694095856832;763;0.847777777778;30;0.0138308572230655
"98";"SAR1_0";30;0.7;0.735315624972;845;0.938888888889;30;0.00796461746914226
"99";"SAR1_0";30;0.7;0.729091045726;481;0.534444444444;30;0.0763061454535696
"100";"SAR1_0";30;0.7;0.697148673839;746;0.828888888889;30;0.0154620360096373
"101";"SAR1_0";30;0.7;0.7361933484;559;0.621111111111;30;0.0486564758023932
"102";"SAR1_0";30;0.7;0.668615171031;527;0.585555555556;30;0.0630250413702328
"103";"SAR1_0";30;0.7;0.705264568775;450;0.5;30;0.0932362578293315
"104";"SAR1_0";30;0.7;0.735541117179;795;0.883333333333;30;0.0111005775101937
"105";"SAR1_0";30;0.7;0.700311346746;792;0.88;30;0.0113903515145744
"106";"SAR1_0";30;0.7;0.695500027535;655;0.727777777778;30;0.0279049707996864
"107";"SAR1_0";30;0.7;0.669602812671;789;0.876666666667;30;0.0116838629834367
"108";"SAR1_0";30;0.7;0.730761766756;377;0.418888888889;30;0.129060176695408
"109";"SAR1_0";30;0.7;0.704297465661;529;0.587777777778;30;0.0599429620507976
"110";"SAR1_0";30;0.7;0.671400056005;481;0.534444444444;30;0.0821922236842362
"111";"SAR1_0";30;0.7;0.695991634282;805;0.894444444444;30;0.0104487160395457
"112";"SAR1_0";30;0.7;0.672669825787;636;0.706666666667;30;0.0319489193616773
"113";"SAR1_0";30;0.7;0.770664249704;509;0.565555555556;30;0.0620903979613306
"114";"SAR1_0";30;0.7;0.695880017514;488;0.542222222222;30;0.0766116710973489
"115";"SAR1_0";30;0.7;0.681275812427;401;0.445555555556;30;0.124853049922861
"116";"SAR1_0";30;0.7;0.654641687295;574;0.637777777778;30;0.047925582870482
"117";"SAR1_0";30;0.7;0.721963332668;730;0.811111111111;30;0.0170279801271698
"118";"SAR1_0";30;0.7;0.73396883256;847;0.941111111111;30;0.00785907951109597
"119";"SAR1_0";30;0.7;0.625233249551;453;0.503333333333;30;0.102237880284048
"120";"SAR1_0";30;0.7;0.648793088571;802;0.891111111111;30;0.0107335073131749
"121";"SAR1_0";30;0.7;0.697987378872;626;0.695555555556;30;0.0334612152924101
"122";"SAR1_0";30;0.7;0.675048535071;455;0.505555555556;30;0.0946434774603885
"123";"SAR1_0";30;0.7;0.719378524682;674;0.748888888889;30;0.024403364841997
"124";"SAR1_0";30;0.7;0.719433684293;490;0.544444444444;30;0.0735370898453254
"125";"SAR1_0";30;0.7;0.702464577056;871;0.967777777778;30;0.00668531299642151
"126";"SAR1_0";30;0.7;0.692564148913;880;0.977777777778;30;0.00628549193782874
"127";"SAR1_0";30;0.7;0.71881053013;520;0.577777777778;30;0.0621316866302873
"128";"SAR1_0";30;0.7;0.699456792992;846;0.94;30;0.00792329302883676
"129";"SAR1_0";30;0.7;0.676574737942;806;0.895555555556;30;0.0104059535269134
"130";"SAR1_0";30;0.7;0.726295951712;478;0.531111111111;30;0.0778535015808192
"131";"SAR1_0";30;0.7;0.705917464966;414;0.46;30;0.112383578353633
"132";"SAR1_0";30;0.7;0.727318952526;773;0.858888888889;30;0.0128475513965327
"133";"SAR1_0";30;0.7;0.700785254251;612;0.68;30;0.0364407613020207
"134";"SAR1_0";30;0.7;0.721976804873;388;0.431111111111;30;0.124424016290545
"135";"SAR1_0";30;0.7;0.688457891667;365;0.405555555556;30;0.147242253171727
"136";"SAR1_0";30;0.7;0.712837824586;385;0.427777777778;30;0.128242393212521
"137";"SAR1_0";30;0.7;0.714483213662;330;0.366666666667;30;0.164557502421858
"138";"SAR1_0";30;0.7;0.731726990637;387;0.43;30;0.122910774212506
"139";"SAR1_0";30;0.7;0.695203420348;663;0.736666666667;30;0.0265216498930591
"140";"SAR1_0";30;0.7;0.714216706852;617;0.685555555556;30;0.0349772583401961
"141";"SAR1_0";30;0.7;0.673013023403;451;0.501111111111;30;0.0970193764658436
"142";"SAR1_0";30;0.7;0.686369792053;873;0.97;30;0.00659328848666998
"143";"SAR1_0";30;0.7;0.709498672679;778;0.864444444444;30;0.0124790336930605
"144";"SAR1_0";30;0.7;0.702314025674;389;0.432222222222;30;0.128055503183222
"145";"SAR1_0";30;0.7;0.692728179739;624;0.693333333333;30;0.0340087025200713
"146";"SAR1_0";30;0.7;0.675825824264;780;0.866666666667;30;0.0123986501442055
"147";"SAR1_0";30;0.7;0.730078468526;449;0.498888888889;30;0.0904147799100722
"148";"SAR1_0";30;0.7;0.700403375093;659;0.732222222222;30;0.027125828464163
"149";"SAR1_0";30;0.7;0.70674408782;367;0.407777777778;30;0.141206386519843
"150";"SAR1_0";30;0.7;0.659948939153;412;0.457777777778;30;0.121922052005127
"151";"SAR1_0";30;0.7;0.742996933871;842;0.935555555556;30;0.00812295455373353
"152";"SAR1_0";30;0.7;0.678734586599;439;0.487777777778;30;0.102734079046582
"153";"SAR1_0";30;0.7;0.695067506452;475;0.527777777778;30;0.0824863126691161
"154";"SAR1_0";30;0.7;0.697250935216;568;0.631111111111;30;0.0478701971535986
"155";"SAR1_0";30;0.7;0.693825521456;380;0.422222222222;30;0.135738741360871
"156";"SAR1_0";30;0.7;0.63102227737;731;0.812222222222;30;0.0174463500991005
"157";"SAR1_0";30;0.7;0.679387935663;754;0.837777777778;30;0.0147388271668802
"158";"SAR1_0";30;0.7;0.742423646938;732;0.813333333333;30;0.0166909020657339
"159";"SAR1_0";30;0.7;0.694649699345;795;0.883333333333;30;0.0111748498998754
"160";"SAR1_0";30;0.7;0.6890012539;791;0.878888888889;30;0.0114889598123512
"161";"SAR1_0";30;0.7;0.698689276503;628;0.697777777778;30;0.033028223004199
"162";"SAR1_0";30;0.7;0.696663150226;366;0.406666666667;30;0.144441556032673
"163";"SAR1_0";30;0.7;0.690928801981;673;0.747777777778;30;0.0249330303743423
"164";"SAR1_0";30;0.7;0.721044876047;390;0.433333333333;30;0.123431269830881
"165";"SAR1_0";30;0.7;0.782448101938;579;0.643333333333;30;0.0414306086920982
"166";"SAR1_0";30;0.7;0.679515690766;384;0.426666666667;30;0.136347659990349
"167";"SAR1_0";30;0.7;0.755026544116;838;0.931111111111;30;0.00833650076318228
"168";"SAR1_0";30;0.7;0.680948559806;698;0.775555555556;30;0.021307024263442
"169";"SAR1_0";30;0.7;0.671524187426;582;0.646666666667;30;0.0449431837364799
