"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR1_0";30;0;0.114925408655;706;0.784444444444;30;0.0246771955724798
"2";"SAR1_1";30;0;0.0457666562399;695;0.772222222222;30;0.027472196441623
"3";"SAR1_2";30;0;-0.0137284341894;680;0.755555555556;30;0.0315148266023872
"4";"SAR1_3";30;0;-0.00036319018225;556;0.617777777778;30;0.0823022390907152
"5";"SAR1_4";30;0;0.0162432018587;740;0.822222222222;30;0.0192972378973184
"6";"SAR1_0";30;0;-0.00691265260079;761;0.845555555556;30;0.0163530897406399
"7";"SAR1_1";30;0;-0.0106142599057;772;0.857777777778;30;0.0149603478875185
"8";"SAR1_2";30;0;-0.135057747832;534;0.593333333333;30;0.101996529065149
"9";"SAR1_3";30;0;-0.0242383587311;757;0.841111111111;30;0.0169510644629186
"10";"SAR1_4";30;0;0.0709591857084;566;0.628888888889;30;0.0740484092745584
"11";"SAR1_0";30;0;0.042926098126;865;0.961111111111;30;0.00697169746597398
"12";"SAR1_1";30;0;0.0087993438365;555;0.616666666667;30;0.0826067848120188
"13";"SAR1_2";30;0;0.063964518425;768;0.853333333333;30;0.0152509037593996
"14";"SAR1_3";30;0;0.0114014076182;527;0.585555555556;30;0.10151198642472
"15";"SAR1_4";30;0;-0.0269010969043;785;0.872222222222;30;0.0134854392482007
"16";"SAR1_0";30;0;0.0144234005784;796;0.884444444444;30;0.0122542986959467
"17";"SAR1_1";30;0;0.0146706753624;552;0.613333333333;30;0.0842719852301871
"18";"SAR1_2";30;0;0.00383784002402;689;0.765555555556;30;0.0291743902021556
"19";"SAR1_3";30;0;-0.0461297960146;521;0.578888888889;30;0.108619327011097
"20";"SAR1_4";30;0;-0.00118260849191;749;0.832222222222;30;0.018008397596158
"21";"SAR1_0";30;0;0.0525641999318;882;0.98;30;0.00607260111740984
"22";"SAR1_1";30;0;-0.0438819879052;830;0.922222222222;30;0.00932270337145892
"23";"SAR1_2";30;0;0.00208391985645;633;0.703333333333;30;0.0455010160432317
"24";"SAR1_3";30;0;0.0286702158924;855;0.95;30;0.00756492549035008
"25";"SAR1_4";30;0;0.0228392054738;736;0.817777777778;30;0.019900511338283
"26";"SAR1_0";30;0;-0.0695216582248;701;0.778888888889;30;0.0270269773173966
"27";"SAR1_1";30;0;0.0259293532637;689;0.765555555556;30;0.0289857023284928
"28";"SAR1_2";30;0;-0.0299576491876;578;0.642222222222;30;0.0705038444432988
"29";"SAR1_3";30;0;-0.0305080122598;677;0.752222222222;30;0.0324422274734363
"30";"SAR1_4";30;0;-0.0136286601644;660;0.733333333333;30;0.0369612285881877
"31";"SAR1_0";30;0;0.0290689500444;821;0.912222222222;30;0.00998077435563432
"32";"SAR1_1";30;0;0.0258682817934;590;0.655555555556;30;0.0629306366505909
"33";"SAR1_2";30;0;-0.0504585694957;570;0.633333333333;30;0.0755181625376463
"34";"SAR1_3";30;0;-0.0226639172788;835;0.927777777778;30;0.00893297485553532
"35";"SAR1_4";30;0;-0.0273670492841;521;0.578888888889;30;0.10780216193887
"36";"SAR1_0";30;0;-0.00539375012666;884;0.982222222222;30;0.00596180799935868
"37";"SAR1_1";30;0;0.0130292192406;630;0.7;30;0.0464014000614616
"38";"SAR1_2";30;0;0.0450703496636;713;0.792222222222;30;0.0238034437929898
"39";"SAR1_3";30;0;-0.00162934031637;809;0.898888888889;30;0.0110411717906449
"40";"SAR1_4";30;0;0.0334446269306;708;0.786666666667;30;0.0248520703952163
"41";"SAR1_0";30;0;0.0160001254007;698;0.775555555556;30;0.0270528278902867
"42";"SAR1_1";30;0;-0.0356567714296;552;0.613333333333;30;0.0860175890438608
"43";"SAR1_2";30;0;-0.0249103954496;692;0.768888888889;30;0.0287159616410705
"44";"SAR1_3";30;0;-0.0264199048971;789;0.876666666667;30;0.0130490073789601
"45";"SAR1_4";30;0;-0.0387520613774;856;0.951111111111;30;0.00751338723068761
"46";"SAR1_0";30;0;0.0166605440284;879;0.976666666667;30;0.00621638677759784
"47";"SAR1_1";30;0;0.0418918753233;663;0.736666666667;30;0.0354446730264327
"48";"SAR1_2";30;0;-0.0375290339503;862;0.957777777778;30;0.00714840399587837
"49";"SAR1_3";30;0;0.0247913666422;697;0.774444444444;30;0.0272020454147993
"50";"SAR1_4";30;0;-0.0160889910097;616;0.684444444444;30;0.052309372797345
"51";"SAR1_0";30;0;0.0930334325038;739;0.821111111111;30;0.0191143133854
"52";"SAR1_1";30;0;-0.0306405702649;657;0.73;30;0.0380592142066454
"53";"SAR1_2";30;0;-0.0234237578122;821;0.912222222222;30;0.0100262175210728
"54";"SAR1_3";30;0;-0.0177200230581;590;0.655555555556;30;0.0640128496559495
"55";"SAR1_4";30;0;-0.0177654418228;846;0.94;30;0.00815622401912047
"56";"SAR1_0";30;0;0.013051455968;678;0.753333333333;30;0.0317636297809427
"57";"SAR1_1";30;0;0.0384737235049;596;0.662222222222;30;0.0597993108915005
"58";"SAR1_2";30;0;-0.0256702399559;822;0.913333333333;30;0.0099458464207086
"59";"SAR1_3";30;0;0.014174354438;542;0.602222222222;30;0.0907958116904784
"60";"SAR1_4";30;0;-0.039333438147;803;0.892222222222;30;0.0116486907953346
"61";"SAR1_0";30;0;-0.0270476145284;813;0.903333333333;30;0.0107127614253088
"62";"SAR1_1";30;0;0.0943562446736;582;0.646666666667;30;0.0649614048229626
"63";"SAR1_2";30;0;0.0146998355531;827;0.918888888889;30;0.00951520503139421
"64";"SAR1_3";30;0;0.0324266514274;835;0.927777777778;30;0.0089032917447994
"65";"SAR1_4";30;0;-0.0513011518497;582;0.646666666667;30;0.0689282810534479
"66";"SAR1_0";30;0;0.0558804602;766;0.851111111111;30;0.0155212038983108
"67";"SAR1_1";30;0;-0.0422602175242;809;0.898888888889;30;0.0110895682780945
"68";"SAR1_2";30;0;-0.0243121312633;609;0.676666666667;30;0.0554040323911561
"69";"SAR1_3";30;0;0.0139262535613;542;0.602222222222;30;0.090805463416949
"70";"SAR1_4";30;0;0.0186108595458;530;0.588888888889;30;0.0989961658510657
"71";"SAR1_0";30;0;0.0197138290688;590;0.655555555556;30;0.0630860462529782
"72";"SAR1_1";30;0;-0.0729456648615;766;0.851111111111;30;0.0158858724548793
"73";"SAR1_2";30;0;-0.00392881206782;862;0.957777777778;30;0.00714655513840249
"74";"SAR1_3";30;0;0.0299506722566;603;0.67;30;0.0568598413408495
"75";"SAR1_4";30;0;-0.0597223546695;823;0.914444444444;30;0.00989184448409754
"76";"SAR1_0";30;0;0.0365668858322;583;0.647777777778;30;0.0660946501836056
"77";"SAR1_1";30;0;-0.0531227259757;731;0.812222222222;30;0.0210868388057575
"78";"SAR1_2";30;0;-0.0612080440276;713;0.792222222222;30;0.0244645002687266
"79";"SAR1_3";30;0;-0.0133185245418;545;0.605555555556;30;0.0898246403673306
"80";"SAR1_4";30;0;0.0446373388039;601;0.667777777778;30;0.0574053093694271
"81";"SAR1_0";30;0;-0.0163953945993;793;0.881111111111;30;0.012610247489536
"82";"SAR1_1";30;0;0.0889835746507;832;0.924444444444;30;0.00908914865535465
"83";"SAR1_2";30;0;0.0490988808777;617;0.685555555556;30;0.0506525894505749
"84";"SAR1_3";30;0;-0.0126154674408;645;0.716666666667;30;0.0416105622372342
"85";"SAR1_4";30;0;0.00620930465304;773;0.858888888889;30;0.0147964693679499
"86";"SAR1_0";30;0;-0.0685118407276;828;0.92;30;0.0094954448593047
"87";"SAR1_1";30;0;0.0795058284202;630;0.7;30;0.0452640058514661
"88";"SAR1_2";30;0;0.0243676419655;733;0.814444444444;30;0.0203801959325588
"89";"SAR1_3";30;0;-0.00853498747635;817;0.907777777778;30;0.0103475836822539
"90";"SAR1_4";30;0;0.0746803502892;815;0.905555555556;30;0.0104332619095568
"91";"SAR1_0";30;0;0.00584266648903;737;0.818888888889;30;0.0198170805935798
"92";"SAR1_1";30;0;-0.0148539967309;608;0.675555555556;30;0.0556434134117575
"93";"SAR1_2";30;0;-0.0402651803879;786;0.873333333333;30;0.0134014308798541
"94";"SAR1_3";30;0;0.0111673539634;707;0.785555555556;30;0.0252035627496899
"95";"SAR1_4";30;0;0.0211638983671;817;0.907777777778;30;0.0103187595953371
"96";"SAR1_0";30;0;0.0450663562216;819;0.91;30;0.0101298650123272
"97";"SAR1_1";30;0;0.0341018374943;582;0.646666666667;30;0.0666674696885885
"98";"SAR1_2";30;0;-0.0247445694305;683;0.758888888889;30;0.0308666895143824
"99";"SAR1_3";30;0;-0.0174660756585;786;0.873333333333;30;0.0133566970784853
"100";"SAR1_4";30;0;-0.0230246454555;492;0.546666666667;30;0.13248109090838
"101";"SAR1_0";30;0;-0.0670425661153;710;0.788888888889;30;0.0251053471179383
"102";"SAR1_1";30;0;0.0431876263003;676;0.751111111111;30;0.0319698945890063
"103";"SAR1_2";30;0;-0.00932830211676;667;0.741111111111;30;0.0349124316751743
"104";"SAR1_3";30;0;0.0434593682711;875;0.972222222222;30;0.00642678582613257
"105";"SAR1_4";30;0;-0.0575433093873;802;0.891111111111;30;0.0117706328123839
