VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;10;0;-0.000270254;82;0.82;30;0.019684391;0
SAR;10;0;0.047560869;53;0.53;30;0.142508887;0
SAR;10;0;0.003433311;68;0.68;30;0.053577774;0
SAR;10;0;0.025780865;81;0.81;30;0.021040059;0
SAR;10;0;0.021458522;78;0.78;30;0.026160433;0
SAR;10;0;-0.029886902;75;0.75;30;0.03295983;0
SAR;10;0;0.041052006;97;0.97;30;0.006532038;0
SAR;10;0;-0.006715322;89;0.89;30;0.011795524;0
SAR;10;0;0.012109291;59;0.59;30;0.098551625;0
SAR;10;0;-0.005024301;94;0.94;30;0.008152147;0
SAR;10;0;-0.03667231;59;0.59;30;0.100571684;0
SAR;10;0;0.016196258;67;0.67;30;0.057165511;0
SAR;10;0;0.012326044;73;0.73;30;0.037532024;0
SAR;10;0;-0.002818262;80;0.8;30;0.022781869;0
SAR;10;0;0.014833958;65;0.65;30;0.065673027;0
SAR;10;0;0.028159245;58;0.58;30;0.104503514;0
SAR;10;0;0.027169815;53;0.53;30;0.143891299;0
SAR;10;0;0.023364158;60;0.6;30;0.091783653;0
SAR;10;0;0.029381997;85;0.85;30;0.01572387;0
SAR;10;0;0.016062426;64;0.64;30;0.070297288;0
SAR;10;0;0.027616119;53;0.53;30;0.143861477;0
SAR;10;0;-0.01424288;88;0.88;30;0.012710274;0
SAR;10;0;0.038714091;72;0.72;30;0.039929637;0
SAR;10;0;-0.019371168;64;0.64;30;0.071296141;0
SAR;10;0;0.014673376;88;0.88;30;0.012659678;0
SAR;10;0;-0.033895525;91;0.91;30;0.010202317;0
SAR;10;0;0.031135174;94;0.94;30;0.008140563;0
SAR;10;0;-0.045226324;65;0.65;30;0.067209006;0
SAR;10;0;-0.039787433;62;0.62;30;0.08236001;0
SAR;10;0;0.015730929;62;0.62;30;0.080536641;0
SAR;10;0;0.029378246;84;0.84;30;0.016910523;0
SAR;10;0;-0.002050699;92;0.92;30;0.009449407;0
SAR;10;0;-0.044138176;77;0.77;30;0.02863844;0
SAR;10;0;0.027800931;80;0.8;30;0.022607061;0
SAR;10;0;0.007251912;62;0.62;30;0.080822217;0
SAR;10;0;-0.006338595;71;0.71;30;0.043533318;0
SAR;10;0;0.013842366;61;0.61;30;0.08620854;0
SAR;10;0;0.029891635;63;0.63;30;0.07481964;0
SAR;10;0;0.043095884;51;0.51;30;0.161490621;1
SAR;10;0;0.033172581;95;0.95;30;0.007564187;0
SAR;10;0;-0.048594373;98;0.98;30;0.006052215;0
SAR;10;0;7.41E-05;65;0.65;30;0.066058659;0
SAR;10;0;0.017779707;81;0.81;30;0.021080501;0
SAR;10;0;-0.029669704;54;0.54;30;0.138570444;0
SAR;10;0;0.005637839;53;0.53;30;0.145307035;0
SAR;10;0;0.031577032;68;0.68;30;0.053009144;0
SAR;10;0;0.009985659;67;0.67;30;0.05730238;0
SAR;10;0;-0.003550556;94;0.94;30;0.008151675;0
