VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;10;0.5;0.451396569;96;0.96;30;0.007018084;0
SAR;10;0.5;0.496372527;90;0.9;30;0.010352991;0
SAR;10;0.5;0.486508248;51;0.51;30;0.116006958;0
SAR;10;0.5;0.497890382;95;0.95;30;0.007487572;0
SAR;10;0.5;0.547124765;78;0.78;30;0.021934413;0
SAR;10;0.5;0.456273692;94;0.94;30;0.008003035;0
SAR;10;0.5;0.530446479;49;0.49;30;0.123203995;0
SAR;10;0.5;0.545990391;75;0.75;30;0.026448832;0
SAR;10;0.5;0.509210905;69;0.69;30;0.03913448;0
SAR;10;0.5;0.464674172;59;0.59;30;0.074471204;0
SAR;10;0.5;0.510978011;84;0.84;30;0.015186968;0
SAR;10;0.5;0.543789678;58;0.58;30;0.073649641;0
SAR;10;0.5;0.482561593;55;0.55;30;0.092802438;0
SAR;10;0.5;0.493885491;69;0.69;30;0.039500483;0
SAR;10;0.5;0.453123662;76;0.76;30;0.025874613;0
SAR;10;0.5;0.527392438;85;0.85;30;0.01419317;0
SAR;10;0.5;0.520380404;68;0.68;30;0.041330968;0
SAR;10;0.5;0.50084278;96;0.96;30;0.007016803;0
SAR;10;0.5;0.456157099;97;0.97;30;0.006571507;0
SAR;10;0.5;0.540475109;79;0.79;30;0.020656647;0
SAR;10;0.5;0.521611294;63;0.63;30;0.055939253;0
SAR;10;0.5;0.48100534;96;0.96;30;0.007017317;0
SAR;10;0.5;0.479918048;97;0.97;30;0.006573758;0
SAR;10;0.5;0.504458941;40;0.4;30;0.20069537;0
SAR;10;0.5;0.509029492;83;0.83;30;0.016197193;0
SAR;10;0.5;0.497497707;83;0.83;30;0.016247589;0
SAR;10;0.5;0.491888874;48;0.48;30;0.135879032;0
SAR;10;0.5;0.504016579;65;0.65;30;0.050216686;0
SAR;10;0.5;0.540356919;62;0.62;30;0.058487905;0
SAR;10;0.5;0.455716802;70;0.7;30;0.037926173;0
SAR;10;0.5;0.505054094;48;0.48;30;0.133850186;0
SAR;10;0.5;0.547686346;68;0.68;30;0.040601439;0
SAR;10;0.5;0.482217244;76;0.76;30;0.025558271;0
SAR;10;0.5;0.482473954;38;0.38;30;0.226988627;0
SAR;10;0.5;0.522449919;71;0.71;30;0.034308212;0
SAR;10;0.5;0.49658211;56;0.56;30;0.086428277;0
SAR;10;0.5;0.510579403;91;0.91;30;0.009690774;0
SAR;10;0.5;0.508335643;45;0.45;30;0.155974575;0
SAR;10;0.5;0.498768086;79;0.79;30;0.020973516;0
SAR;10;0.5;0.507791707;69;0.69;30;0.039168441;0
SAR;10;0.5;0.53164916;49;0.49;30;0.123030285;0
SAR;10;0.5;0.452423418;65;0.65;30;0.052046985;0
SAR;10;0.5;0.464217914;64;0.64;30;0.054928439;0
