VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;10;-0.3;-0.343645833;81;0.81;30;0.022780496;0
SAR;10;-0.3;-0.275444063;54;0.54;30;0.150221828;0
SAR;10;-0.3;-0.273029469;75;0.75;30;0.035187685;0
SAR;10;-0.3;-0.328742456;98;0.98;30;0.005995409;0
SAR;10;-0.3;-0.250515043;96;0.96;30;0.007036247;0
SAR;10;-0.3;-0.309574457;73;0.73;30;0.041125548;0
SAR;10;-0.3;-0.29893805;97;0.97;30;0.006499529;0
SAR;10;-0.3;-0.341198017;90;0.9;30;0.011337777;0
SAR;10;-0.3;-0.26905122;76;0.76;30;0.032647278;0
SAR;10;-0.3;-0.333086506;80;0.8;30;0.024528552;0
SAR;10;-0.3;-0.302437015;34;0.34;30;0.433168036;1
SAR;10;-0.3;-0.268763121;71;0.71;30;0.047093207;0
SAR;10;-0.3;-0.275761812;57;0.57;30;0.124039736;0
SAR;10;-0.3;-0.311420022;78;0.78;30;0.028393569;0
SAR;10;-0.3;-0.284740603;89;0.89;30;0.012187244;0
SAR;10;-0.3;-0.32218648;87;0.87;30;0.014303373;0
SAR;10;-0.3;-0.289851899;64;0.64;30;0.077782299;0
SAR;10;-0.3;-0.27880543;57;0.57;30;0.124137881;0
SAR;10;-0.3;-0.263129062;75;0.75;30;0.035103702;0
SAR;10;-0.3;-0.334456304;86;0.86;30;0.015484853;0
SAR;10;-0.3;-0.325386708;47;0.47;30;0.230580295;1
SAR;10;-0.3;-0.320531007;69;0.69;30;0.055108996;0
SAR;10;-0.3;-0.282642829;81;0.81;30;0.022511444;0
SAR;10;-0.3;-0.256567699;89;0.89;30;0.012148367;0
SAR;10;-0.3;-0.292570467;81;0.81;30;0.022555733;0
SAR;10;-0.3;-0.342603223;97;0.97;30;0.006495342;0
SAR;10;-0.3;-0.306240947;70;0.7;30;0.051105057;0
SAR;10;-0.3;-0.323056983;98;0.98;30;0.005996567;0
SAR;10;-0.3;-0.271624335;94;0.94;30;0.008236989;0
SAR;10;-0.3;-0.2621594;87;0.87;30;0.014185619;0
SAR;10;-0.3;-0.344108546;98;0.98;30;0.005992278;0
SAR;10;-0.3;-0.33506257;84;0.84;30;0.018075159;0
SAR;10;-0.3;-0.318659792;94;0.94;30;0.008251854;0
SAR;10;-0.3;-0.291362363;94;0.94;30;0.008243231;0
SAR;10;-0.3;-0.254772725;45;0.45;30;0.253651073;1
SAR;10;-0.3;-0.34486986;71;0.71;30;0.047987531;0
SAR;10;-0.3;-0.292424973;82;0.82;30;0.02090585;0
SAR;10;-0.3;-0.304816253;82;0.82;30;0.020954676;0
SAR;10;-0.3;-0.339786222;92;0.92;30;0.009680575;0
SAR;10;-0.3;-0.250875683;67;0.67;30;0.062397603;0
SAR;10;-0.3;-0.255362495;59;0.59;30;0.108182202;0
SAR;10;-0.3;-0.252808672;72;0.72;30;0.043617591;0
SAR;10;-0.3;-0.323710827;82;0.82;30;0.02102865;0
SAR;10;-0.3;-0.272813468;63;0.63;30;0.082960112;0
SAR;10;-0.3;-0.315527516;81;0.81;30;0.022657401;0
SAR;10;-0.3;-0.328170867;81;0.81;30;0.022712945;0
SAR;10;-0.3;-0.287127404;97;0.97;30;0.006500661;0
SAR;10;-0.3;-0.261734476;98;0.98;30;0.006009043;0
SAR;10;-0.3;-0.317438418;79;0.79;30;0.026370232;0
SAR;10;-0.3;-0.330383175;95;0.95;30;0.007623554;0
SAR;10;-0.3;-0.287167985;61;0.61;30;0.09543348;0
SAR;10;-0.3;-0.32833251;94;0.94;30;0.008254906;0
SAR;10;-0.3;-0.264799019;67;0.67;30;0.062633965;0
SAR;10;-0.3;-0.281911648;93;0.93;30;0.008914264;0
SAR;10;-0.3;-0.281737705;54;0.54;30;0.15045996;0
SAR;10;-0.3;-0.267723895;76;0.76;30;0.03263706;0
SAR;10;-0.3;-0.334844921;93;0.93;30;0.008940017;0
SAR;10;-0.3;-0.332366732;56;0.56;30;0.134161987;0
SAR;10;-0.3;-0.317488742;85;0.85;30;0.016686744;0
SAR;10;-0.3;-0.324124537;91;0.91;30;0.010463225;0
SAR;10;-0.3;-0.320675426;87;0.87;30;0.014300429;0
SAR;10;-0.3;-0.270603272;2;0.02;30;0.886203375;1
SAR;10;-0.3;-0.303478885;69;0.69;30;0.05487469;0
SAR;10;-0.3;-0.292710941;82;0.82;30;0.020906979;0
SAR;10;-0.3;-0.273011121;48;0.48;30;0.21538924;1
SAR;10;-0.3;-0.314692926;74;0.74;30;0.038258586;0
SAR;10;-0.3;-0.294107822;61;0.61;30;0.095605784;0
SAR;10;-0.3;-0.250107951;93;0.93;30;0.008898747;0
SAR;10;-0.3;-0.311897825;67;0.67;30;0.063407561;0
SAR;10;-0.3;-0.329997882;75;0.75;30;0.035659808;0
SAR;10;-0.3;-0.262866514;2;0.02;30;0.886174995;1
SAR;10;-0.3;-0.257684724;64;0.64;30;0.077113886;0
SAR;10;-0.3;-0.314061415;62;0.62;30;0.089791465;0
SAR;10;-0.3;-0.26929557;61;0.61;30;0.094981839;0
SAR;10;-0.3;-0.33416891;78;0.78;30;0.028532093;0
SAR;10;-0.3;-0.279196394;72;0.72;30;0.043912498;0
SAR;10;-0.3;-0.312182941;80;0.8;30;0.024425737;0
SAR;10;-0.3;-0.287193266;92;0.92;30;0.009645038;0
SAR;10;-0.3;-0.339949502;96;0.96;30;0.007038558;0
SAR;10;-0.3;-0.289416092;63;0.63;30;0.083326301;0
SAR;10;-0.3;-0.280556967;64;0.64;30;0.077591901;0
SAR;10;-0.3;-0.282404007;76;0.76;30;0.032749577;0
SAR;10;-0.3;-0.278479267;37;0.37;30;0.379448424;1
SAR;10;-0.3;-0.322840462;55;0.55;30;0.142675473;0
SAR;10;-0.3;-0.315477592;66;0.66;30;0.068100912;0
SAR;10;-0.3;-0.342048643;68;0.68;30;0.059503445;0
SAR;10;-0.3;-0.335453645;92;0.92;30;0.009677654;0
SAR;10;-0.3;-0.296898453;66;0.66;30;0.067778919;0
SAR;10;-0.3;-0.300349119;76;0.76;30;0.032885664;0
SAR;10;-0.3;-0.280546672;49;0.49;30;0.203636196;1
SAR;10;-0.3;-0.349756515;76;0.76;30;0.033252088;0
SAR;10;-0.3;-0.342681838;64;0.64;30;0.078822853;0
SAR;10;-0.3;-0.266874045;94;0.94;30;0.008235486;0
SAR;10;-0.3;-0.340387226;93;0.93;30;0.008942708;0
SAR;10;-0.3;-0.2881839;55;0.55;30;0.141489;0
SAR;10;-0.3;-0.250154939;95;0.95;30;0.007610497;0
SAR;10;-0.3;-0.341733883;75;0.75;30;0.035754719;0
SAR;10;-0.3;-0.33416891;78;0.78;30;0.028532093;0
SAR;10;-0.3;-0.279196394;72;0.72;30;0.043912498;0
SAR;10;-0.3;-0.312182941;80;0.8;30;0.024425737;0
SAR;10;-0.3;-0.338552795;63;0.63;30;0.084364171;0
SAR;10;-0.3;-0.303374983;52;0.52;30;0.171163305;1
SAR;10;-0.3;-0.291212383;77;0.77;30;0.03046289;0
SAR;10;-0.3;-0.29736363;59;0.59;30;0.109388233;0
SAR;10;-0.3;-0.268622959;78;0.78;30;0.028128026;0
SAR;10;-0.3;-0.254570353;69;0.69;30;0.05418024;0
SAR;10;-0.3;-0.297699442;96;0.96;30;0.007037466;0
SAR;10;-0.3;-0.260906651;87;0.87;30;0.014183144;0
SAR;10;-0.3;-0.327329374;86;0.86;30;0.015468656;0
SAR;10;-0.3;-0.321323494;90;0.9;30;0.011315654;0
SAR;10;-0.3;-0.328943898;68;0.68;30;0.059313725;0
SAR;10;-0.3;-0.316794176;71;0.71;30;0.047664734;0
SAR;10;-0.3;-0.260845382;63;0.63;30;0.082691198;0
SAR;10;-0.3;-0.27058182;74;0.74;30;0.037854924;0
SAR;10;-0.3;-0.341796919;88;0.88;30;0.013264656;0
SAR;10;-0.3;-0.343187221;58;0.58;30;0.118146891;0
SAR;10;-0.3;-0.262404746;50;0.5;30;0.191164225;1
SAR;10;-0.3;-0.263107918;54;0.54;30;0.149747057;0
SAR;10;-0.3;-0.334709138;54;0.54;30;0.152358098;0
SAR;10;-0.3;-0.309399822;59;0.59;30;0.109719709;0
SAR;10;-0.3;-0.275528564;66;0.66;30;0.067399932;0
SAR;10;-0.3;-0.277353817;2;0.02;30;0.886227222;1
SAR;10;-0.3;-0.292723776;76;0.76;30;0.032828032;0
SAR;10;-0.3;-0.320240443;62;0.62;30;0.089930127;0
SAR;10;-0.3;-0.263717713;98;0.98;30;0.00600864;0
SAR;10;-0.3;-0.324503072;58;0.58;30;0.117627898;0
SAR;10;-0.3;-0.255468535;97;0.97;30;0.006503694;0
SAR;10;-0.3;-0.311956314;94;0.94;30;0.008249737;0
SAR;10;-0.3;-0.304106797;79;0.79;30;0.026296656;0
SAR;10;-0.3;-0.250131395;76;0.76;30;0.032500811;0
SAR;10;-0.3;-0.325057883;75;0.75;30;0.035619618;0
SAR;10;-0.3;-0.261457635;65;0.65;30;0.07201225;0
SAR;10;-0.3;-0.349240382;91;0.91;30;0.010485395;0
SAR;10;-0.3;-0.336960449;63;0.63;30;0.084331596;0
SAR;10;-0.3;-0.345118079;2;0.02;30;0.886425436;1
SAR;10;-0.3;-0.347800985;81;0.81;30;0.022798552;0
SAR;10;-0.3;-0.332131122;74;0.74;30;0.038414502;0
SAR;10;-0.3;-0.260928769;75;0.75;30;0.035084959;0
SAR;10;-0.3;-0.331960295;2;0.02;30;0.886392211;1
SAR;10;-0.3;-0.258744913;78;0.78;30;0.02806582;0
SAR;10;-0.3;-0.322541191;52;0.52;30;0.171911185;1
SAR;10;-0.3;-0.261757408;43;0.43;30;0.282614821;1
SAR;10;-0.3;-0.292251995;87;0.87;30;0.014244857;0
SAR;10;-0.3;-0.305129897;92;0.92;30;0.009657177;0
SAR;10;-0.3;-0.2634937;2;0.02;30;0.886177338;1
SAR;10;-0.3;-0.266456557;98;0.98;30;0.006008083;0
SAR;10;-0.3;-0.293689321;84;0.84;30;0.017949625;0
SAR;10;-0.3;-0.296494644;38;0.38;30;0.363742568;1
SAR;10;-0.3;-0.282518443;98;0.98;30;0.006004817;0
SAR;10;-0.3;-0.3105539;69;0.69;30;0.054972392;0
SAR;10;-0.3;-0.258871445;62;0.62;30;0.088499263;0
SAR;10;-0.3;-0.334196528;71;0.71;30;0.04786579;0
SAR;10;-0.3;-0.280431651;85;0.85;30;0.01658834;0
SAR;10;-0.3;-0.289276546;95;0.95;30;0.007616867;0
SAR;10;-0.3;-0.327831877;66;0.66;30;0.068311196;0
SAR;10;-0.3;-0.322691521;80;0.8;30;0.024477557;0
SAR;10;-0.3;-0.250080553;89;0.89;30;0.012139388;0
SAR;10;-0.3;-0.343576882;64;0.64;30;0.078839881;0
