VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;10;-0.5;-0.526332902;79;0.79;30;0.027454926;0
SAR;10;-0.5;-0.47985543;76;0.76;30;0.034159383;0
SAR;10;-0.5;-0.495990116;61;0.61;30;0.099915946;0
SAR;10;-0.5;-0.5167147;67;0.67;30;0.066326893;0
SAR;10;-0.5;-0.522333941;65;0.65;30;0.076387721;0
SAR;10;-0.5;-0.537755664;72;0.72;30;0.046469166;0
SAR;10;-0.5;-0.492629883;74;0.74;30;0.039753436;0
SAR;10;-0.5;-0.53670156;78;0.78;30;0.029685229;0
SAR;10;-0.5;-0.475412593;2;0.02;30;0.886656258;1
SAR;10;-0.5;-0.507025634;95;0.95;30;0.007652215;0
SAR;10;-0.5;-0.519311685;75;0.75;30;0.037094052;0
SAR;10;-0.5;-0.538353921;78;0.78;30;0.029694048;0
SAR;10;-0.5;-0.484442017;93;0.93;30;0.009012294;0
SAR;10;-0.5;-0.497348403;79;0.79;30;0.027312063;0
SAR;10;-0.5;-0.500436449;77;0.77;30;0.031808569;0
SAR;10;-0.5;-0.466311253;71;0.71;30;0.049290002;0
SAR;10;-0.5;-0.471191769;91;0.91;30;0.01059209;0
SAR;10;-0.5;-0.476390485;54;0.54;30;0.156584603;1
SAR;10;-0.5;-0.450371379;90;0.9;30;0.011458143;0
SAR;10;-0.5;-0.456838955;87;0.87;30;0.014561452;0
SAR;10;-0.5;-0.48307713;83;0.83;30;0.02001286;0
SAR;10;-0.5;-0.509221926;82;0.82;30;0.021724148;0
SAR;10;-0.5;-0.467626827;53;0.53;30;0.166296519;1
SAR;10;-0.5;-0.513653838;89;0.89;30;0.012496062;0
SAR;10;-0.5;-0.504145725;87;0.87;30;0.014650103;0
SAR;10;-0.5;-0.518183098;73;0.73;30;0.043016889;0
SAR;10;-0.5;-0.517487804;72;0.72;30;0.046289934;0
SAR;10;-0.5;-0.51174734;61;0.61;30;0.100199399;0
SAR;10;-0.5;-0.514593567;97;0.97;30;0.006478824;0
SAR;10;-0.5;-0.4522273;76;0.76;30;0.033973634;0
SAR;10;-0.5;-0.54445222;84;0.84;30;0.018683291;0
SAR;10;-0.5;-0.512161276;85;0.85;30;0.0171855;0
SAR;10;-0.5;-0.519201801;55;0.55;30;0.148128623;1
SAR;10;-0.5;-0.478717909;94;0.94;30;0.008302198;0
SAR;10;-0.5;-0.509223278;76;0.76;30;0.034352776;0
SAR;10;-0.5;-0.482515061;77;0.77;30;0.031700427;0
SAR;10;-0.5;-0.461728297;81;0.81;30;0.023280175;0
SAR;10;-0.5;-0.47964762;83;0.83;30;0.020001751;0
SAR;10;-0.5;-0.520590848;60;0.6;30;0.107278382;0
SAR;10;-0.5;-0.503988529;57;0.57;30;0.130146125;0
SAR;10;-0.5;-0.450067716;82;0.82;30;0.021508466;0
SAR;10;-0.5;-0.540292151;78;0.78;30;0.029704381;0
SAR;10;-0.5;-0.47920973;78;0.78;30;0.029372474;0
SAR;10;-0.5;-0.52894586;98;0.98;30;0.005954504;0
SAR;10;-0.5;-0.52534459;58;0.58;30;0.122432719;0
SAR;10;-0.5;-0.514907314;88;0.88;30;0.013543147;0
SAR;10;-0.5;-0.46958358;70;0.7;30;0.053031124;0
SAR;10;-0.5;-0.541212789;86;0.86;30;0.015940999;0
SAR;10;-0.5;-0.519857261;88;0.88;30;0.013550958;0
SAR;10;-0.5;-0.530903905;2;0.02;30;0.886715929;1
SAR;10;-0.5;-0.45235213;50;0.5;30;0.198554013;1
SAR;10;-0.5;-0.541926314;75;0.75;30;0.037251799;0
SAR;10;-0.5;-0.525412013;85;0.85;30;0.017218325;0
SAR;10;-0.5;-0.456362012;2;0.02;30;0.886631462;1
SAR;10;-0.5;-0.458000519;96;0.96;30;0.007041606;0
SAR;10;-0.5;-0.460045195;78;0.78;30;0.029265663;0
SAR;10;-0.5;-0.450162051;85;0.85;30;0.01703;0
SAR;10;-0.5;-0.547396699;43;0.43;30;0.294998031;1
SAR;10;-0.5;-0.506689314;82;0.82;30;0.021715031;0
SAR;10;-0.5;-0.512789215;66;0.66;30;0.071110156;0
SAR;10;-0.5;-0.511604017;60;0.6;30;0.107111854;0
SAR;10;-0.5;-0.523314143;70;0.7;30;0.053597717;0
SAR;10;-0.5;-0.478113874;89;0.89;30;0.012448953;0
SAR;10;-0.5;-0.500040598;70;0.7;30;0.05335623;0
SAR;10;-0.5;-0.51680497;65;0.65;30;0.076309545;0
SAR;10;-0.5;-0.512425137;78;0.78;30;0.029554564;0
SAR;10;-0.5;-0.48028363;93;0.93;30;0.009010295;0
SAR;10;-0.5;-0.508190489;73;0.73;30;0.042933871;0
SAR;10;-0.5;-0.548818141;93;0.93;30;0.009043164;0
SAR;10;-0.5;-0.545577948;51;0.51;30;0.189729322;1
SAR;10;-0.5;-0.456407841;97;0.97;30;0.006484417;0
SAR;10;-0.5;-0.469754307;98;0.98;30;0.005966624;0
SAR;10;-0.5;-0.514325026;77;0.77;30;0.031891469;0
SAR;10;-0.5;-0.464211527;69;0.69;30;0.056927361;0
SAR;10;-0.5;-0.488805585;88;0.88;30;0.013501817;0
SAR;10;-0.5;-0.536229304;90;0.9;30;0.011551412;0
SAR;10;-0.5;-0.503940489;73;0.73;30;0.042898336;0
SAR;10;-0.5;-0.472012717;90;0.9;30;0.011481768;0
SAR;10;-0.5;-0.489609049;92;0.92;30;0.009780853;0
SAR;10;-0.5;-0.458030246;95;0.95;30;0.007644277;0
SAR;10;-0.5;-0.505731533;79;0.79;30;0.027353635;0
SAR;10;-0.5;-0.491250458;55;0.55;30;0.147471742;1
SAR;10;-0.5;-0.539514976;63;0.63;30;0.087944097;0
SAR;10;-0.5;-0.452569226;62;0.62;30;0.09262429;0
SAR;10;-0.5;-0.451680638;73;0.73;30;0.042450276;0
SAR;10;-0.5;-0.495597756;74;0.74;30;0.039776588;0
SAR;10;-0.5;-0.473925868;87;0.87;30;0.014593594;0
SAR;10;-0.5;-0.54312742;74;0.74;30;0.040139579;0
SAR;10;-0.5;-0.505495433;65;0.65;30;0.076147803;0
SAR;10;-0.5;-0.526311167;65;0.65;30;0.076443595;0
SAR;10;-0.5;-0.529924928;88;0.88;30;0.013566819;0
SAR;10;-0.5;-0.499165767;73;0.73;30;0.042858254;0
SAR;10;-0.5;-0.481218485;57;0.57;30;0.129641616;0
SAR;10;-0.5;-0.522424654;86;0.86;30;0.015900656;0
SAR;10;-0.5;-0.536590186;97;0.97;30;0.006476708;0
SAR;10;-0.5;-0.486064243;79;0.79;30;0.027255781;0
SAR;10;-0.5;-0.504915005;86;0.86;30;0.015862858;0
SAR;10;-0.5;-0.474191339;89;0.89;30;0.012443734;0
SAR;10;-0.5;-0.457107443;71;0.71;30;0.049196528;0
SAR;10;-0.5;-0.505261211;63;0.63;30;0.087404602;0
SAR;10;-0.5;-0.463429125;67;0.67;30;0.065634209;0
SAR;10;-0.5;-0.508103183;88;0.88;30;0.013532396;0
SAR;10;-0.5;-0.518017534;76;0.76;30;0.034409879;0
SAR;10;-0.5;-0.453445162;91;0.91;30;0.010576662;0
SAR;10;-0.5;-0.504657136;90;0.9;30;0.011517258;0
SAR;10;-0.5;-0.489167695;74;0.74;30;0.039726356;0
SAR;10;-0.5;-0.454584886;78;0.78;30;0.029234996;0
SAR;10;-0.5;-0.480944641;84;0.84;30;0.018503677;0
SAR;10;-0.5;-0.486742414;94;0.94;30;0.008304712;0
SAR;10;-0.5;-0.496294116;98;0.98;30;0.005961193;0
SAR;10;-0.5;-0.547860189;67;0.67;30;0.066711213;0
SAR;10;-0.5;-0.517544999;84;0.84;30;0.018607708;0
SAR;10;-0.5;-0.509657061;63;0.63;30;0.087475369;0
SAR;10;-0.5;-0.464709392;57;0.57;30;0.129262528;0
SAR;10;-0.5;-0.469493847;97;0.97;30;0.006483159;0
SAR;10;-0.5;-0.456871962;71;0.71;30;0.049194125;0
SAR;10;-0.5;-0.528868234;96;0.96;30;0.007043436;0
SAR;10;-0.5;-0.526140143;86;0.86;30;0.015908652;0
SAR;10;-0.5;-0.528655664;85;0.85;30;0.017226338;0
SAR;10;-0.5;-0.482143742;2;0.02;30;0.886664448;1
SAR;10;-0.5;-0.514082709;2;0.02;30;0.886699625;1
SAR;10;-0.5;-0.493817443;83;0.83;30;0.02004755;0
SAR;10;-0.5;-0.463168382;65;0.65;30;0.075520229;0
