"";"Var";"N";"RhoReference";"RhoEstimated";"k";"Theta";"r";"SMAUP"
"1";"SAR0_-0.5";15;-0.5;-0.480606543422;174;0.773333333333;30;0.0309012519158807
"2";"SAR1_-0.5";15;-0.5;-0.49702425302;161;0.715555555556;30;0.047628160260014
"3";"SAR2_-0.5";15;-0.5;-0.513091408121;184;0.817777777778;30;0.0221162770658254
"4";"SAR3_-0.5";15;-0.5;-0.511875038614;200;0.888888888889;30;0.0126059322714167
"5";"SAR4_-0.5";15;-0.5;-0.536780541732;183;0.813333333333;30;0.0229822596618659
"6";"SAR5_-0.5";15;-0.5;-0.528705881868;209;0.928888888889;30;0.00911653317336372
"7";"SAR6_-0.5";15;-0.5;-0.549860504577;198;0.88;30;0.0135981213609611
"8";"SAR7_-0.5";15;-0.5;-0.474017131702;185;0.822222222222;30;0.0212278467895106
"9";"SAR8_-0.5";15;-0.5;-0.499188115748;202;0.897777777778;30;0.0117196226597217
"10";"SAR9_-0.5";15;-0.5;-0.501268622749;172;0.764444444444;30;0.0331740142714171
"11";"SAR0_-0.5";15;-0.5;-0.481166740986;162;0.72;30;0.0459599783956734
"12";"SAR1_-0.5";15;-0.5;-0.504756260903;164;0.728888888889;30;0.0432578063311537
"13";"SAR2_-0.5";15;-0.5;-0.52610255699;198;0.88;30;0.0135608014663242
"14";"SAR3_-0.5";15;-0.5;-0.527946163985;211;0.937777777778;30;0.00847185664192378
"15";"SAR4_-0.5";15;-0.5;-0.52104176574;206;0.915555555556;30;0.010164290963707
"16";"SAR5_-0.5";15;-0.5;-0.521566228923;161;0.715555555556;30;0.0478564437222888
"17";"SAR6_-0.5";15;-0.5;-0.525851796587;207;0.92;30;0.0098048953217277
"18";"SAR7_-0.5";15;-0.5;-0.510957459751;211;0.937777777778;30;0.00846593718498577
"19";"SAR8_-0.5";15;-0.5;-0.484131408031;192;0.853333333333;30;0.0166722633322709
"20";"SAR9_-0.5";15;-0.5;-0.456784969002;175;0.777777777778;30;0.0297436328871475
"21";"SAR0_-0.5";15;-0.5;-0.463262587635;192;0.853333333333;30;0.0166221487781238
"22";"SAR1_-0.5";15;-0.5;-0.543432919865;197;0.875555555556;30;0.0140819552699303
"23";"SAR2_-0.5";15;-0.5;-0.518396007218;146;0.648888888889;30;0.0769237326636839
"24";"SAR3_-0.5";15;-0.5;-0.510809747455;161;0.715555555556;30;0.0477570606235474
"25";"SAR4_-0.5";15;-0.5;-0.511565881788;207;0.92;30;0.00979542847739203
