Vname;N;k;RhoReference;RhoEstimated;RCM_bar;RCV_bar
SAR16_30_0.9_60;30;60;0.9;0.91477384;0.08219883;0.17258371
SAR16_30_0.9_600;30;600;0.9;0.91477384;0.02298564;0.14437021
SAR16_30_0.9_720;30;720;0.9;0.91477384;0.01461106;0.08403288
SAR16_30_0.9_810;30;810;0.9;0.91477384;0.00799478;0.03619
SAR16_30_0.9_890;30;890;0.9;0.91477384;0.0012149;0.00226764
SAR16_30_0.9_9;30;9;0.9;0.91477384;0.05555702;0.55604355
SAR16_30_0_120;30;120;0;-0.0912768;0.01022558;0.68694281
SAR16_30_0_20;30;20;0;-0.0912768;0.01361943;0.93370992
SAR16_30_0_240;30;240;0;-0.0912768;0.01441452;0.41467837
SAR16_30_0_360;30;360;0;-0.0912768;0.01395148;0.26135478
SAR16_30_0_4;30;4;0;-0.0912768;0.0061058;0.99466514
SAR16_30_0_40;30;40;0;-0.0912768;0.0145524;0.90014462
SAR16_30_0_480;30;480;0;-0.0912768;0.0104654;0.13968757
SAR16_30_0_60;30;60;0;-0.0912768;0.01461334;0.82898665
SAR16_30_0_600;30;600;0;-0.0912768;0.00815242;0.07345356
SAR16_30_0_720;30;720;0;-0.0912768;0.00531415;0.02242106
SAR16_30_0_810;30;810;0;-0.0912768;0.00354677;0.01494843
SAR16_30_0_890;30;890;0;-0.0912768;0.00075733;0.0029516
SAR16_30_0_9;30;9;0;-0.0912768;0.01031939;0.98747435
SAR16_5_-0.3_10;5;10;-0.3;-0.2986525;0.0471011;0.54679014
SAR16_5_-0.3_13;5;13;-0.3;-0.2986525;0.04079153;0.36825409
SAR16_5_-0.3_15;5;15;-0.3;-0.2986525;0.04279528;0.29940695
SAR16_5_-0.3_18;5;18;-0.3;-0.2986525;0.03370021;0.18442684
SAR16_5_-0.3_20;5;20;-0.3;-0.2986525;0.02453701;0.08423325
SAR16_5_-0.3_22;5;22;-0.3;-0.2986525;0.02159596;0.05483454
SAR16_5_-0.3_24;5;24;-0.3;-0.2986525;0.0121218;0.02425
SAR16_5_-0.3_3;5;3;-0.3;-0.2986525;0.05727427;0.91872629
SAR16_5_-0.3_5;5;5;-0.3;-0.2986525;0.06451462;0.79035781
SAR16_5_-0.5_10;5;10;-0.5;-0.5512103;0.05840847;0.50999222
SAR16_5_-0.5_13;5;13;-0.5;-0.5512103;0.04460226;0.46407731
SAR16_5_-0.5_15;5;15;-0.5;-0.5512103;0.042018;0.3384441
SAR16_5_-0.5_18;5;18;-0.5;-0.5512103;0.03446079;0.18985839
SAR16_5_-0.5_20;5;20;-0.5;-0.5512103;0.02517024;0.07969132
SAR16_5_-0.5_22;5;22;-0.5;-0.5512103;0.02119728;0.04788329
SAR16_5_-0.5_24;5;24;-0.5;-0.5512103;0.00816423;0.01999323
SAR16_5_-0.5_3;5;3;-0.5;-0.5512103;0.05023385;0.92119262
SAR16_5_-0.5_5;5;5;-0.5;-0.5512103;0.04624894;0.80429184
SAR16_5_-0.7_10;5;10;-0.7;-0.7573488;0.05800404;0.53004484
SAR16_5_-0.7_13;5;13;-0.7;-0.7573488;0.04606956;0.48702833
SAR16_5_-0.7_15;5;15;-0.7;-0.7573488;0.03070039;0.35778943
SAR16_5_-0.7_18;5;18;-0.7;-0.7573488;0.03051481;0.25030987
SAR16_5_-0.7_20;5;20;-0.7;-0.7573488;0.01801481;0.17118061
SAR16_5_-0.7_22;5;22;-0.7;-0.7573488;0.01159383;0.08743041
SAR16_5_-0.7_24;5;24;-0.7;-0.7573488;0.00835065;0.03125646
SAR16_5_-0.7_3;5;3;-0.7;-0.7573488;0.0562159;0.87771638
SAR16_5_-0.7_5;5;5;-0.7;-0.7573488;0.05468205;0.74943204
SAR16_5_-0.9_10;5;10;-0.9;-0.8407373;0.06146587;0.47787905
SAR16_5_-0.9_13;5;13;-0.9;-0.8407373;0.02993331;0.39065383
SAR16_5_-0.9_15;5;15;-0.9;-0.8407373;0.02990968;0.33318136
SAR16_5_-0.9_18;5;18;-0.9;-0.8407373;0.02395981;0.22362429
SAR16_5_-0.9_20;5;20;-0.9;-0.8407373;0.02534047;0.10629622
SAR16_5_-0.9_22;5;22;-0.9;-0.8407373;0.01166043;0.04985805
SAR16_5_-0.9_24;5;24;-0.9;-0.8407373;0.00865091;0.0422635
SAR16_5_-0.9_3;5;3;-0.9;-0.8407373;0.05462375;0.90220901
SAR16_5_-0.9_5;5;5;-0.9;-0.8407373;0.07549238;0.72895536
SAR16_5_0.3_10;5;10;0.3;0.27088893;0.04749094;0.36706999
SAR16_5_0.3_13;5;13;0.3;0.27088893;0.06056841;0.30152361
SAR16_5_0.3_15;5;15;0.3;0.27088893;0.04037309;0.19994458
SAR16_5_0.3_18;5;18;0.3;0.27088893;0.03705701;0.11437653
SAR16_5_0.3_20;5;20;0.3;0.27088893;0.02301241;0.05693714
SAR16_5_0.3_22;5;22;0.3;0.27088893;0.0149142;0.05160311
SAR16_5_0.3_24;5;24;0.3;0.27088893;0.01629384;0.02178451
SAR16_5_0.3_3;5;3;0.3;0.27088893;0.06470858;0.8244319
SAR16_5_0.3_5;5;5;0.3;0.27088893;0.06667367;0.70186301
SAR16_5_0.5_10;5;10;0.5;0.52801987;0.07108884;0.31015518
SAR16_5_0.5_13;5;13;0.5;0.52801987;0.05166927;0.19015258
SAR16_5_0.5_15;5;15;0.5;0.52801987;0.05003968;0.18630437
SAR16_5_0.5_18;5;18;0.5;0.52801987;0.03328652;0.08065639
SAR16_5_0.5_20;5;20;0.5;0.52801987;0.0290165;0.0855748
SAR16_5_0.5_22;5;22;0.5;0.52801987;0.01979935;0.05163352
SAR16_5_0.5_24;5;24;0.5;0.52801987;0.0122736;0.03000004
SAR16_5_0.5_3;5;3;0.5;0.52801987;0.08523641;0.75057265
SAR16_5_0.5_5;5;5;0.5;0.52801987;0.09124681;0.52595223
SAR16_5_0.7_10;5;10;0.7;0.67698495;0.06929047;0.24811139
SAR16_5_0.7_13;5;13;0.7;0.67698495;0.05888099;0.21586866
SAR16_5_0.7_15;5;15;0.7;0.67698495;0.05864997;0.17929665
SAR16_5_0.7_18;5;18;0.7;0.67698495;0.04172586;0.11807025
SAR16_5_0.7_20;5;20;0.7;0.67698495;0.032167;0.05981651
SAR16_5_0.7_22;5;22;0.7;0.67698495;0.02067372;0.04707332
SAR16_5_0.7_24;5;24;0.7;0.67698495;0.01041753;0.02336095
SAR16_5_0.7_3;5;3;0.7;0.67698495;0.08957483;0.62548031
SAR16_5_0.7_5;5;5;0.7;0.67698495;0.08952532;0.46520604
SAR16_5_0.9_10;5;10;0.9;0.8792906;0.05168039;0.15598652
SAR16_5_0.9_13;5;13;0.9;0.8792906;0.04577234;0.11606473
SAR16_5_0.9_15;5;15;0.9;0.8792906;0.03913764;0.08314775
SAR16_5_0.9_18;5;18;0.9;0.8792906;0.04221215;0.06078847
SAR16_5_0.9_20;5;20;0.9;0.8792906;0.0296407;0.04000434
SAR16_5_0.9_22;5;22;0.9;0.8792906;0.01456964;0.03729939
SAR16_5_0.9_24;5;24;0.9;0.8792906;0.0123592;0.02361181
SAR16_5_0.9_3;5;3;0.9;0.8792906;0.11328026;0.45601518
SAR16_5_0.9_5;5;5;0.9;0.8792906;0.07649527;0.34293735
SAR16_5_0_10;5;10;0;-0.0181624;0.06895489;0.4609466
SAR16_5_0_13;5;13;0;-0.0181624;0.05141875;0.34291121
SAR16_5_0_15;5;15;0;-0.0181624;0.03551013;0.29614333
SAR16_5_0_18;5;18;0;-0.0181624;0.03337371;0.1674458
SAR16_5_0_20;5;20;0;-0.0181624;0.0308112;0.09784186
SAR16_5_0_22;5;22;0;-0.0181624;0.01641765;0.06134364
SAR16_5_0_24;5;24;0;-0.0181624;0.0118419;0.03001291
SAR16_5_0_3;5;3;0;-0.0181624;0.05568724;0.89292417
SAR16_5_0_5;5;5;0;-0.0181624;0.06686206;0.71942214
SAR17_10_-0.3_12;10;12;-0.3;-0.1886656;0.02989212;0.76332669
SAR17_10_-0.3_2;10;2;-0.3;-0.1886656;0.0220687;0.98240392
SAR17_10_-0.3_25;10;25;-0.3;-0.1886656;0.03068943;0.50928496
SAR17_10_-0.3_4;10;4;-0.3;-0.1886656;0.02952349;0.93584721
SAR17_10_-0.3_40;10;40;-0.3;-0.1886656;0.01885561;0.32953886
SAR17_10_-0.3_53;10;53;-0.3;-0.1886656;0.02022265;0.23151958
SAR17_10_-0.3_67;10;67;-0.3;-0.1886656;0.01546628;0.11804528
SAR17_10_-0.3_7;10;7;-0.3;-0.1886656;0.03791339;0.84708435
SAR17_10_-0.3_80;10;80;-0.3;-0.1886656;0.0110853;0.05410575
SAR17_10_-0.3_90;10;90;-0.3;-0.1886656;0.00559046;0.04609369
SAR17_10_-0.3_99;10;99;-0.3;-0.1886656;0.00278702;0.00969155
SAR17_10_-0.5_12;10;12;-0.5;-0.4022363;0.03540121;0.75646534
SAR17_10_-0.5_2;10;2;-0.5;-0.4022363;0.01832105;0.98711845
SAR17_10_-0.5_25;10;25;-0.5;-0.4022363;0.02395852;0.51615365
SAR17_10_-0.5_4;10;4;-0.5;-0.4022363;0.0298798;0.95230732
SAR17_10_-0.5_40;10;40;-0.5;-0.4022363;0.02362013;0.39458982
SAR17_10_-0.5_53;10;53;-0.5;-0.4022363;0.02041577;0.28324557
SAR17_10_-0.5_67;10;67;-0.5;-0.4022363;0.01549779;0.16455912
SAR17_10_-0.5_7;10;7;-0.5;-0.4022363;0.03363359;0.87326473
SAR17_10_-0.5_80;10;80;-0.5;-0.4022363;0.0088126;0.10453596
SAR17_10_-0.5_90;10;90;-0.5;-0.4022363;0.0079469;0.03696831
SAR17_10_-0.5_99;10;99;-0.5;-0.4022363;0.00177656;0.00751392
SAR17_10_-0.7_12;10;12;-0.7;-0.7504804;0.03171169;0.77835963
SAR17_10_-0.7_2;10;2;-0.7;-0.7504804;0.00799178;0.99585572
SAR17_10_-0.7_25;10;25;-0.7;-0.7504804;0.0296431;0.50483915
SAR17_10_-0.7_4;10;4;-0.7;-0.7504804;0.04131482;0.90665407
SAR17_10_-0.7_40;10;40;-0.7;-0.7504804;0.02476246;0.36542481
SAR17_10_-0.7_53;10;53;-0.7;-0.7504804;0.01927531;0.31424799
SAR17_10_-0.7_67;10;67;-0.7;-0.7504804;0.01621889;0.17828006
SAR17_10_-0.7_7;10;7;-0.7;-0.7504804;0.0336028;0.86968233
SAR17_10_-0.7_80;10;80;-0.7;-0.7504804;0.00853745;0.09316402
SAR17_10_-0.7_90;10;90;-0.7;-0.7504804;0.00367611;0.04359565
SAR17_10_-0.7_99;10;99;-0.7;-0.7504804;0.00242453;0.00777241
SAR17_10_-0.9_12;10;12;-0.9;-0.8048983;0.02639312;0.84081763
SAR17_10_-0.9_2;10;2;-0.9;-0.8048983;0.01197088;0.99469471
SAR17_10_-0.9_25;10;25;-0.9;-0.8048983;0.02860955;0.45822595
SAR17_10_-0.9_4;10;4;-0.9;-0.8048983;0.01390554;0.98437309
SAR17_10_-0.9_40;10;40;-0.9;-0.8048983;0.01774258;0.35175754
SAR17_10_-0.9_53;10;53;-0.9;-0.8048983;0.01468141;0.30191657
SAR17_10_-0.9_67;10;67;-0.9;-0.8048983;0.01143181;0.15775104
SAR17_10_-0.9_7;10;7;-0.9;-0.8048983;0.02612197;0.92574009
SAR17_10_-0.9_80;10;80;-0.9;-0.8048983;0.00560762;0.08284057
SAR17_10_-0.9_90;10;90;-0.9;-0.8048983;0.00446325;0.0580345
SAR17_10_-0.9_99;10;99;-0.9;-0.8048983;0.0010286;0.01623012
SAR17_10_0.3_12;10;12;0.3;0.38488156;0.04290815;0.64798505
SAR17_10_0.3_2;10;2;0.3;0.38488156;0.02535733;0.97632631
SAR17_10_0.3_25;10;25;0.3;0.38488156;0.03180858;0.36450302
SAR17_10_0.3_4;10;4;0.3;0.38488156;0.0408423;0.90449914
SAR17_10_0.3_40;10;40;0.3;0.38488156;0.03255166;0.14629307
SAR17_10_0.3_53;10;53;0.3;0.38488156;0.01914538;0.10676258
SAR17_10_0.3_67;10;67;0.3;0.38488156;0.01579644;0.09719265
SAR17_10_0.3_7;10;7;0.3;0.38488156;0.03434404;0.80648373
SAR17_10_0.3_80;10;80;0.3;0.38488156;0.00903158;0.04911523
SAR17_10_0.3_90;10;90;0.3;0.38488156;0.00705182;0.0260814
SAR17_10_0.3_99;10;99;0.3;0.38488156;0.00198152;0.00323852
SAR17_10_0.5_12;10;12;0.5;0.54130843;0.03081675;0.62192606
SAR17_10_0.5_2;10;2;0.5;0.54130843;0.03973026;0.96408904
SAR17_10_0.5_25;10;25;0.5;0.54130843;0.03532163;0.37814154
SAR17_10_0.5_4;10;4;0.5;0.54130843;0.03905079;0.89597678
SAR17_10_0.5_40;10;40;0.5;0.54130843;0.02653472;0.19677506
SAR17_10_0.5_53;10;53;0.5;0.54130843;0.01679238;0.13492228
SAR17_10_0.5_67;10;67;0.5;0.54130843;0.01677811;0.07822742
SAR17_10_0.5_7;10;7;0.5;0.54130843;0.04775873;0.71985851
SAR17_10_0.5_80;10;80;0.5;0.54130843;0.01233403;0.04135269
SAR17_10_0.5_90;10;90;0.5;0.54130843;0.00808684;0.02371911
SAR17_10_0.5_99;10;99;0.5;0.54130843;0.00353084;0.0052122
SAR17_10_0.7_12;10;12;0.7;0.63071828;0.04685782;0.64528817
SAR17_10_0.7_2;10;2;0.7;0.75591307;0.0435283;0.89400374
SAR17_10_0.7_25;10;25;0.7;0.63071828;0.04670725;0.35232231
SAR17_10_0.7_4;10;4;0.7;0.75591307;0.06132083;0.70159117
SAR17_10_0.7_40;10;40;0.7;0.75591307;0.025967;0.10860015
SAR17_10_0.7_53;10;53;0.7;0.75591307;0.02451137;0.08412626
SAR17_10_0.7_67;10;67;0.7;0.75591307;0.02118713;0.0509661
SAR17_10_0.7_7;10;7;0.7;0.75591307;0.05826271;0.52608696
SAR17_10_0.7_80;10;80;0.7;0.75591307;0.0114658;0.03975093
SAR17_10_0.7_90;10;90;0.7;0.75591307;0.00727576;0.02445132
SAR17_10_0.7_99;10;99;0.7;0.75591307;0.00308907;0.00482
SAR17_10_0.9_12;10;12;0.9;0.92937936;0.08117066;0.16894498
SAR17_10_0.9_2;10;2;0.9;0.92937936;0.09584354;0.65473349
SAR17_10_0.9_25;10;25;0.9;0.92937936;0.05980391;0.14504129
SAR17_10_0.9_4;10;4;0.9;0.92937936;0.10034946;0.48879627
SAR17_10_0.9_40;10;40;0.9;0.92937936;0.03147421;0.12557775
SAR17_10_0.9_53;10;53;0.9;0.92937936;0.02559904;0.07376451
SAR17_10_0.9_67;10;67;0.9;0.92937936;0.02101382;0.07127496
SAR17_10_0.9_7;10;7;0.9;0.92937936;0.08560193;0.29186874
SAR17_10_0.9_80;10;80;0.9;0.92937936;0.01303995;0.05375459
SAR17_10_0.9_90;10;90;0.9;0.92937936;0.00583011;0.02644341
SAR17_10_0.9_99;10;99;0.9;0.92937936;0.00385064;0.00268042
SAR17_10_0_12;10;12;0;0.12948557;0.02650786;0.70748499
SAR17_10_0_2;10;2;0;0.12948557;0.01537636;0.98946754
SAR17_10_0_25;10;25;0;0.12948557;0.03283939;0.44328953
SAR17_10_0_4;10;4;0;0.12948557;0.02990807;0.95114891
SAR17_10_0_40;10;40;0;0.12948557;0.02110122;0.25813455
SAR17_10_0_53;10;53;0;0.12948557;0.02399416;0.13469424
SAR17_10_0_67;10;67;0;0.12948557;0.01472983;0.0802853
SAR17_10_0_7;10;7;0;0.12948557;0.05464924;0.83578322
SAR17_10_0_80;10;80;0;0.12948557;0.0118611;0.05275393
SAR17_10_0_90;10;90;0;0.12948557;0.00691816;0.027297
SAR17_10_0_99;10;99;0;0.12948557;0.00357267;0.0060203
SAR17_15_-0.3_10;15;10;-0.3;-0.2360883;0.01938384;0.92878718
SAR17_15_-0.3_120;15;120;-0.3;-0.2360883;0.01697938;0.15780338
SAR17_15_-0.3_15;15;15;-0.3;-0.2360883;0.02770872;0.885055
SAR17_15_-0.3_150;15;150;-0.3;-0.2360883;0.01367271;0.08891302
SAR17_15_-0.3_180;15;180;-0.3;-0.2360883;0.01065448;0.04409106
SAR17_15_-0.3_200;15;200;-0.3;-0.2360883;0.00471594;0.01690999
SAR17_15_-0.3_220;15;220;-0.3;-0.2360883;0.00202385;0.00656223
SAR17_15_-0.3_3;15;3;-0.3;-0.2360883;0.01318824;0.98527399
SAR17_15_-0.3_30;15;30;-0.3;-0.2360883;0.02889767;0.6824551
SAR17_15_-0.3_5;15;5;-0.3;-0.2360883;0.02322055;0.96850415
SAR17_15_-0.3_60;15;60;-0.3;-0.2360883;0.01767202;0.47587064
SAR17_15_-0.3_90;15;90;-0.3;-0.2360883;0.01845759;0.22348817
SAR17_15_-0.5_10;15;10;-0.5;-0.444925;0.02594987;0.89423742
SAR17_15_-0.5_120;15;120;-0.5;-0.444925;0.01780017;0.17831009
SAR17_15_-0.5_15;15;15;-0.5;-0.444925;0.02571441;0.8407368
SAR17_15_-0.5_150;15;150;-0.5;-0.444925;0.01528795;0.08405772
SAR17_15_-0.5_180;15;180;-0.5;-0.444925;0.01255612;0.0348938
SAR17_15_-0.5_200;15;200;-0.5;-0.444925;0.00912033;0.01850946
SAR17_15_-0.5_220;15;220;-0.5;-0.444925;0.00194828;0.00759925
SAR17_15_-0.5_3;15;3;-0.5;-0.444925;0.01455119;0.99159296
SAR17_15_-0.5_30;15;30;-0.5;-0.444925;0.02708775;0.73109122
SAR17_15_-0.5_5;15;5;-0.5;-0.444925;0.01985167;0.97129188
SAR17_15_-0.5_60;15;60;-0.5;-0.444925;0.02583024;0.46835811
SAR17_15_-0.5_90;15;90;-0.5;-0.444925;0.02390135;0.28278238
SAR17_15_-0.7_10;15;10;-0.7;-0.6792345;0.02204681;0.94180039
SAR17_15_-0.7_120;15;120;-0.7;-0.6792345;0.0204396;0.16250472
SAR17_15_-0.7_15;15;15;-0.7;-0.6792345;0.02900533;0.88531787
SAR17_15_-0.7_150;15;150;-0.7;-0.6792345;0.0135202;0.06515031
SAR17_15_-0.7_180;15;180;-0.7;-0.6792345;0.00808328;0.04801715
SAR17_15_-0.7_200;15;200;-0.7;-0.6792345;0.00388334;0.02497636
SAR17_15_-0.7_220;15;220;-0.7;-0.6792345;0.00163604;0.00661022
SAR17_15_-0.7_3;15;3;-0.7;-0.6792345;0.00703037;0.99527212
SAR17_15_-0.7_30;15;30;-0.7;-0.6792345;0.02597331;0.73780238
SAR17_15_-0.7_5;15;5;-0.7;-0.6792345;0.01634945;0.9814978
SAR17_15_-0.7_60;15;60;-0.7;-0.6792345;0.01770334;0.50499589
SAR17_15_-0.7_90;15;90;-0.7;-0.6792345;0.01768092;0.28173665
SAR17_15_-0.9_10;15;10;-0.9;-0.9086627;0.02602325;0.91921388
SAR17_15_-0.9_120;15;120;-0.9;-0.9086627;0.01684592;0.10409896
SAR17_15_-0.9_15;15;15;-0.9;-0.9086627;0.03130042;0.87992784
SAR17_15_-0.9_150;15;150;-0.9;-0.9086627;0.01105148;0.04784661
SAR17_15_-0.9_180;15;180;-0.9;-0.9086627;0.00685835;0.02875471
SAR17_15_-0.9_200;15;200;-0.9;-0.9086627;0.00432728;0.01820586
SAR17_15_-0.9_220;15;220;-0.9;-0.9086627;0.00097509;0.00660496
SAR17_15_-0.9_3;15;3;-0.9;-0.9086627;0.00937881;0.99306925
SAR17_15_-0.9_30;15;30;-0.9;-0.9086627;0.03000948;0.73994552
SAR17_15_-0.9_5;15;5;-0.9;-0.9086627;0.01144927;0.98712085
SAR17_15_-0.9_60;15;60;-0.9;-0.9086627;0.02529125;0.41705488
SAR17_15_-0.9_90;15;90;-0.9;-0.9086627;0.02048116;0.23843106
SAR17_15_0.3_10;15;10;0.3;0.33878696;0.03743605;0.86258863
SAR17_15_0.3_120;15;120;0.3;0.33878696;0.01840666;0.10214442
SAR17_15_0.3_15;15;15;0.3;0.33878696;0.03732602;0.75182692
SAR17_15_0.3_150;15;150;0.3;0.33878696;0.02088743;0.04991041
SAR17_15_0.3_180;15;180;0.3;0.33878696;0.01279294;0.03116004
SAR17_15_0.3_200;15;200;0.3;0.33878696;0.00802959;0.02239832
SAR17_15_0.3_220;15;220;0.3;0.33878696;0.00210655;0.00496586
SAR17_15_0.3_3;15;3;0.3;0.33878696;0.01820883;0.98141169
SAR17_15_0.3_30;15;30;0.3;0.33878696;0.03709201;0.56895727
SAR17_15_0.3_5;15;5;0.3;0.33878696;0.03300227;0.93231853
SAR17_15_0.3_60;15;60;0.3;0.33878696;0.03005094;0.299354
SAR17_15_0.3_90;15;90;0.3;0.33878696;0.01926514;0.19199621
SAR17_15_0.5_10;15;10;0.5;0.46870117;0.04819042;0.7303162
SAR17_15_0.5_120;15;120;0.5;0.46870117;0.01786999;0.09022248
SAR17_15_0.5_15;15;15;0.5;0.46870117;0.031958;0.70186212
SAR17_15_0.5_150;15;150;0.5;0.46870117;0.02172052;0.04683255
SAR17_15_0.5_180;15;180;0.5;0.46870117;0.01563546;0.02509813
SAR17_15_0.5_200;15;200;0.5;0.46870117;0.00924115;0.02022156
SAR17_15_0.5_220;15;220;0.5;0.46870117;0.00289028;0.00362656
SAR17_15_0.5_3;15;3;0.5;0.46870117;0.02699082;0.95895447
SAR17_15_0.5_30;15;30;0.5;0.46870117;0.0366082;0.47564498
SAR17_15_0.5_5;15;5;0.5;0.46870117;0.02396457;0.91984243
SAR17_15_0.5_60;15;60;0.5;0.46870117;0.02851152;0.27636731
SAR17_15_0.5_90;15;90;0.5;0.46870117;0.0304122;0.14738507
SAR17_15_0.7_10;15;10;0.7;0.61518744;0.04857454;0.76672713
SAR17_15_0.7_120;15;120;0.7;0.61518744;0.01953618;0.05116379
SAR17_15_0.7_15;15;15;0.7;0.61518744;0.04299045;0.68779969
SAR17_15_0.7_150;15;150;0.7;0.61518744;0.01941209;0.04029464
SAR17_15_0.7_180;15;180;0.7;0.61518744;0.01678339;0.02437052
SAR17_15_0.7_200;15;200;0.7;0.61518744;0.00865143;0.01786444
SAR17_15_0.7_220;15;220;0.7;0.61518744;0.0016089;0.0083863
SAR17_15_0.7_3;15;3;0.7;0.61518744;0.02694117;0.96252532
SAR17_15_0.7_30;15;30;0.7;0.61518744;0.02755733;0.42970613
SAR17_15_0.7_5;15;5;0.7;0.61518744;0.03917541;0.90016101
SAR17_15_0.7_60;15;60;0.7;0.61518744;0.0240644;0.22352039
SAR17_15_0.7_90;15;90;0.7;0.61518744;0.02539653;0.09665646
SAR17_15_0.9_10;15;10;0.9;0.90314888;0.09048075;0.3974725
SAR17_15_0.9_120;15;120;0.9;0.90314888;0.04148616;0.14459868
SAR17_15_0.9_15;15;15;0.9;0.90314888;0.07796064;0.29645584
SAR17_15_0.9_150;15;150;0.9;0.90314888;0.027934;0.10604654
SAR17_15_0.9_180;15;180;0.9;0.90314888;0.02189942;0.06583796
SAR17_15_0.9_200;15;200;0.9;0.90314888;0.01054866;0.03791103
SAR17_15_0.9_220;15;220;0.9;0.90314888;0.00170092;0.00747713
SAR17_15_0.9_3;15;3;0.9;0.90314888;0.06580583;0.76285143
SAR17_15_0.9_30;15;30;0.9;0.90314888;0.09051029;0.10287489
SAR17_15_0.9_5;15;5;0.9;0.90314888;0.08501489;0.61233069
SAR17_15_0.9_60;15;60;0.9;0.90314888;0.060312;0.12941648
SAR17_15_0.9_90;15;90;0.9;0.90314888;0.04968105;0.14368946
SAR17_15_0_10;15;10;0;-0.0436661;0.02636628;0.88250202
SAR17_15_0_120;15;120;0;-0.0436661;0.01836175;0.16607114
SAR17_15_0_15;15;15;0;-0.0436661;0.02522823;0.84741798
SAR17_15_0_150;15;150;0;-0.0436661;0.01532132;0.07830475
SAR17_15_0_180;15;180;0;-0.0436661;0.01299149;0.05061737
SAR17_15_0_200;15;200;0;-0.0436661;0.00662172;0.0235303
SAR17_15_0_220;15;220;0;-0.0436661;0.00221766;0.01014296
SAR17_15_0_3;15;3;0;-0.0436661;0.0253857;0.97688007
SAR17_15_0_30;15;30;0;-0.0436661;0.02485907;0.67682447
SAR17_15_0_5;15;5;0;-0.0436661;0.03037004;0.95624522
SAR17_15_0_60;15;60;0;-0.0436661;0.01957062;0.38290129
SAR17_15_0_90;15;90;0;-0.0436661;0.01530385;0.23072465
SAR17_20_-0.3_110;20;110;-0.3;-0.2842544;0.01427569;0.43515837
SAR17_20_-0.3_160;20;160;-0.3;-0.2842544;0.01474058;0.24211963
SAR17_20_-0.3_18;20;18;-0.3;-0.2842544;0.02932715;0.89723352
SAR17_20_-0.3_213;20;213;-0.3;-0.2842544;0.01248584;0.15443201
SAR17_20_-0.3_26;20;26;-0.3;-0.2842544;0.02263427;0.87532193
SAR17_20_-0.3_267;20;267;-0.3;-0.2842544;0.0105765;0.06565576
SAR17_20_-0.3_320;20;320;-0.3;-0.2842544;0.00578514;0.02447248
SAR17_20_-0.3_360;20;360;-0.3;-0.2842544;0.00423028;0.01450962
SAR17_20_-0.3_396;20;396;-0.3;-0.2842544;0.00104526;0.00349571
SAR17_20_-0.3_4;20;4;-0.3;-0.2842544;0.01827373;0.96145227
SAR17_20_-0.3_50;20;50;-0.3;-0.2842544;0.02553687;0.70867782
SAR17_20_-0.3_9;20;9;-0.3;-0.2842544;0.02012171;0.964741
SAR17_20_-0.5_110;20;110;-0.5;-0.4413017;0.01697093;0.47590312
SAR17_20_-0.5_160;20;160;-0.5;-0.4413017;0.01939227;0.25384381
SAR17_20_-0.5_18;20;18;-0.5;-0.4413017;0.0201889;0.92755792
SAR17_20_-0.5_213;20;213;-0.5;-0.4413017;0.00978948;0.13719022
SAR17_20_-0.5_26;20;26;-0.5;-0.4413017;0.025455;0.88308091
SAR17_20_-0.5_267;20;267;-0.5;-0.4413017;0.00732733;0.0634363
SAR17_20_-0.5_320;20;320;-0.5;-0.4413017;0.0047485;0.03153362
SAR17_20_-0.5_360;20;360;-0.5;-0.4413017;0.00423327;0.01664368
SAR17_20_-0.5_396;20;396;-0.5;-0.4413017;0.00102115;0.00415142
SAR17_20_-0.5_4;20;4;-0.5;-0.4413017;0.01526844;0.99110528
SAR17_20_-0.5_50;20;50;-0.5;-0.4413017;0.01815152;0.74547525
SAR17_20_-0.5_9;20;9;-0.5;-0.4413017;0.01239002;0.97319896
SAR17_20_-0.7_110;20;110;-0.7;-0.6920481;0.01662191;0.45170756
SAR17_20_-0.7_160;20;160;-0.7;-0.6920481;0.01170632;0.28040679
SAR17_20_-0.7_18;20;18;-0.7;-0.6920481;0.01334941;0.92173564
SAR17_20_-0.7_213;20;213;-0.7;-0.6920481;0.01073499;0.15156878
SAR17_20_-0.7_26;20;26;-0.7;-0.6920481;0.01513799;0.90841181
SAR17_20_-0.7_267;20;267;-0.7;-0.6920481;0.01017472;0.0686843
SAR17_20_-0.7_320;20;320;-0.7;-0.6920481;0.00528315;0.03056718
SAR17_20_-0.7_360;20;360;-0.7;-0.6920481;0.00367218;0.01785986
SAR17_20_-0.7_396;20;396;-0.7;-0.6920481;0.00070631;0.00358324
SAR17_20_-0.7_4;20;4;-0.7;-0.6920481;0.01031003;0.99584979
SAR17_20_-0.7_50;20;50;-0.7;-0.6920481;0.01482623;0.74516972
SAR17_20_-0.7_9;20;9;-0.7;-0.6920481;0.00833779;0.98875626
SAR17_20_-0.9_110;20;110;-0.9;-0.9262164;0.01586206;0.34151485
SAR17_20_-0.9_160;20;160;-0.9;-0.9262164;0.01147467;0.16819001
SAR17_20_-0.9_18;20;18;-0.9;-0.9262164;0.02554149;0.90480609
SAR17_20_-0.9_213;20;213;-0.9;-0.9262164;0.00804502;0.05824594
SAR17_20_-0.9_26;20;26;-0.9;-0.9262164;0.02879598;0.85072413
SAR17_20_-0.9_267;20;267;-0.9;-0.9262164;0.00450013;0.04091669
