"";"RhoReference";"q10";"q5";"q1"
"1";-0.9;0.040151832065588;0.0489424083784781;0.0548764303452069
"2";-0.7;0.0505779362796762;0.0590046844046029;0.0673738221534337
"3";-0.5;0.0515067090830316;0.0592685077437797;0.0661626602097126
"4";-0.3;0.0464929296080119;0.0546378238758927;0.0633045406945283
"5";0;0.0611240988829354;0.0696116997813277;0.0773179057079902
"6";0.3;0.0832408034898257;0.0976598521672548;0.11587946773613
"7";0.5;0.100082890036908;0.116823796305427;0.139923860224634
"8";0.7;0.164420586171881;0.205397949203418;0.239230435105201
"9";0.9;0.230310483526508;0.290432298599472;0.440598957349526
