"";"RhoReference";"q10";"q5";"q1"
"1";-0.9;0.0654490798717146;0.0802321215715498;0.0921790301193563
"2";-0.7;0.095656561869029;0.124924957296188;0.161335624395445
"3";-0.5;0.107071153144935;0.137959372775878;0.165243934671487
"4";-0.3;0.142815172444199;0.169321965442737;0.192763633311243
"5";0;0.136206756983729;0.157464527702128;0.179247560873281
"6";0.3;0.182389658384285;0.210881202131549;0.23404333435819
"7";0.5;0.175412060708508;0.234972290090904;0.289213439914613
"8";0.7;0.287740761753263;0.372257529531965;0.47398614292514
"9";0.9;0.188350719408676;0.22532244414239;0.289380200809278
