"";"RhoReference";"q10";"q5";"q1"
"1";-0.9;0.693308803339497;0.836994677830742;0.837017165298838
"2";-0.7;0.794205367855081;0.83661608716847;0.836755912664198
"3";-0.5;0.688995719960047;0.835779070246101;0.835971758399761
"4";-0.3;0.735923475189722;0.788491325895903;0.833164346126061
"5";0;0.716323442933053;0.819521153326415;0.823695185257589
"6";0.3;0.637181748181699;0.704660168675174;0.764721296348504
"7";0.5;0.46548246828219;0.594613062991498;0.673366433549911
"8";0.7;0.347200698380093;0.489584077015614;0.521553220905
"9";0.9;0.176400529689142;0.215797841606804;0.285988160606747
