VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;20;0;-0.048033957;307;0.7675;30;0.029194335;0
SAR;20;0;0.027294269;367;0.9175;30;0.009603454;0
SAR;20;0;-0.004790755;293;0.7325;30;0.037076347;0
SAR;20;0;-0.04067592;301;0.7525;30;0.032474698;0
SAR;20;0;-0.005513415;337;0.8425;30;0.016718796;0
SAR;20;0;0.012920634;259;0.6475;30;0.06686195;0
SAR;20;0;0.033728771;387;0.9675;30;0.006652346;0
SAR;20;0;0.003894001;329;0.8225;30;0.01931112;0
SAR;20;0;-0.015354505;379;0.9475;30;0.007713976;0
SAR;20;0;-0.020489181;321;0.8025;30;0.022468669;0
SAR;20;0;-0.015699133;311;0.7775;30;0.026911502;0
SAR;20;0;0.049907739;299;0.7475;30;0.032731958;0
SAR;20;0;0.00997353;395;0.9875;30;0.005736977;0
SAR;20;0;-0.002788675;321;0.8025;30;0.022371603;0
SAR;20;0;0.029100754;385;0.9625;30;0.006901057;0
SAR;20;0;-0.040801315;341;0.8525;30;0.015634862;0
SAR;20;0;-0.034207515;273;0.6825;30;0.053373262;0
SAR;20;0;-0.043534132;379;0.9475;30;0.00771964;0
SAR;20;0;-0.038253355;293;0.7325;30;0.037473582;0
SAR;20;0;0.043492274;289;0.7225;30;0.039164884;0
SAR;20;0;0.040067304;285;0.7125;30;0.042079633;0
SAR;20;0;0.014422566;287;0.7175;30;0.040986606;0
SAR;20;0;0.03142479;323;0.8075;30;0.021394811;0
SAR;20;0;0.018047912;211;0.5275;30;0.146759101;1
SAR;20;0;0.034146643;369;0.9225;30;0.009253259;0
SAR;20;0;-0.037615439;343;0.8575;30;0.015059874;0
SAR;20;0;0.012598422;307;0.7675;30;0.028695756;0
SAR;20;0;0.044022897;239;0.5975;30;0.092467931;1
SAR;20;0;0.029504904;253;0.6325;30;0.073572474;1
SAR;20;0;0.015292408;383;0.9575;30;0.007160146;0
SAR;20;0;-0.042346847;339;0.8475;30;0.016227171;0
SAR;20;0;0.011837036;325;0.8125;30;0.020730696;0
SAR;20;0;-0.033792213;265;0.6625;30;0.061370977;0
SAR;20;0;-0.022691549;383;0.9575;30;0.007162377;0
SAR;20;0;0.027211658;283;0.7075;30;0.043790091;0
SAR;20;0;0.00444525;267;0.6675;30;0.05843023;0
SAR;20;0;0.012014403;261;0.6525;30;0.064625813;0
SAR;20;0;0.028132876;379;0.9475;30;0.007705227;0
SAR;20;0;0.04724031;331;0.8275;30;0.018445856;0
SAR;20;0;0.047747549;247;0.6175;30;0.080781712;1
SAR;20;0;-0.020466852;271;0.6775;30;0.055004954;0
SAR;20;0;0.007185565;377;0.9425;30;0.00799929;0
SAR;20;0;-0.02125716;393;0.9825;30;0.005945947;0
SAR;20;0;-0.01065689;377;0.9425;30;0.008004273;0
SAR;20;0;0.005466393;299;0.7475;30;0.033196891;0
SAR;20;0;0.014480056;349;0.8725;30;0.013375051;0
SAR;20;0;0.032164731;289;0.7225;30;0.039319304;0
SAR;20;0;0.04443197;323;0.8075;30;0.021326541;0
SAR;20;0;0.022206704;263;0.6575;30;0.062184137;0
SAR;20;0;-0.026365823;387;0.9675;30;0.006648344;0
SAR;20;0;-0.016083337;341;0.8525;30;0.0155667;0
SAR;20;0;0.003017499;259;0.6475;30;0.067126411;0
SAR;20;0;-0.007947636;371;0.9275;30;0.008943417;0
SAR;20;0;0.024333106;351;0.8775;30;0.012875963;0
SAR;20;0;-0.006217205;355;0.8875;30;0.012014076;0
SAR;20;0;0.030760401;373;0.9325;30;0.008601129;0
SAR;20;0;-0.022546039;257;0.6425;30;0.070169719;1
SAR;20;0;-0.020116599;319;0.7975;30;0.02330012;0
SAR;20;0;-0.047216515;377;0.9425;30;0.008014472;0
SAR;20;0;-0.043626598;295;0.7375;30;0.036212629;0
SAR;20;0;0.047178875;323;0.8075;30;0.021312083;0
SAR;20;0;0.017098712;321;0.8025;30;0.022261743;0
SAR;20;0;0.027772935;293;0.7325;30;0.036681759;0
SAR;20;0;-0.003378868;345;0.8625;30;0.014432971;0
SAR;20;0;0.016696355;249;0.6225;30;0.079156138;1
SAR;20;0;-0.039673507;339;0.8475;30;0.016219248;0
SAR;20;0;0.00264712;305;0.7625;30;0.029833463;0
SAR;20;0;0.002475234;331;0.8275;30;0.018625621;0
SAR;20;0;-0.006954757;301;0.7525;30;0.032149613;0
SAR;20;0;-0.022946179;265;0.6625;30;0.061124797;0
SAR;20;0;-0.01617811;331;0.8275;30;0.018699786;0
SAR;20;0;0.028595187;389;0.9725;30;0.006411888;0
SAR;20;0;-0.017559364;291;0.7275;30;0.038583071;0
SAR;20;0;0.019747886;317;0.7925;30;0.023915597;0
SAR;20;0;0.040840864;377;0.9425;30;0.007989882;0
SAR;20;0;0.045067555;339;0.8475;30;0.015965182;0
SAR;20;0;-0.026720715;329;0.8225;30;0.019441112;0
SAR;20;0;0.022819932;297;0.7425;30;0.034216377;0
SAR;20;0;-0.01537331;273;0.6825;30;0.053013877;0
SAR;20;0;-0.00875083;357;0.8925;30;0.011582947;0
SAR;20;0;-0.030202756;363;0.9075;30;0.010389948;0
SAR;20;0;0.033883005;381;0.9525;30;0.007426598;0
SAR;20;0;0.014081428;321;0.8025;30;0.022278465;0
SAR;20;0;-0.021725917;347;0.8675;30;0.01395261;0
SAR;20;0;-0.034795209;313;0.7825;30;0.026085898;0
SAR;20;0;0.027944117;381;0.9525;30;0.007427357;0
SAR;20;0;-0.003955593;393;0.9825;30;0.005949856;0
SAR;20;0;-0.012132505;285;0.7125;30;0.042853256;0
SAR;20;0;0.022512783;359;0.8975;30;0.011124959;0
SAR;20;0;-0.033508236;361;0.9025;30;0.010786221;0
SAR;20;0;0.026780774;347;0.8675;30;0.013846728;0
SAR;20;0;0.025099114;243;0.6075;30;0.087241348;1
SAR;20;0;0.014486847;383;0.9575;30;0.007160193;0
SAR;20;0;-0.024893257;355;0.8875;30;0.012042317;0
SAR;20;0;-0.034949379;313;0.7825;30;0.02608696;0
SAR;20;0;-0.006936213;365;0.9125;30;0.009991449;0
SAR;20;0;-0.01772399;309;0.7725;30;0.027919075;0
SAR;20;0;0.009190758;311;0.7775;30;0.026727274;0
SAR;20;0;-0.04401375;313;0.7825;30;0.026149258;0
SAR;20;0;0.00406363;371;0.9275;30;0.008936884;0
SAR;20;0;0.045428658;345;0.8625;30;0.01431674;0
SAR;20;0;0.046804341;291;0.7275;30;0.037760943;0
SAR;20;0;-0.03564588;305;0.7625;30;0.030166323;0
SAR;20;0;0.014228822;339;0.8475;30;0.016058289;0
SAR;20;0;0.016989063;269;0.6725;30;0.05616387;0
SAR;20;0;0.025375527;395;0.9875;30;0.005741162;0
SAR;20;0;0.015898386;283;0.7075;30;0.043967049;0
SAR;20;0;-0.011732735;301;0.7525;30;0.032196049;0
SAR;20;0;0.000209044;329;0.8225;30;0.019326837;0
SAR;20;0;-0.015789695;367;0.9175;30;0.009635699;0
SAR;20;0;0.049367553;343;0.8575;30;0.014836129;0
SAR;20;0;-0.027665238;251;0.6275;30;0.077902479;1
SAR;20;0;-0.038578018;359;0.8975;30;0.011200125;0
SAR;20;0;-0.036942186;367;0.9175;30;0.009651484;0
SAR;20;0;0.012063827;357;0.8925;30;0.011554423;0
SAR;20;0;-0.018929049;393;0.9825;30;0.005946473;0
SAR;20;0;0.018198942;369;0.9225;30;0.009263536;0
SAR;20;0;0.015740556;331;0.8275;30;0.018572612;0
SAR;20;0;0.031863787;355;0.8875;30;0.01195623;0
SAR;20;0;-0.049076433;335;0.8375;30;0.017491867;0
SAR;20;0;0.019088463;337;0.8425;30;0.016639286;0
SAR;20;0;-0.034610454;375;0.9375;30;0.008315065;0
SAR;20;0;0.000312378;299;0.7475;30;0.03325007;0
SAR;20;0;-0.039771895;393;0.9825;30;0.005941761;0
SAR;20;0;-0.017223163;347;0.8675;30;0.013942826;0
SAR;20;0;0.039960761;395;0.9875;30;0.005745123;0
SAR;20;0;-0.003724233;335;0.8375;30;0.017335839;0
SAR;20;0;0.028843099;347;0.8675;30;0.013842203;0
SAR;20;0;0.033248481;373;0.9325;30;0.008600007;0
SAR;20;0;0.038583846;389;0.9725;30;0.006413119;0
SAR;20;0;0.040668406;379;0.9475;30;0.007702703;0
SAR;20;0;-0.035102591;243;0.6075;30;0.089440755;1
SAR;20;0;-0.035860383;269;0.6725;30;0.057281223;0
SAR;20;0;0.019287093;257;0.6425;30;0.069014911;0
SAR;20;0;0.02174847;295;0.7375;30;0.035470212;0
SAR;20;0;0.023348632;293;0.7325;30;0.036735831;0
SAR;20;0;0.027551683;367;0.9175;30;0.009603261;0
SAR;20;0;0.024820166;279;0.6975;30;0.047022209;0
SAR;20;0;-0.011209893;293;0.7325;30;0.037153199;0
SAR;20;0;0.016340501;339;0.8475;30;0.016051937;0
SAR;20;0;-0.008671161;323;0.8075;30;0.021603216;0
SAR;20;0;-0.01163997;323;0.8075;30;0.021618523;0
SAR;20;0;0.014112328;361;0.9025;30;0.01073387;0
SAR;20;0;-0.013632006;367;0.9175;30;0.009634087;0
SAR;20;0;-0.013669256;269;0.6725;30;0.056818209;0
SAR;20;0;-0.013537296;325;0.8125;30;0.020853907;0
SAR;20;0;-0.019954487;349;0.8725;30;0.01344396;0
SAR;20;0;0.019816837;305;0.7625;30;0.029682058;0
SAR;20;0;0.025958101;335;0.8375;30;0.017232605;0
