VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;20;-0.3;-0.253445321;381;0.9525;30;0.00746322;0
SAR;20;-0.3;-0.348549861;386;0.965;30;0.00676151;0
SAR;20;-0.3;-0.258037893;284;0.71;30;0.046962235;0
SAR;20;-0.3;-0.275575078;379;0.9475;30;0.007766106;0
SAR;20;-0.3;-0.303784741;295;0.7375;30;0.038868491;0
SAR;20;-0.3;-0.33389749;284;0.71;30;0.047862362;0
SAR;20;-0.3;-0.287156014;285;0.7125;30;0.046465257;0
SAR;20;-0.3;-0.319103059;260;0.65;30;0.073106084;1
SAR;20;-0.3;-0.331968198;289;0.7225;30;0.04367844;0
SAR;20;-0.3;-0.338004602;356;0.89;30;0.01226023;0
SAR;20;-0.3;-0.293038776;380;0.95;30;0.007617479;0
SAR;20;-0.3;-0.344630417;292;0.73;30;0.041467024;0
SAR;20;-0.3;-0.271243775;362;0.905;30;0.010830054;0
SAR;20;-0.3;-0.304633659;314;0.785;30;0.02730752;0
SAR;20;-0.3;-0.257274179;309;0.7725;30;0.029670205;0
SAR;20;-0.3;-0.275804746;313;0.7825;30;0.027650846;0
SAR;20;-0.3;-0.251076016;265;0.6625;30;0.065788986;1
SAR;20;-0.3;-0.324243875;367;0.9175;30;0.009862798;0
SAR;20;-0.3;-0.301222019;293;0.7325;30;0.040297507;0
SAR;20;-0.3;-0.297386175;316;0.79;30;0.026259368;0
SAR;20;-0.3;-0.323105424;375;0.9375;30;0.008418674;0
SAR;20;-0.3;-0.250194179;359;0.8975;30;0.011455555;0
SAR;20;-0.3;-0.34250303;343;0.8575;30;0.015806861;0
SAR;20;-0.3;-0.319164881;333;0.8325;30;0.019095375;0
SAR;20;-0.3;-0.30475853;355;0.8875;30;0.012455108;0
SAR;20;-0.3;-0.293747747;385;0.9625;30;0.006899131;0
SAR;20;-0.3;-0.292801651;290;0.725;30;0.04248405;0
SAR;20;-0.3;-0.328375055;336;0.84;30;0.018054987;0
SAR;20;-0.3;-0.325077581;349;0.8725;30;0.014033523;0
SAR;20;-0.3;-0.339165997;315;0.7875;30;0.02699362;0
SAR;20;-0.3;-0.324874702;280;0.7;30;0.051340744;0
SAR;20;-0.3;-0.347985274;339;0.8475;30;0.017094449;0
SAR;20;-0.3;-0.329349059;347;0.8675;30;0.014598303;0
SAR;20;-0.3;-0.298449835;339;0.8475;30;0.016959196;0
SAR;20;-0.3;-0.30714667;297;0.7425;30;0.037493365;0
SAR;20;-0.3;-0.304811716;321;0.8025;30;0.023932386;0
SAR;20;-0.3;-0.286409545;343;0.8575;30;0.015673916;0
SAR;20;-0.3;-0.346057923;294;0.735;30;0.039984;0
SAR;20;-0.3;-0.329377518;338;0.845;30;0.017375741;0
SAR;20;-0.3;-0.298293916;322;0.805;30;0.023453055;0
SAR;20;-0.3;-0.340274674;287;0.7175;30;0.045390633;0
SAR;20;-0.3;-0.302139829;296;0.74;30;0.038145066;0
SAR;20;-0.3;-0.261562;283;0.7075;30;0.047862846;0
SAR;20;-0.3;-0.285687591;329;0.8225;30;0.020486013;0
SAR;20;-0.3;-0.324601258;234;0.585;30;0.113827939;1
SAR;20;-0.3;-0.288738908;287;0.7175;30;0.044825823;0
SAR;20;-0.3;-0.267942059;375;0.9375;30;0.008398978;0
SAR;20;-0.3;-0.289093639;306;0.765;30;0.031603813;0
SAR;20;-0.3;-0.290810276;281;0.7025;30;0.049997404;0
SAR;20;-0.3;-0.273580716;309;0.7725;30;0.029781112;0
SAR;20;-0.3;-0.2895313;293;0.7325;30;0.04018326;0
SAR;20;-0.3;-0.293348253;295;0.7375;30;0.038771226;0
SAR;20;-0.3;-0.327888054;322;0.805;30;0.023591301;0
SAR;20;-0.3;-0.254773019;342;0.855;30;0.015899573;0
SAR;20;-0.3;-0.288536138;327;0.8175;30;0.021291197;0
SAR;20;-0.3;-0.331968332;371;0.9275;30;0.009117564;0
SAR;20;-0.3;-0.281422186;309;0.7725;30;0.029834064;0
SAR;20;-0.3;-0.326672447;270;0.675;30;0.061426245;1
SAR;20;-0.3;-0.300494297;340;0.85;30;0.016641752;0
SAR;20;-0.3;-0.268688056;335;0.8375;30;0.018217256;0
SAR;20;-0.3;-0.325464575;290;0.725;30;0.042821276;0
SAR;20;-0.3;-0.25881769;330;0.825;30;0.01999933;0
SAR;20;-0.3;-0.270621042;287;0.7175;30;0.044621249;0
SAR;20;-0.3;-0.297367919;257;0.6425;30;0.076596084;1
SAR;20;-0.3;-0.291056558;375;0.9375;30;0.008407238;0
SAR;20;-0.3;-0.27979354;273;0.6825;30;0.057544486;1
SAR;20;-0.3;-0.265885895;380;0.95;30;0.007613059;0
SAR;20;-0.3;-0.288260355;306;0.765;30;0.031597786;0
SAR;20;-0.3;-0.286870364;295;0.7375;30;0.038710464;0
SAR;20;-0.3;-0.312719288;381;0.9525;30;0.007470751;0
SAR;20;-0.3;-0.294256746;324;0.81;30;0.022563237;0
SAR;20;-0.3;-0.268038954;316;0.79;30;0.026094986;0
SAR;20;-0.3;-0.345573199;368;0.92;30;0.009684474;0
SAR;20;-0.3;-0.329716311;267;0.6675;30;0.064825585;1
SAR;20;-0.3;-0.251992514;284;0.71;30;0.046887869;0
SAR;20;-0.3;-0.279399111;383;0.9575;30;0.007177436;0
SAR;20;-0.3;-0.314720268;327;0.8175;30;0.021397413;0
SAR;20;-0.3;-0.291614715;345;0.8625;30;0.015093179;0
SAR;20;-0.3;-0.344600869;334;0.835;30;0.018814706;0
SAR;20;-0.3;-0.275199811;295;0.7375;30;0.038600244;0
SAR;20;-0.3;-0.348750877;304;0.76;30;0.03324475;0
SAR;20;-0.3;-0.311096453;330;0.825;30;0.020194036;0
SAR;20;-0.3;-0.266225148;270;0.675;30;0.060478568;1
SAR;20;-0.3;-0.319634987;356;0.89;30;0.012235135;0
SAR;20;-0.3;-0.341908846;293;0.7325;30;0.040686976;0
SAR;20;-0.3;-0.285105961;286;0.715;30;0.045606178;0
SAR;20;-0.3;-0.263812823;353;0.8825;30;0.012884622;0
SAR;20;-0.3;-0.316716354;313;0.7825;30;0.027897271;0
SAR;20;-0.3;-0.263499773;364;0.91;30;0.01040944;0
SAR;20;-0.3;-0.299725282;291;0.7275;30;0.041785579;0
SAR;20;-0.3;-0.324793428;316;0.79;30;0.026410601;0
SAR;20;-0.3;-0.334133306;320;0.8;30;0.024533673;0
SAR;20;-0.3;-0.30675423;325;0.8125;30;0.022193288;0
SAR;20;-0.3;-0.26529187;308;0.77;30;0.030283426;0
SAR;20;-0.3;-0.281541872;326;0.815;30;0.021669794;0
SAR;20;-0.3;-0.308602008;392;0.98;30;0.00599951;0
SAR;20;-0.3;-0.27071601;353;0.8825;30;0.0128956;0
SAR;20;-0.3;-0.271863722;387;0.9675;30;0.006631971;0
SAR;20;-0.3;-0.309717899;308;0.77;30;0.03058929;0
SAR;20;-0.3;-0.325562728;326;0.815;30;0.021853639;0
SAR;20;-0.3;-0.297945257;330;0.825;30;0.020145427;0
SAR;20;-0.3;-0.339933364;286;0.715;30;0.046220931;0
SAR;20;-0.3;-0.298459207;364;0.91;30;0.010440503;0
SAR;20;-0.3;-0.295579311;365;0.9125;30;0.010235526;0
