VarName;N;RhoReference;RhoEstimated;k;Theta;counter;Smaup;reject
SAR;20;0.7;0.739023472;287;0.7175;30;0.028787535;0
SAR;20;0.7;0.678777493;135;0.3375;30;0.19777271;0
SAR;20;0.7;0.713002937;395;0.9875;30;0.005924893;0
SAR;20;0.7;0.726606113;227;0.5675;30;0.064894046;0
SAR;20;0.7;0.678311501;359;0.8975;30;0.010281301;0
SAR;20;0.7;0.667461254;331;0.8275;30;0.015728554;0
SAR;20;0.7;0.663126973;223;0.5575;30;0.073628775;0
SAR;20;0.7;0.687878257;139;0.3475;30;0.186872853;0
SAR;20;0.7;0.726267423;237;0.5925;30;0.057096673;0
SAR;20;0.7;0.666704466;205;0.5125;30;0.092444329;0
SAR;20;0.7;0.687890796;373;0.9325;30;0.008299085;0
SAR;20;0.7;0.679033707;385;0.9625;30;0.006904932;0
SAR;20;0.7;0.691651187;193;0.4825;30;0.103412924;0
SAR;20;0.7;0.672586827;237;0.5925;30;0.060459763;0
SAR;20;0.7;0.686523527;285;0.7125;30;0.030623772;0
SAR;20;0.7;0.701002002;207;0.5175;30;0.086125166;0
SAR;20;0.7;0.678197937;245;0.6125;30;0.053943307;0
SAR;20;0.7;0.731858616;231;0.5775;30;0.061292716;0
SAR;20;0.7;0.728450206;201;0.5025;30;0.089098148;0
SAR;20;0.7;0.696965384;295;0.7375;30;0.026368778;0
SAR;20;0.7;0.65903838;111;0.2775;30;0.257658827;1
SAR;20;0.7;0.720277944;251;0.6275;30;0.047768941;0
SAR;20;0.7;0.685633172;347;0.8675;30;0.012312399;0
SAR;20;0.7;0.703259173;195;0.4875;30;0.099268364;0
SAR;20;0.7;0.668832956;133;0.3325;30;0.205592608;1
SAR;20;0.7;0.70323169;165;0.4125;30;0.139268911;0
SAR;20;0.7;0.659042062;143;0.3575;30;0.189679881;0
SAR;20;0.7;0.655461542;273;0.6825;30;0.037144386;0
SAR;20;0.7;0.655355886;239;0.5975;30;0.059883556;0
SAR;20;0.7;0.747472791;261;0.6525;30;0.040765013;0
SAR;20;0.7;0.697037762;99;0.2475;30;0.264306642;1
SAR;20;0.7;0.718313413;329;0.8225;30;0.015951297;0
SAR;20;0.7;0.714512028;199;0.4975;30;0.093109524;0
SAR;20;0.7;0.681668012;343;0.8575;30;0.013086681;0
SAR;20;0.7;0.72999704;147;0.3675;30;0.15906423;0
SAR;20;0.7;0.736946589;119;0.2975;30;0.202699582;0
SAR;20;0.7;0.682960534;309;0.7725;30;0.021673048;0
SAR;20;0.7;0.686609115;347;0.8675;30;0.01231001;0
SAR;20;0.7;0.668364492;237;0.5925;30;0.060724808;0
SAR;20;0.7;0.724554999;227;0.5675;30;0.065052814;0
SAR;20;0.7;0.677474337;225;0.5625;30;0.070541304;0
SAR;20;0.7;0.746774682;201;0.5025;30;0.086728698;0
SAR;20;0.7;0.678421846;347;0.8675;30;0.012330043;0
