Cont;YRSCHOOL;EXP;EXP2
0.856406681589;0.338572866691;0.563847521194;-0.0125150788302
1.49687303347;0.337814935254;0.493588019366;-0.0106655800028
-6.13759968366;0.426373569161;1.13473982308;-0.0258002872653
2.39982015255;0.373775044915;0.349874860436;-0.00674038099635
4.82534305446;0.370678007729;0.12307980522;-0.00138901481125
4.74545051949;0.299908969927;0.223384208053;-0.00423505442859
8.04800739698;0.356502130672;-0.143649854916;0.00435200915092
-1.93419471075;0.380334252472;0.761348394379;-0.0166622716822
-9.53146051467;0.449030715135;1.405197075;-0.0315661538538
-1.1857791036;0.277596351837;0.86096545856;-0.0205788931984
-1.52499692526;0.367749955914;0.748918673977;-0.0166599307231
5.64669876487;0.259732679318;0.217035789919;-0.00503954854923
-1.98961508437;0.40049601276;0.719330839311;-0.0150169786953
2.8470995338;0.345877871635;0.338762197171;-0.00659132203748
0.981689002598;0.327563970921;0.531004216173;-0.0110362792161
1.32985249659;0.360885603404;0.495890078721;-0.0109352282755
4.59962889436;0.436633924103;0.103898277317;-0.00145269940526
-6.17004865527;0.384386749963;1.15163261015;-0.025626010769
-1.7459371842;0.438465743116;0.673948475509;-0.0142612403815
-3.80166829631;0.404949147535;0.910321331303;-0.019986256807
-0.458314288873;0.429495554463;0.542808271537;-0.0107295068744
1.61909828865;0.27705700732;0.515539856213;-0.0105952864261
-2.02967576624;0.389663623739;0.759039843399;-0.0164363018205
-2.43399780593;0.39250901268;0.797179909598;-0.0174705716897
2.93913259922;0.443801810096;0.259254061817;-0.0051253505161
1.4198166377;0.290141419658;0.558567460375;-0.0125075410386
1.78765954485;0.331688655514;0.471887220359;-0.0101296336795
4.65542337066;0.317350344044;0.208815218823;-0.00376443534878
14.6307699671;0.363305666662;-0.766198352343;0.0189282276992
11.3413122502;0.398455790346;-0.468587387189;0.0115094959062
4.53222751722;0.315342158008;0.229032505071;-0.00447371963537
4.82092719107;0.318357775598;0.199546272563;-0.00375819487439
-3.03950693033;0.409034420875;0.869195618085;-0.0198425636871
-2.07152377817;0.430879287389;0.764538729651;-0.0174580393012
0.115509464638;0.342635955552;0.645722527581;-0.014822707748
2.48576536146;0.448568172365;0.268620875016;-0.00477659830199
7.23258129635;0.3702419344;-0.0716399665107;0.00255959267383
